#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.004158 0.00536761 0.004158 8.625 8.875 26455
9.00 0.0137759 0.017758 0.0137544 8.875 9.125 46458
9.25 0.0254176 0.0371824 0.0253898 9.125 9.375 215559
9.50 0.0261214 0.0773341 0.0260076 9.375 9.625 773734
9.75 0.0257544 0.146728 0.024344 9.625 9.875 2.14041e+06
10.00 0.0233552 0.172139 0.0207137 9.875 10.125 3.34499e+06
10.25 0.0194334 0.172258 0.0148258 10.125 10.375 2.50008e+06
10.50 0.015645 0.15968 0.00989749 10.375 10.625 1.58562e+06
10.75 0.0145132 0.150086 0.0041502 10.625 10.875 985726
11.00 0.0171588 0.146439 -0.00159393 10.875 11.125 608666
11.25 0.0255466 0.152982 -0.00743727 11.125 11.375 361222
11.50 0.047709 0.157502 -0.0102702 11.375 11.625 212727
11.75 0.0995286 0.165379 -0.0103833 11.625 11.875 124738
12.00 0.213985 0.160827 -0.00455691 11.875 12.125 72762
12.25 0.379547 0.142397 0.000163674 12.125 12.375 42145
12.50 0.485726 0.133237 0.0138094 12.375 12.625 24240
12.75 0.450699 0.171238 0.0156525 12.625 12.875 13803
13.00 0.363052 0.18521 0.0344449 12.875 13.125 7773
13.25 0.287329 0.17123 0.0333038 13.125 13.375 4246
13.50 0.232785 0.150593 0.0268246 13.375 13.625 2251
13.75 0.203139 0.134524 0.0280515 13.625 13.875 1147
14.00 0.189944 0.108757 0.047622 13.875 14.125 537
14.25 0.196721 0.0884027 0.0467213 14.125 14.375 244
14.50 0.179104 0.0447761 0.0597015 14.375 14.625 67
14.75 0.153846 0.0769231 0.0769231 14.625 14.875 26
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
