#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0118605 0.00715208 0.0107679 8.625 8.875 50335
9.00 0.0390599 0.0207747 0.0344604 8.875 9.125 71096
9.25 0.0665509 0.0479083 0.0582389 9.125 9.375 273460
9.50 0.0686631 0.0812796 0.0599525 9.375 9.625 780885
9.75 0.0742811 0.14051 0.057502 9.625 9.875 1.96263e+06
10.00 0.0744485 0.177722 0.0458052 9.875 10.125 3.06403e+06
10.25 0.0682759 0.171551 0.0269859 10.125 10.375 2.36320e+06
10.50 0.0644657 0.158215 0.0163546 10.375 10.625 1.5131e+06
10.75 0.0686825 0.14271 0.00634021 10.625 10.875 941695
11.00 0.0826628 0.146524 -0.000929162 10.875 11.125 582838
11.25 0.108207 0.143862 -0.00600965 11.125 11.375 351282
11.50 0.155503 0.151459 -0.00239934 11.375 11.625 208710
11.75 0.230528 0.150814 0.00351155 11.625 11.875 123742
12.00 0.348111 0.151213 0.00548649 11.875 12.125 72540
12.25 0.505093 0.131979 0.00388765 12.125 12.375 42315
12.50 0.62279 0.118417 0.0179108 12.375 12.625 24827
12.75 0.62409 0.13292 0.0329339 12.625 12.875 14421
13.00 0.543222 0.162683 0.0464655 12.875 13.125 8144
13.25 0.461337 0.167172 0.0532092 13.125 13.375 4578
13.50 0.371867 0.174848 0.0578715 13.375 13.625 2474
13.75 0.300825 0.171502 0.0401219 13.625 13.875 1333
14.00 0.253799 0.146201 0.0534959 13.875 14.125 658
14.25 0.220859 0.132987 0.0460123 14.125 14.375 326
14.50 0.230769 0.0923077 0.0615385 14.375 14.625 130
14.75 0.170213 0.0638298 0.0638298 14.625 14.875 47
15.00 0.166667 0.166667 0 14.875 15.125 6
15.25 0 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
