#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0134912 0.00828374 0.0116616 8.625 8.875 49736
9.00 0.0420965 0.0218376 0.0350343 8.875 9.125 72215
9.25 0.0722405 0.0503744 0.0627124 9.125 9.375 276867
9.50 0.0757718 0.0828859 0.0628199 9.375 9.625 781122
9.75 0.0827129 0.136314 0.0597399 9.625 9.875 1.94876e+06
10.00 0.0838619 0.17707 0.0457012 9.875 10.125 3.04069e+06
10.25 0.0785818 0.170482 0.0256784 10.125 10.375 2.34926e+06
10.50 0.0757747 0.155215 0.0181888 10.375 10.625 1.50474e+06
10.75 0.081404 0.138035 0.00648394 10.625 10.875 936526
11.00 0.0962341 0.142699 0.000151388 10.875 11.125 579514
11.25 0.123998 0.140406 -0.0036089 11.125 11.375 349660
11.50 0.173499 0.148517 -0.000556335 11.375 11.625 208168
11.75 0.248975 0.149509 0.00418623 11.625 11.875 123454
12.00 0.365735 0.148855 0.00595555 11.875 12.125 72506
12.25 0.520299 0.132259 0.00553477 12.125 12.375 42318
12.50 0.635452 0.114931 0.0200925 12.375 12.625 24839
12.75 0.64158 0.128826 0.0360566 12.625 12.875 14483
13.00 0.56234 0.15862 0.0524501 12.875 13.125 8189
13.25 0.483913 0.158818 0.058214 13.125 13.375 4569
13.50 0.394495 0.170253 0.0603684 13.375 13.625 2507
13.75 0.320295 0.164576 0.0470308 13.625 13.875 1355
14.00 0.251841 0.1511 0.0515464 13.875 14.125 679
14.25 0.239394 0.122308 0.0575757 14.125 14.375 330
14.50 0.221374 0.114504 0.0534351 14.375 14.625 131
14.75 0.175439 0.0701754 0.0350877 14.625 14.875 57
15.00 0.166667 0.166667 0 14.875 15.125 6
15.25 0 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
