#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0073643 0.00743006 0.00729855 8.625 8.875 30417
9.00 0.0232362 0.0183619 0.0230796 8.875 9.125 51084
9.25 0.0439948 0.044146 0.0435189 9.125 9.375 224845
9.50 0.0448618 0.0761993 0.0435986 9.375 9.625 755230
9.75 0.0466966 0.148993 0.0428636 9.625 9.875 2.03313e+06
10.00 0.0436026 0.177589 0.0361053 9.875 10.125 3.19048e+06
10.25 0.0367417 0.171448 0.0229038 10.125 10.375 2.42942e+06
10.50 0.0316887 0.161154 0.0135193 10.375 10.625 1.54951e+06
10.75 0.0318474 0.149353 0.00452783 10.625 10.875 964034
11.00 0.0388898 0.147179 -0.00309991 10.875 11.125 596300
11.25 0.0556508 0.146801 -0.00920835 11.125 11.375 356563
11.50 0.0908371 0.14896 -0.00803968 11.375 11.625 210927
11.75 0.155248 0.157403 -0.00546382 11.625 11.875 124575
12.00 0.274885 0.153023 0.000944674 11.875 12.125 72834
12.25 0.441615 0.141904 0.0010249 12.125 12.375 42254
12.50 0.558293 0.120818 0.0148959 12.375 12.625 24514
12.75 0.542517 0.152999 0.0314571 12.625 12.875 14206
13.00 0.457672 0.178426 0.0310019 12.875 13.125 7938
13.25 0.366083 0.180011 0.0423166 13.125 13.375 4458
13.50 0.29608 0.175396 0.0340658 13.375 13.625 2398
13.75 0.237939 0.163861 0.0237122 13.625 13.875 1223
14.00 0.211667 0.137751 0.0383333 13.875 14.125 600
14.25 0.200704 0.117317 0.0517681 14.125 14.375 284
14.50 0.252525 0.0606061 0.0808081 14.375 14.625 99
14.75 0.128205 0.051282 0.0512821 14.625 14.875 39
15.00 0 0.333333 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
