#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00211471 0.00434073 0.00211471 8.625 8.875 26954
9.00 0.00594027 0.0174303 0.00594027 8.875 9.125 48651
9.25 0.0096544 0.036834 0.00965002 9.125 9.375 228186
9.50 0.00775384 0.074296 0.00770654 9.375 9.625 845645
9.75 0.00758272 0.147961 0.00687853 9.625 9.875 2.37434e+06
10.00 0.0068344 0.172802 0.00546998 9.875 10.125 3.55466e+06
10.25 0.00546863 0.170513 0.00379939 10.125 10.375 2.59315e+06
10.50 0.00437242 0.156483 0.00277947 10.375 10.625 1.63502e+06
10.75 0.00413165 0.14358 0.00161179 10.625 10.875 1.01582e+06
11.00 0.00494525 0.142709 -0.000363663 10.875 11.125 624235
11.25 0.00772968 0.146917 -0.00433973 11.125 11.375 365345
11.50 0.0184409 0.161287 -0.00860923 11.375 11.625 213927
11.75 0.0517717 0.159576 -0.0125838 11.625 11.875 124431
12.00 0.145135 0.171798 -0.00423302 11.875 12.125 72236
12.25 0.29793 0.142155 0.000425458 12.125 12.375 41597
12.50 0.384297 0.141036 0.0176695 12.375 12.625 23409
12.75 0.33839 0.178053 0.0167229 12.625 12.875 13251
13.00 0.263604 0.169424 0.0253458 12.875 13.125 7314
13.25 0.218024 0.150195 0.0274508 13.125 13.375 3917
13.50 0.19778 0.117769 0.0309417 13.375 13.625 1982
13.75 0.181818 0.10333 0.0393849 13.625 13.875 1012
14.00 0.186364 0.0940961 0.0636364 13.875 14.125 440
14.25 0.16129 0.0591398 0.0376344 14.125 14.375 186
14.50 0.153846 0.051282 0.0769231 14.375 14.625 39
14.75 0.0769231 0.153846 0.0769231 14.625 14.875 13
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
