#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000117154 0 8.625 8.875 128037
9.00 0 0.0010284 0 8.875 9.125 212952
9.25 2.43941e-06 0.00535571 2.43941e-06 9.125 9.375 819872
9.50 5.82851e-05 0.0205256 5.75131e-05 9.375 9.625 2.59071e+06
9.75 0.000247059 0.0360093 0.000239431 9.625 9.875 4.71952e+06
10.00 0.000352182 0.0437983 0.000340043 9.875 10.125 4.03769e+06
10.25 0.000856925 0.0507204 0.000830838 10.125 10.375 2.61983e+06
10.50 0.00167045 0.0526627 0.00162516 10.375 10.625 1.63249e+06
10.75 0.00283711 0.0562343 0.00268326 10.625 10.875 954491
11.00 0.00507871 0.0617167 0.00462719 10.875 11.125 519226
11.25 0.00930858 0.0697287 0.00799423 11.125 11.375 277271
11.50 0.0158904 0.0800805 0.01288 11.375 11.625 146378
11.75 0.0272746 0.0909938 0.0195749 11.625 11.875 75858
12.00 0.0440432 0.100218 0.0279427 11.875 12.125 37940
12.25 0.0657678 0.0947753 0.0317031 12.125 12.375 18246
12.50 0.0837527 0.0941077 0.032848 12.375 12.625 8346
12.75 0.0931677 0.0866457 0.0416971 12.625 12.875 3542
13.00 0.0858663 0.0881459 0.0364742 12.875 13.125 1316
13.25 0.0786026 0.0786026 0.0371179 13.125 13.375 458
13.50 0.0757576 0.0692806 0.0378788 13.375 13.625 132
13.75 0.0909091 0.136364 0.0454545 13.625 13.875 22
14.00 0 0 0 13.875 14.125 2
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
