#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 249844
9.00 0 1.24801e-05 0 8.875 9.125 400638
9.25 6.13654e-06 0.000114293 5.36947e-06 9.125 9.375 1.30367e+06
9.50 5.67916e-05 0.000653701 5.52971e-05 9.375 9.625 3.34557e+06
9.75 0.000146292 0.00173887 0.000141058 9.625 9.875 4.20392e+06
10.00 0.000255467 0.00359506 0.000241257 9.875 10.125 3.02583e+06
10.25 0.000422821 0.00569777 0.00040274 10.125 10.375 1.74542e+06
10.50 0.000542814 0.00741772 0.000508903 10.375 10.625 943233
10.75 0.000731804 0.00910127 0.000695686 10.625 10.875 475537
11.00 0.00103969 0.0114362 0.00096667 10.875 11.125 232762
11.25 0.00158512 0.0137968 0.00151979 11.125 11.375 107878
11.50 0.00290532 0.0158562 0.00265177 11.375 11.625 47499
11.75 0.0032164 0.0172154 0.0030152 11.625 11.875 19898
12.00 0.00461376 0.0170022 0.00408641 11.875 12.125 7586
12.25 0.00567108 0.0173913 0.00340265 12.125 12.375 2645
12.50 0.00935829 0.0200535 0.00802139 12.375 12.625 748
12.75 0.0102041 0.0102041 0.0102041 12.625 12.875 196
13.00 0.025641 0 0.025641 12.875 13.125 39
13.25 0 0 0 13.125 13.375 4
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
