#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 9.81028e-05 0 8.625 8.875 132514
9.00 0 0.00104362 0 8.875 9.125 220387
9.25 2.3765e-06 0.00501323 2.3765e-06 9.125 9.375 841574
9.50 6.3366e-05 0.0191893 6.22277e-05 9.375 9.625 2.63548e+06
9.75 0.000258131 0.0343145 0.000249491 9.625 9.875 4.74566e+06
10.00 0.000369689 0.0417391 0.000356998 9.875 10.125 4.0196e+06
10.25 0.000890065 0.0487175 0.000862987 10.125 10.375 2.59869e+06
10.50 0.0017273 0.050881 0.00167787 10.375 10.625 1.61698e+06
10.75 0.00291045 0.0546537 0.00275775 10.625 10.875 942121
11.00 0.00511633 0.0597855 0.00465217 10.875 11.125 510913
11.25 0.00913031 0.0676044 0.0077488 11.125 11.375 272061
11.50 0.0154659 0.0787522 0.0124205 11.375 11.625 143024
11.75 0.02662 0.0879083 0.0194007 11.625 11.875 73704
12.00 0.0429215 0.0964413 0.0279085 11.875 12.125 36625
12.25 0.0626072 0.092843 0.0319646 12.125 12.375 17490
12.50 0.0776601 0.0927486 0.0311514 12.375 12.625 7932
12.75 0.093901 0.0808798 0.0436436 12.625 12.875 3312
13.00 0.0724638 0.0884373 0.0281447 12.875 13.125 1242
13.25 0.08 0.085 0.045 13.125 13.375 400
13.50 0.0743802 0.0661157 0.0410468 13.375 13.625 121
13.75 0.05 0.1 0.05 13.625 13.875 20
14.00 0 0 0 13.875 14.125 1
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
