#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000420905 0.0042792 0.000420905 8.625 8.875 28510
9.00 0.00132368 0.0152223 0.00132368 8.875 9.125 49861
9.25 0.00216038 0.0366305 0.00215621 9.125 9.375 239773
9.50 0.0013675 0.0706834 0.00133049 9.375 9.625 918462
9.75 0.0012922 0.132036 0.00087014 9.625 9.875 2.61338e+06
10.00 0.00122648 0.152835 0.000604431 9.875 10.125 3.69922e+06
10.25 0.00103778 0.157452 0.000619765 10.125 10.375 2.65953e+06
10.50 0.000973228 0.144275 0.00047642 10.375 10.625 1.6697e+06
10.75 0.00114861 0.13662 0.000186058 10.625 10.875 1.03691e+06
11.00 0.00183995 0.135666 -0.00038388 10.875 11.125 633168
11.25 0.00390492 0.141958 -0.00155406 11.125 11.375 367485
11.50 0.0104276 0.150828 -0.00483774 11.375 11.625 214047
11.75 0.0343897 0.15921 -0.00683757 11.625 11.875 123729
12.00 0.110365 0.165414 -0.00380518 11.875 12.125 71327
12.25 0.239512 0.144381 0.0066825 12.125 12.375 40762
12.50 0.310975 0.145778 0.0142615 12.375 12.625 22706
12.75 0.266325 0.173296 0.0135597 12.625 12.875 12695
13.00 0.215083 0.162477 0.0245934 12.875 13.125 6895
13.25 0.201122 0.128827 0.0339411 13.125 13.375 3565
13.50 0.186844 0.104086 0.0414594 13.375 13.625 1809
13.75 0.167436 0.100462 0.0414249 13.625 13.875 866
14.00 0.177285 0.0941828 0.0637119 13.875 14.125 361
14.25 0.169118 0.0441176 0.0514706 14.125 14.375 136
14.50 0.147059 0.0294118 0.117647 14.375 14.625 34
14.75 0 0.2 0 14.625 14.875 5
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
