#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.0029771 0 8.625 8.875 29559
9.00 0 0.0123905 0 8.875 9.125 53105
9.25 0 0.0342172 0 9.125 9.375 252417
9.50 1.56999e-05 0.0650328 -7.84995e-06 9.375 9.625 1.01912e+06
9.75 0.00016117 0.124419 -3.48103e-05 9.625 9.875 2.87274e+06
10.00 0.000267103 0.138996 -2.21752e-05 9.875 10.125 3.83373e+06
10.25 0.000351961 0.141273 0.000110013 10.125 10.375 2.71621e+06
10.50 0.000484622 0.13572 0.000318146 10.375 10.625 1.70029e+06
10.75 0.000767148 0.131159 0.00045861 10.625 10.875 1.05586e+06
11.00 0.00157116 0.129486 0.000607737 10.875 11.125 638381
11.25 0.00355052 0.13367 0.000399012 11.125 11.375 368397
11.50 0.00929612 0.148576 -0.000449 11.375 11.625 212777
11.75 0.0294648 0.156297 -0.00167642 11.625 11.875 122485
12.00 0.0924657 0.154062 0.000943281 11.875 12.125 69907
12.25 0.19912 0.14385 0.00675136 12.125 12.375 39554
12.50 0.254233 0.146273 0.0159284 12.375 12.625 22031
12.75 0.21991 0.165502 0.0220678 12.625 12.875 12014
13.00 0.192024 0.150815 0.0316717 12.875 13.125 6369
13.25 0.18413 0.127022 0.0365036 13.125 13.375 3264
13.50 0.163057 0.107696 0.0364589 13.375 13.625 1570
13.75 0.165738 0.091922 0.045794 13.625 13.875 718
14.00 0.167247 0.0940767 0.0693453 13.875 14.125 287
14.25 0.144231 0.0576923 0.0576923 14.125 14.375 104
14.50 0 0.117647 0 14.375 14.625 17
14.75 0 0.5 0 14.625 14.875 4
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
