#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00843793 0.00664487 0.00812151 8.625 8.875 37924
9.00 0.0305046 0.0189881 0.0293012 8.875 9.125 59827
9.25 0.0563018 0.0441486 0.0527822 9.125 9.375 247754
9.50 0.0594706 0.0764467 0.0548026 9.375 9.625 764781
9.75 0.0627559 0.143224 0.0524 9.625 9.875 1.98678e+06
10.00 0.0607254 0.177752 0.044118 9.875 10.125 3.10978e+06
10.25 0.0536679 0.177321 0.0274789 10.125 10.375 2.3885e+06
10.50 0.0488609 0.159173 0.0150254 10.375 10.625 1.52719e+06
10.75 0.0512687 0.148392 0.00532217 10.625 10.875 950463
11.00 0.062323 0.146759 -0.00276754 10.875 11.125 588499
11.25 0.0846757 0.147282 -0.00767428 11.125 11.375 353490
11.50 0.128309 0.154093 -0.00448641 11.375 11.625 209689
11.75 0.199608 0.153081 -0.00011538 11.625 11.875 124088
12.00 0.319352 0.149871 0.00410596 11.875 12.125 72647
12.25 0.480124 0.135326 0.00326729 12.125 12.375 42337
12.50 0.597717 0.119175 0.0159022 12.375 12.625 24709
12.75 0.592155 0.143389 0.0302333 12.625 12.875 14378
13.00 0.512884 0.172805 0.0512692 12.875 13.125 8033
13.25 0.427384 0.171151 0.0479909 13.125 13.375 4572
13.50 0.343711 0.171978 0.0567912 13.375 13.625 2409
13.75 0.271173 0.176298 0.0287255 13.625 13.875 1287
14.00 0.23937 0.137008 0.0561157 13.875 14.125 635
14.25 0.213376 0.133758 0.044586 14.125 14.375 314
14.50 0.228814 0.0874258 0.0578734 14.375 14.625 118
14.75 0.142857 0.0714286 0.0476191 14.625 14.875 42
15.00 0.166667 0.166667 0 14.875 15.125 6
15.25 0 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
