#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000316578 0.00418587 0.000316578 8.625 8.875 28429
9.00 0.000917651 0.014862 0.000917651 8.875 9.125 50128
9.25 0.00164793 0.0364162 0.00164377 9.125 9.375 240909
9.50 0.0010828 0.0698349 0.00104718 9.375 9.625 926299
9.75 0.00100715 0.131586 0.000647675 9.625 9.875 2.63714e+06
10.00 0.000982189 0.151884 0.000420505 9.875 10.125 3.71212e+06
10.25 0.00086637 0.155552 0.000466191 10.125 10.375 2.66514e+06
10.50 0.000831461 0.143414 0.000389915 10.375 10.625 1.67296e+06
10.75 0.00104359 0.136597 0.000117797 10.625 10.875 1.03872e+06
11.00 0.00172939 0.135563 -0.000280763 10.875 11.125 633748
11.25 0.00376741 0.141845 -0.00138782 11.125 11.375 367627
11.50 0.0102043 0.149691 -0.00419674 11.375 11.625 214028
11.75 0.033642 0.158714 -0.00663302 11.625 11.875 123655
12.00 0.107864 0.1638 -0.00400174 11.875 12.125 71173
12.25 0.235375 0.14196 0.00693268 12.125 12.375 40650
12.50 0.304125 0.146846 0.0134498 12.375 12.625 22619
12.75 0.262963 0.173152 0.0163184 12.625 12.875 12671
13.00 0.211395 0.161431 0.026361 12.875 13.125 6845
13.25 0.198817 0.128035 0.0341213 13.125 13.375 3551
13.50 0.188446 0.103102 0.0445454 13.375 13.625 1783
13.75 0.162353 0.103291 0.0376471 13.625 13.875 850
14.00 0.182073 0.0868347 0.070028 13.875 14.125 357
14.25 0.162791 0.0465116 0.0620155 14.125 14.375 129
14.50 0.121212 0.0606061 0.0909091 14.375 14.625 33
14.75 0 0.25 0 14.625 14.875 4
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
