#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000424148 0.00424148 0.000424148 8.625 8.875 28292
9.00 0.00143724 0.0150112 0.00143724 8.875 9.125 50096
9.25 0.00260341 0.0361334 0.00259922 9.125 9.375 238533
9.50 0.00172309 0.0714675 0.00168467 9.375 9.625 911156
9.75 0.00163123 0.13234 0.00115711 9.625 9.875 2.59007e+06
10.00 0.00149288 0.155005 0.000791335 9.875 10.125 3.68617e+06
10.25 0.00124885 0.158086 0.000784664 10.125 10.375 2.65365e+06
10.50 0.00112732 0.145062 0.000584009 10.375 10.625 1.66678e+06
10.75 0.0012841 0.136412 0.000304293 10.625 10.875 1.03497e+06
11.00 0.00197937 0.135768 -0.000391483 10.875 11.125 632524
11.25 0.00409337 0.142026 -0.00170005 11.125 11.375 367179
11.50 0.010874 0.152128 -0.00519386 11.375 11.625 214180
11.75 0.0353779 0.159058 -0.00785216 11.625 11.875 123806
12.00 0.112895 0.16585 -0.00392929 11.875 12.125 71394
12.25 0.244634 0.144726 0.00598738 12.125 12.375 40902
12.50 0.317679 0.144536 0.0160056 12.375 12.625 22762
12.75 0.272998 0.172538 0.0141029 12.625 12.875 12751
13.00 0.218461 0.163506 0.0246611 12.875 13.125 6912
13.25 0.201939 0.129822 0.0330971 13.125 13.375 3610
13.50 0.188222 0.105346 0.0404011 13.375 13.625 1817
13.75 0.170814 0.100679 0.0408259 13.625 13.875 884
14.00 0.180328 0.0901639 0.0655738 13.875 14.125 366
14.25 0.161972 0.0422535 0.0492958 14.125 14.375 142
14.50 0.15625 0 0.125 14.375 14.625 32
14.75 0 0.285714 0 14.625 14.875 7
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
