#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000962121 0.00377722 0.000962121 8.625 8.875 28063
9.00 0.00252709 0.0151221 0.00252709 8.875 9.125 49464
9.25 0.0043918 0.0351173 0.00438752 9.125 9.375 233845
9.50 0.00341654 0.0736724 0.00337577 9.375 9.625 883058
9.75 0.00326611 0.137848 0.00269491 9.625 9.875 2.50175e+06
10.00 0.00284712 0.160972 0.00189218 9.875 10.125 3.63491e+06
10.25 0.00227822 0.166091 0.00154167 10.125 10.375 2.63057e+06
10.50 0.00192471 0.147029 0.00116388 10.375 10.625 1.6548e+06
10.75 0.00207555 0.136385 0.000792578 10.625 10.875 1.02768e+06
11.00 0.00274448 0.136697 -0.000547852 10.875 11.125 629628
11.25 0.00496053 0.143172 -0.00300278 11.125 11.375 366493
11.50 0.0129636 0.156599 -0.00665818 11.375 11.625 214369
11.75 0.0396242 0.15767 -0.0103012 11.625 11.875 123990
12.00 0.123216 0.167802 -0.00420886 11.875 12.125 71752
12.25 0.2608 0.145518 0.00265947 12.125 12.375 41227
12.50 0.342315 0.145776 0.0165637 12.375 12.625 23046
12.75 0.294318 0.177104 0.0157231 12.625 12.875 12935
13.00 0.232846 0.166391 0.0205334 12.875 13.125 7112
13.25 0.206645 0.133497 0.0315298 13.125 13.375 3702
13.50 0.190602 0.110138 0.0376483 13.375 13.625 1894
13.75 0.17161 0.0985169 0.0390671 13.625 13.875 944
14.00 0.181122 0.0946507 0.0586735 13.875 14.125 392
14.25 0.160494 0.0555556 0.0493827 14.125 14.375 162
14.50 0.16129 0.0322581 0.129032 14.375 14.625 31
14.75 0 0.222222 0 14.625 14.875 9
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
