#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 285712
9.00 0 0 0 8.875 9.125 456879
9.25 7.21261e-07 1.22614e-05 7.21261e-07 9.125 9.375 1.38646e+06
9.50 3.56387e-06 4.43864e-05 3.56387e-06 9.375 9.625 3.08653e+06
9.75 1.45243e-05 0.000153083 1.42338e-05 9.625 9.875 3.44251e+06
10.00 4.40907e-05 0.000437822 4.24099e-05 9.875 10.125 2.38146e+06
10.25 6.33839e-05 0.00101048 6.10816e-05 10.125 10.375 1.30948e+06
10.50 8.96072e-05 0.00165884 8.50521e-05 10.375 10.625 658429
10.75 0.000159117 0.00257983 0.000155934 10.625 10.875 314234
11.00 0.000207117 0.00332684 0.000200212 10.875 11.125 144846
11.25 0.000306447 0.00463974 0.000306447 11.125 11.375 62001
11.50 0.000683335 0.00478334 0.000683335 11.375 11.625 24878
11.75 0.000755206 0.00550626 0.000755206 11.625 11.875 9269
12.00 0.00201884 0.00504711 0.00168248 11.875 12.125 2972
12.25 0.00243309 0.00486618 0.00243309 12.125 12.375 822
12.50 0.00469484 0.00938967 0.00469484 12.375 12.625 213
12.75 0 0 0 12.625 12.875 43
13.00 0 0 0 12.875 13.125 4
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
