#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 265211
9.00 0 4.72781e-06 0 8.875 9.125 423029
9.25 1.49441e-06 4.93154e-05 1.49441e-06 9.125 9.375 1.33832e+06
9.50 2.4935e-05 0.000272765 2.43269e-05 9.375 9.625 3.28854e+06
9.75 7.88461e-05 0.000845374 7.50554e-05 9.625 9.875 3.95707e+06
10.00 0.000157162 0.00184048 0.000149986 9.875 10.125 2.78693e+06
10.25 0.000216289 0.0031326 0.000208094 10.125 10.375 1.58584e+06
10.50 0.000294185 0.00437059 0.000280982 10.375 10.625 832810
10.75 0.000404559 0.00553212 0.000392378 10.625 10.875 412795
11.00 0.000604125 0.00725062 0.000573687 10.875 11.125 196979
11.25 0.00107664 0.00920446 0.00100936 11.125 11.375 89166
11.50 0.00145138 0.0106095 0.00137209 11.375 11.625 37895
11.75 0.00185063 0.0112394 0.00178446 11.625 11.875 15130
12.00 0.00285205 0.0115865 0.00249548 11.875 12.125 5610
12.25 0.00456882 0.0131354 0.00399772 12.125 12.375 1751
12.50 0.00421053 0.0105263 0.00421053 12.375 12.625 475
12.75 0.00934579 0 0.00934579 12.625 12.875 107
13.00 0 0 0 12.875 13.125 21
13.25 0 0 0 13.125 13.375 1
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
