#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000103846 0.00353076 0.000103846 8.625 8.875 28889
9.00 0.000233832 0.0142053 0.000233832 8.875 9.125 51319
9.25 0.000279581 0.0361956 0.000279581 9.125 9.375 246798
9.50 0.00014707 0.068796 0.000122387 9.375 9.625 972324
9.75 0.000252221 0.128796 -2.53363e-06 9.625 9.875 2.76345e+06
10.00 0.000357019 0.14708 -2.93859e-05 9.875 10.125 3.77851e+06
10.25 0.00040385 0.146227 6.46036e-05 10.125 10.375 2.69407e+06
10.50 0.00048621 0.139899 0.000172389 10.375 10.625 1.68857e+06
10.75 0.000763068 0.13605 0.000186567 10.625 10.875 1.0484e+06
11.00 0.00154113 0.134298 0.000278922 10.875 11.125 636544
11.25 0.00344728 0.140388 -0.000295776 11.125 11.375 368116
11.50 0.00945521 0.148744 -0.00189126 11.375 11.625 213533
11.75 0.030597 0.156104 -0.00309184 11.625 11.875 123182
12.00 0.0985738 0.1581 -0.00101704 11.875 12.125 70465
12.25 0.21446 0.140259 0.00637943 12.125 12.375 40110
12.50 0.275735 0.145379 0.0165544 12.375 12.625 22333
12.75 0.238478 0.170162 0.0180806 12.625 12.875 12324
13.00 0.196699 0.156853 0.0312533 12.875 13.125 6604
13.25 0.192443 0.12535 0.0406519 13.125 13.375 3414
13.50 0.177039 0.10833 0.0381504 13.375 13.625 1655
13.75 0.158974 0.0916683 0.0432931 13.625 13.875 780
14.00 0.177778 0.0920635 0.0730159 13.875 14.125 315
14.25 0.122807 0.0614035 0.0438597 14.125 14.375 114
14.50 0.08 0.12 0.04 14.375 14.625 25
14.75 0 0.333333 0 14.625 14.875 3
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
