#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000601217 0.00442071 0.000601217 8.625 8.875 28276
9.00 0.00180332 0.0153683 0.00180332 8.875 9.125 49908
9.25 0.0032074 0.0364531 0.00320318 9.125 9.375 237264
9.50 0.00213592 0.0722295 0.0020994 9.375 9.625 903592
9.75 0.00196959 0.132864 0.00147875 9.625 9.875 2.56703e+06
10.00 0.00180306 0.157178 0.0010711 9.875 10.125 3.67376e+06
10.25 0.00148364 0.159341 0.00098989 10.125 10.375 2.64755e+06
10.50 0.00129566 0.145705 0.000730389 10.375 10.625 1.66402e+06
10.75 0.00143365 0.136094 0.000377285 10.625 10.875 1.03303e+06
11.00 0.0021257 0.13581 -0.000349802 10.875 11.125 631792
11.25 0.00425556 0.142264 -0.00201298 11.125 11.375 367049
11.50 0.0113862 0.15319 -0.00539667 11.375 11.625 214206
11.75 0.0365029 0.159006 -0.00853037 11.625 11.875 123908
12.00 0.115505 0.166389 -0.00405657 11.875 12.125 71460
12.25 0.249323 0.145996 0.00525433 12.125 12.375 40987
12.50 0.323751 0.145081 0.014729 12.375 12.625 22820
12.75 0.278883 0.171633 0.0142432 12.625 12.875 12819
13.00 0.220835 0.165594 0.0224939 12.875 13.125 6969
13.25 0.202914 0.130419 0.0326606 13.125 13.375 3637
13.50 0.188525 0.105625 0.0386892 13.375 13.625 1830
13.75 0.172606 0.0956322 0.0422687 13.625 13.875 898
14.00 0.176 0.096 0.0613333 13.875 14.125 375
14.25 0.166667 0.0416667 0.0555556 14.125 14.375 144
14.50 0.15625 0 0.125 14.375 14.625 32
14.75 0 0.285714 0 14.625 14.875 7
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
