#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000716572 0 8.625 8.875 62799
9.00 0 0.00450019 0 8.875 9.125 110662
9.25 0 0.0158295 0 9.125 9.375 490349
9.50 2.03656e-05 0.0404021 1.87144e-05 9.375 9.625 1.81679e+06
9.75 0.000108128 0.0709365 8.76506e-05 9.625 9.875 4.00453e+06
10.00 0.000191233 0.0796306 0.000154365 9.875 10.125 4.17816e+06
10.25 0.000455091 0.0883665 0.000425289 10.125 10.375 2.82141e+06
10.50 0.000849086 0.0836196 0.000812555 10.375 10.625 1.75836e+06
10.75 0.00147351 0.0819524 0.00135974 10.625 10.875 1.07974e+06
11.00 0.00306875 0.0843851 0.00262168 10.875 11.125 613931
11.25 0.00694566 0.099283 0.00547464 11.125 11.375 342084
11.50 0.0151813 0.112119 0.0103455 11.375 11.625 190168
11.75 0.033112 0.128116 0.0184687 11.625 11.875 104524
12.00 0.0684835 0.130648 0.0286878 11.875 12.125 56656
12.25 0.112964 0.130652 0.0347266 12.125 12.375 29859
12.50 0.133618 0.115698 0.0333004 12.375 12.625 15462
12.75 0.138431 0.131262 0.0341491 12.625 12.875 7650
13.00 0.124538 0.131741 0.038434 12.875 13.125 3517
13.25 0.111549 0.114173 0.0360892 13.125 13.375 1524
13.50 0.105085 0.0864407 0.050663 13.375 13.625 590
13.75 0.0963303 0.113715 0.0278371 13.625 13.875 218
14.00 0.0952381 0.0238095 0.047619 13.875 14.125 42
14.25 0 0.142857 0 14.125 14.375 7
14.50 0 1 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
