#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.00134066 0 8.625 8.875 44754
9.00 0 0.00670362 0 8.875 9.125 80106
9.25 2.6679e-06 0.0206336 0 9.125 9.375 374826
9.50 9.45493e-06 0.0490982 6.75352e-06 9.375 9.625 1.48071e+06
9.75 9.13541e-05 0.088259 4.2056e-05 9.625 9.875 3.59042e+06
10.00 0.000182575 0.103977 0.000101019 9.875 10.125 4.1079e+06
10.25 0.000377264 0.107497 0.000317879 10.125 10.375 2.8203e+06
10.50 0.000660522 0.103218 0.00062804 10.375 10.625 1.75619e+06
10.75 0.00110613 0.098916 0.00100165 10.625 10.875 1.08758e+06
11.00 0.00228806 0.0999247 0.00189951 10.875 11.125 633725
11.25 0.00524535 0.111165 0.0036827 11.125 11.375 357841
11.50 0.0125287 0.128457 0.00661755 11.375 11.625 202734
11.75 0.0312737 0.140645 0.0120008 11.625 11.875 113450
12.00 0.0742826 0.153623 0.0176591 11.875 12.125 63218
12.25 0.133423 0.141354 0.026364 12.125 12.375 34207
12.50 0.164771 0.131839 0.0253961 12.375 12.625 18377
12.75 0.158732 0.143524 0.0297201 12.625 12.875 9431
13.00 0.138337 0.14278 0.0319809 12.875 13.125 4677
13.25 0.140055 0.120419 0.0417092 13.125 13.375 2192
13.50 0.12256 0.101952 0.037961 13.375 13.625 922
13.75 0.110803 0.105263 0.0358033 13.625 13.875 361
14.00 0.12 0.088 0.032 13.875 14.125 125
14.25 0.1 0.05 0.05 14.125 14.375 20
14.50 0 0 0 14.375 14.625 2
14.75 0 1 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
