#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 9.46042e-06 0 8.625 8.875 211407
9.00 0 0.000105863 0 8.875 9.125 340061
9.25 9.42865e-06 0.000725149 9.42865e-06 9.125 9.375 1.16666e+06
9.50 0.000123385 0.00300015 0.000120368 9.375 9.625 3.31483e+06
9.75 0.000320688 0.00611703 0.000312055 9.625 9.875 4.63379e+06
10.00 0.00046131 0.0101706 0.000446056 9.875 10.125 3.47488e+06
10.25 0.000996647 0.0152037 0.000953293 10.125 10.375 2.06994e+06
10.50 0.00133905 0.0182093 0.00127284 10.375 10.625 1.18144e+06
10.75 0.00182626 0.0211108 0.00171905 10.625 10.875 622037
11.00 0.00251279 0.0240397 0.0023071 10.875 11.125 317177
11.25 0.00384345 0.0283088 0.00346923 11.125 11.375 154809
11.50 0.00681328 0.0312274 0.00608489 11.375 11.625 72799
11.75 0.00867791 0.0359857 0.00742818 11.625 11.875 32842
12.00 0.0130403 0.0335384 0.0103028 11.875 12.125 13880
12.25 0.018112 0.0371084 0.0133579 12.125 12.375 5466
12.50 0.0197018 0.0340788 0.0127796 12.375 12.625 1878
12.75 0.0196078 0.0320856 0.0142603 12.625 12.875 561
13.00 0.0137931 0.0206897 0.00689655 12.875 13.125 145
13.25 0.0344828 0.0344828 0.0344828 13.125 13.375 29
13.50 0 0 0 13.375 13.625 2
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
