#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00303963 0.00455944 0.00303963 8.625 8.875 26319
9.00 0.00829717 0.0167433 0.00829717 8.875 9.125 47004
9.25 0.0143706 0.037029 0.0143706 9.125 9.375 221772
9.50 0.0125277 0.0748109 0.0124664 9.375 9.625 815870
9.75 0.012437 0.147434 0.0115676 9.625 9.875 2.27965e+06
10.00 0.0112004 0.170903 0.0096249 9.875 10.125 3.48667e+06
10.25 0.00900064 0.171816 0.00697548 10.125 10.375 2.5626e+06
10.50 0.00732161 0.16128 0.00494181 10.375 10.625 1.61822e+06
10.75 0.00659892 0.146846 0.00217131 10.625 10.875 1.00547e+06
11.00 0.00774054 0.143533 -0.00115985 10.875 11.125 619078
11.25 0.0115207 0.152527 -0.00576855 11.125 11.375 363955
11.50 0.0254338 0.159902 -0.00961755 11.375 11.625 213653
11.75 0.0642989 0.162642 -0.0125071 11.625 11.875 124761
12.00 0.164636 0.169378 -0.00573389 11.875 12.125 72560
12.25 0.324634 0.144413 0.00102666 12.125 12.375 41767
12.50 0.417286 0.137574 0.0168244 12.375 12.625 23684
12.75 0.376227 0.177938 0.018716 12.625 12.875 13553
13.00 0.292752 0.175273 0.0256498 12.875 13.125 7450
13.25 0.235688 0.156743 0.0331186 13.125 13.375 4035
13.50 0.212512 0.124964 0.0307371 13.375 13.625 2094
13.75 0.188751 0.105815 0.0377897 13.625 13.875 1049
14.00 0.189583 0.0979167 0.0541667 13.875 14.125 480
14.25 0.183099 0.084507 0.0456578 14.125 14.375 213
14.50 0.137255 0.0392157 0.0588235 14.375 14.625 51
14.75 0.125 0.125 0.0625 14.625 14.875 16
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
