#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 312057
9.00 0 0 0 8.875 9.125 488555
9.25 0 0 0 9.125 9.375 1.36056e+06
9.50 3.73613e-07 1.86806e-06 3.73613e-07 9.375 9.625 2.67657e+06
9.75 1.06892e-06 4.27563e-06 1.06892e-06 9.625 9.875 2.80656e+06
10.00 4.29959e-06 1.72288e-05 4.29959e-06 9.875 10.125 1.86064e+06
10.25 3.01214e-06 7.03433e-05 2.0092e-06 10.125 10.375 995971
10.50 4.18255e-06 0.000213208 4.18255e-06 10.375 10.625 478177
10.75 4.10691e-05 0.000451645 4.10691e-05 10.625 10.875 219143
11.00 1.05431e-05 0.000768913 1.05431e-05 10.875 11.125 94849
11.25 0.000104531 0.00117628 0.000104531 11.125 11.375 38266
11.50 0.000282087 0.00148096 0.000282087 11.375 11.625 14180
11.75 0.000433276 0.00151646 0.000433276 11.625 11.875 4616
12.00 0 0.0014782 0 11.875 12.125 1355
12.25 0 0.00318471 0 12.125 12.375 314
12.50 0.0147059 -0.0147059 0.0147059 12.375 12.625 68
12.75 0 0 0 12.625 12.875 10
13.00 0 0 0 12.875 13.125 1
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
