#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000173144 0 8.625 8.875 98184
9.00 0 0.00138294 0 8.875 9.125 167036
9.25 0 0.00706981 0 9.125 9.375 676680
9.50 3.80916e-05 0.0259277 3.67781e-05 9.375 9.625 2.28397e+06
9.75 0.000169168 0.0486483 0.000162481 9.625 9.875 4.48667e+06
10.00 0.000266062 0.0575462 0.000256144 9.875 10.125 4.13437e+06
10.25 0.000638751 0.0624461 0.000616396 10.125 10.375 2.73502e+06
10.50 0.00124352 0.0621773 0.00121018 10.375 10.625 1.70805e+06
10.75 0.00226866 0.0645709 0.00214457 10.625 10.875 1.02439e+06
11.00 0.0043988 0.0726205 0.00402656 10.875 11.125 566063
11.25 0.00891844 0.0823788 0.00756527 11.125 11.375 308462
11.50 0.0164113 0.0908985 0.0126469 11.375 11.625 166836
11.75 0.0308469 0.108029 0.0214043 11.625 11.875 88923
12.00 0.0536289 0.113757 0.0319077 11.875 12.125 46020
12.25 0.0788668 0.11035 0.034431 12.125 12.375 23191
12.50 0.100528 0.1016 0.0377591 12.375 12.625 11181
12.75 0.103797 0.10918 0.0398972 12.625 12.875 5135
13.00 0.113048 0.0952465 0.0487754 12.875 13.125 2123
13.25 0.0872236 0.0997383 0.034398 13.125 13.375 814
13.50 0.0772059 0.100572 0.0404412 13.375 13.625 272
13.75 0.0833333 0.0972222 0.0277778 13.625 13.875 72
14.00 0 0 0 13.875 14.125 7
14.25 0 1 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
