#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000333189 0 8.625 8.875 81035
9.00 0 0.00247639 0 8.875 9.125 140931
9.25 0 0.0104024 0 9.125 9.375 590345
9.50 2.64785e-05 0.031768 2.50343e-05 9.375 9.625 2.07715e+06
9.75 0.000140847 0.0581237 0.00013082 9.625 9.875 4.28834e+06
10.00 0.000222016 0.0642457 0.000207152 9.875 10.125 4.17086e+06
10.25 0.000533009 0.0736232 0.000512151 10.125 10.375 2.78607e+06
10.50 0.00106128 0.0715317 0.00103312 10.375 10.625 1.73847e+06
10.75 0.00188534 0.0703879 0.0017739 10.625 10.875 1.05552e+06
11.00 0.00383337 0.0789511 0.003431 10.875 11.125 590603
11.25 0.00827549 0.0922346 0.00695052 11.125 11.375 324452
11.50 0.0165464 0.100445 0.0121715 11.375 11.625 178226
11.75 0.0324997 0.120384 0.0201228 11.625 11.875 96370
12.00 0.0608563 0.125267 0.0314042 11.875 12.125 51104
12.25 0.0945905 0.124187 0.0373187 12.125 12.375 26176
12.50 0.116355 0.107602 0.0357488 12.375 12.625 13201
12.75 0.123902 0.122925 0.0386992 12.625 12.875 6150
13.00 0.112305 0.114426 0.0407444 12.875 13.125 2698
13.25 0.0957543 0.100626 0.037037 13.125 13.375 1107
13.50 0.08933 0.101737 0.0394547 13.375 13.625 403
13.75 0.0833333 0.1 0.0333333 13.625 13.875 120
14.00 0.05 0.05 0.05 13.875 14.125 20
14.25 0 0.333333 0 14.125 14.375 3
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
