#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.000709019 0.00414776 0.000709019 8.625 8.875 28208
9.00 0.00180857 0.0150714 0.00180857 8.875 9.125 49763
9.25 0.0035219 0.0360497 0.00351766 9.125 9.375 235952
9.50 0.00253322 0.0728799 0.00249083 9.375 9.625 896489
9.75 0.00238305 0.134646 0.0018915 9.625 9.875 2.54506e+06
10.00 0.00213984 0.159269 0.00124021 9.875 10.125 3.66055e+06
10.25 0.00173475 0.161789 0.00110125 10.125 10.375 2.64187e+06
10.50 0.00150406 0.146294 0.000921861 10.375 10.625 1.66084e+06
10.75 0.00165526 0.136445 0.000516808 10.625 10.875 1.03126e+06
11.00 0.00231331 0.135788 -0.000397874 10.875 11.125 631131
11.25 0.00446144 0.142581 -0.00250325 11.125 11.375 366922
11.50 0.0119762 0.154436 -0.00597537 11.375 11.625 214174
11.75 0.0376908 0.158578 -0.0090878 11.625 11.875 123956
12.00 0.118262 0.167194 -0.00498201 11.875 12.125 71612
12.25 0.253387 0.147018 0.00426809 12.125 12.375 41040
12.50 0.329521 0.144397 0.0144929 12.375 12.625 22909
12.75 0.284336 0.172411 0.0150277 12.625 12.875 12851
13.00 0.224045 0.165798 0.0215687 12.875 13.125 7012
13.25 0.20503 0.129864 0.0337427 13.125 13.375 3658
13.50 0.188649 0.108693 0.0378076 13.375 13.625 1850
13.75 0.172338 0.0936663 0.0431621 13.625 13.875 911
14.00 0.170157 0.0968586 0.0549738 13.875 14.125 382
14.25 0.171053 0.0460526 0.0526316 14.125 14.375 152
14.50 0.16129 0 0.129032 14.375 14.625 31
14.75 0 0.25 0 14.625 14.875 8
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
