#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000135798 0 8.625 8.875 147278
9.00 0 0.000913343 0 8.875 9.125 243063
9.25 4.40966e-06 0.00430823 4.40966e-06 9.125 9.375 907100
9.50 8.08379e-05 0.015998 7.97552e-05 9.375 9.625 2.77098e+06
9.75 0.000302181 0.0288671 0.000293862 9.625 9.875 4.80838e+06
10.00 0.000426896 0.0358544 0.000413496 9.875 10.125 3.95647e+06
10.25 0.000994128 0.0431241 0.00096349 10.125 10.375 2.52784e+06
10.50 0.00187315 0.0455045 0.00180871 10.375 10.625 1.56581e+06
10.75 0.00305637 0.0500035 0.00288004 10.625 10.875 899107
11.00 0.00505412 0.0538128 0.00456051 10.875 11.125 483368
11.25 0.00865122 0.0618516 0.00741448 11.125 11.375 255224
11.50 0.0146784 0.073179 0.0117749 11.375 11.625 131690
11.75 0.0241122 0.0802542 0.0177538 11.625 11.875 66937
12.00 0.038716 0.0870611 0.0263014 11.875 12.125 32648
12.25 0.0562089 0.08717 0.0317636 12.125 12.375 15051
12.50 0.0690789 0.0853339 0.0333486 12.375 12.625 6688
12.75 0.0854669 0.0756171 0.0414157 12.625 12.875 2656
13.00 0.0602911 0.0935551 0.0237947 12.875 13.125 962
13.25 0.0730159 0.0698413 0.0412698 13.125 13.375 315
13.50 0.1 0.0714286 0.0428571 13.375 13.625 70
13.75 0 0.111111 0 13.625 13.875 9
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
