#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00223239 0.00368345 0.00223239 8.625 8.875 26877
9.00 0.00617849 0.0159767 0.00617849 8.875 9.125 48070
9.25 0.0103372 0.0362486 0.0103328 9.125 9.375 226850
9.50 0.00859335 0.0743834 0.00853846 9.375 9.625 838090
9.75 0.0085032 0.147803 0.00777194 9.625 9.875 2.34935e+06
10.00 0.00769726 0.174753 0.0063195 9.875 10.125 3.5384e+06
10.25 0.00615375 0.170798 0.0044062 10.125 10.375 2.58574e+06
10.50 0.00497169 0.158144 0.00326715 10.375 10.625 1.63084e+06
10.75 0.00469775 0.144209 0.00176322 10.625 10.875 1.01325e+06
11.00 0.0055604 0.141896 -0.000321727 10.875 11.125 622977
11.25 0.00847172 0.148835 -0.00456835 11.125 11.375 364979
11.50 0.0199178 0.160543 -0.00870408 11.375 11.625 213829
11.75 0.054332 0.16048 -0.0124244 11.625 11.875 124457
12.00 0.148957 0.171547 -0.0045144 11.875 12.125 72343
12.25 0.302981 0.142853 9.8139e-05 12.125 12.375 41699
12.50 0.389737 0.140242 0.0184664 12.375 12.625 23462
12.75 0.347758 0.178037 0.0162194 12.625 12.875 13334
13.00 0.27112 0.168485 0.0282449 12.875 13.125 7351
13.25 0.223512 0.151234 0.028962 13.125 13.375 3964
13.50 0.202208 0.118156 0.0332369 13.375 13.625 1993
13.75 0.180407 0.105723 0.0375502 13.625 13.875 1031
14.00 0.185841 0.106195 0.0597345 13.875 14.125 452
14.25 0.171875 0.0572917 0.046875 14.125 14.375 192
14.50 0.15 0.05 0.1 14.375 14.625 40
14.75 0.133333 0.133333 0.0666667 14.625 14.875 15
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
