#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00613344 0.00624042 0.00606212 8.625 8.875 28043
9.00 0.0203016 0.0185408 0.020198 8.875 9.125 48272
9.25 0.0366368 0.0419413 0.0364629 9.125 9.375 218496
9.50 0.0371912 0.0766013 0.0366549 9.375 9.625 758943
9.75 0.03768 0.147509 0.035239 9.625 9.875 2.06882e+06
10.00 0.0349833 0.177775 0.0300795 9.875 10.125 3.24715e+06
10.25 0.0291869 0.164964 0.0196259 10.125 10.375 2.45654e+06
10.50 0.0244729 0.166939 0.0123247 10.375 10.625 1.56336e+06
10.75 0.0236101 0.150957 0.00392856 10.625 10.875 972254
11.00 0.0287552 0.143154 -0.00328346 10.875 11.125 601421
11.25 0.0420126 0.149596 -0.00865201 11.125 11.375 358297
11.50 0.0724 0.153748 -0.0095021 11.375 11.625 211616
11.75 0.132792 0.158455 -0.00727211 11.625 11.875 124706
12.00 0.249973 0.157591 -0.000586763 11.875 12.125 72748
12.25 0.418613 0.142551 0.000340074 12.125 12.375 42249
12.50 0.529688 0.128304 0.0157219 12.375 12.625 24454
12.75 0.510822 0.161637 0.0242678 12.625 12.875 14046
13.00 0.416931 0.18348 0.0384975 12.875 13.125 7879
13.25 0.33341 0.17704 0.0362301 13.125 13.375 4367
13.50 0.271215 0.168153 0.0297906 13.375 13.625 2345
13.75 0.219917 0.157694 0.0215907 13.625 13.875 1205
14.00 0.202797 0.124698 0.0428675 13.875 14.125 572
14.25 0.192727 0.100313 0.0545454 14.125 14.375 275
14.50 0.202381 0.0833333 0.047619 14.375 14.625 84
14.75 0.15625 0.0625 0.0625 14.625 14.875 32
15.00 0 0.333333 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
