#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.0165088 0.00938691 0.0138952 8.625 8.875 45915
9.00 0.0472094 0.0241171 0.0382467 8.875 9.125 69287
9.25 0.0775822 0.0519708 0.066438 9.125 9.375 271441
9.50 0.0785266 0.0837214 0.0642858 9.375 9.625 776361
9.75 0.085336 0.138937 0.0602287 9.625 9.875 1.94406e+06
10.00 0.0870607 0.177302 0.0454659 9.875 10.125 3.03344e+06
10.25 0.0821634 0.172587 0.0258051 10.125 10.375 2.34455e+06
10.50 0.0797368 0.153987 0.0180899 10.375 10.625 1.50204e+06
10.75 0.0855855 0.136723 0.00680631 10.625 10.875 934761
11.00 0.101117 0.141149 0.000630707 10.875 11.125 578429
11.25 0.129479 0.139265 -0.0030295 11.125 11.375 349152
11.50 0.179336 0.147398 -0.000209764 11.375 11.625 207951
11.75 0.254904 0.149234 0.0042406 11.625 11.875 123313
12.00 0.371496 0.147729 0.00627181 11.875 12.125 72453
12.25 0.524444 0.132388 0.00497091 12.125 12.375 42300
12.50 0.640615 0.113517 0.0208128 12.375 12.625 24848
12.75 0.645872 0.128663 0.0375242 12.625 12.875 14475
13.00 0.568503 0.156914 0.0522714 12.875 13.125 8204
13.25 0.491355 0.15792 0.0640044 13.125 13.375 4569
13.50 0.40207 0.165885 0.0624026 13.375 13.625 2512
13.75 0.322651 0.164603 0.0466867 13.625 13.875 1373
14.00 0.254438 0.14645 0.0538479 13.875 14.125 676
14.25 0.245562 0.127219 0.0591716 14.125 14.375 338
14.50 0.21374 0.109336 0.0534351 14.375 14.625 131
14.75 0.186441 0.0847458 0.0338983 14.625 14.875 59
15.00 0.166667 0.166667 0 14.875 15.125 6
15.25 0 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
