#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00391091 0.005736 0.00391091 8.625 8.875 26848
9.00 0.0148361 0.0178376 0.0148147 8.875 9.125 46643
9.25 0.0272217 0.0378785 0.0271938 9.125 9.375 215637
9.50 0.0279945 0.0773741 0.0278414 9.375 9.625 770400
9.75 0.0275574 0.146208 0.026043 9.625 9.875 2.12687e+06
10.00 0.0250611 0.170989 0.0223517 9.875 10.125 3.32778e+06
10.25 0.0209046 0.170441 0.0156282 10.125 10.375 2.49266e+06
10.50 0.0169289 0.161952 0.0105169 10.375 10.625 1.58185e+06
10.75 0.0158328 0.150148 0.00424544 10.625 10.875 983401
11.00 0.0187624 0.145579 -0.00257114 10.875 11.125 607437
11.25 0.028007 0.151928 -0.00732371 11.125 11.375 360695
11.50 0.0515071 0.156627 -0.00990353 11.375 11.625 212495
11.75 0.104886 0.16434 -0.00988266 11.625 11.875 124764
12.00 0.219278 0.159854 -0.00389108 11.875 12.125 72748
12.25 0.386887 0.143215 -4.75347e-05 12.125 12.375 42188
12.50 0.494042 0.132486 0.0145859 12.375 12.625 24253
12.75 0.460279 0.168369 0.0166095 12.625 12.875 13859
13.00 0.373304 0.182827 0.034896 12.875 13.125 7814
13.25 0.294325 0.171319 0.0317126 13.125 13.375 4264
13.50 0.235268 0.155649 0.025336 13.375 13.625 2274
13.75 0.206239 0.140115 0.0277296 13.625 13.875 1154
14.00 0.192164 0.110248 0.0463698 13.875 14.125 536
14.25 0.2 0.088 0.052 14.125 14.375 250
14.50 0.166667 0.0694444 0.0416667 14.375 14.625 72
14.75 0.153846 0.0769231 0.0769231 14.625 14.875 26
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
