#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000147288 0 8.625 8.875 101841
9.00 0 0.00129754 0 8.875 9.125 172634
9.25 1.43705e-06 0.00673402 1.43705e-06 9.125 9.375 695870
9.50 4.21082e-05 0.0251562 4.08192e-05 9.375 9.625 2.32734e+06
9.75 0.000175514 0.0470094 0.000168882 9.625 9.875 4.52386e+06
10.00 0.00027614 0.0553879 0.000266198 9.875 10.125 4.12472e+06
10.25 0.000660677 0.0604763 0.000640017 10.125 10.375 2.72145e+06
10.50 0.00129709 0.0602842 0.00126241 10.375 10.625 1.69996e+06
10.75 0.00234507 0.0634997 0.00221412 10.625 10.875 1.0166e+06
11.00 0.00453265 0.0710426 0.00416641 10.875 11.125 560158
11.25 0.00904253 0.080594 0.00773605 11.125 11.375 304782
11.50 0.0164034 0.0892501 0.0126369 11.375 11.625 164051
11.75 0.030458 0.1054 0.0215766 11.625 11.875 87235
12.00 0.0525288 0.110487 0.0315403 11.875 12.125 45061
12.25 0.076964 0.10794 0.0349722 12.125 12.375 22543
12.50 0.0994716 0.10051 0.0376389 12.375 12.625 10787
12.75 0.103209 0.105508 0.0400162 12.625 12.875 4893
13.00 0.111663 0.0968777 0.048139 12.875 13.125 2015
13.25 0.0790514 0.0950911 0.030303 13.125 13.375 759
13.50 0.0722892 0.0970657 0.0359988 13.375 13.625 249
13.75 0.0983607 0.0819672 0.0491803 13.625 13.875 61
14.00 0 0 0 13.875 14.125 6
14.25 0 1 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
