#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000123551 0 8.625 8.875 137595
9.00 0 0.00101489 0 8.875 9.125 227611
9.25 2.31689e-06 0.00473341 2.31689e-06 9.125 9.375 863226
9.50 6.78899e-05 0.0179961 6.67709e-05 9.375 9.625 2.68081e+06
9.75 0.000275492 0.0323818 0.000266686 9.625 9.875 4.76965e+06
10.00 0.000383812 0.0395923 0.000371057 9.875 10.125 3.99935e+06
10.25 0.000927467 0.0466878 0.000899765 10.125 10.375 2.57691e+06
10.50 0.00177247 0.0488781 0.00171755 10.375 10.625 1.60116e+06
10.75 0.00297566 0.0531311 0.00281528 10.625 10.875 928197
11.00 0.0051232 0.0575851 0.00465716 10.875 11.125 502420
11.25 0.00902915 0.0653149 0.00773548 11.125 11.375 266581
11.50 0.0150552 0.0771879 0.0122037 11.375 11.625 139487
11.75 0.0256155 0.0848364 0.0187943 11.625 11.875 71363
12.00 0.0413396 0.092311 0.0279134 11.875 12.125 35293
12.25 0.0602901 0.0902012 0.0319446 12.125 12.375 16686
12.50 0.0742162 0.0890086 0.0330732 12.375 12.625 7559
12.75 0.091354 0.0782481 0.0423984 12.625 12.875 3065
13.00 0.0671902 0.090015 0.0269804 12.875 13.125 1146
13.25 0.0737705 0.0765027 0.0382514 13.125 13.375 366
13.50 0.0849057 0.0593251 0.0468104 13.375 13.625 106
13.75 0.0526316 0.105263 0.0526316 13.625 13.875 19
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
