#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000133345 0 8.625 8.875 142488
9.00 0 0.000884986 0 8.875 9.125 235032
9.25 4.52017e-06 0.00443428 4.52017e-06 9.125 9.375 884923
9.50 7.29962e-05 0.0168515 7.18958e-05 9.375 9.625 2.72617e+06
9.75 0.000289158 0.0304622 0.000280389 9.625 9.875 4.78977e+06
10.00 0.000404038 0.0375279 0.00039122 9.875 10.125 3.97983e+06
10.25 0.000966484 0.044626 0.000936149 10.125 10.375 2.55255e+06
10.50 0.00183086 0.0469654 0.00176905 10.375 10.625 1.58395e+06
10.75 0.00300875 0.0512583 0.00284298 10.625 10.875 914000
11.00 0.0050692 0.0556852 0.00459145 10.875 11.125 493174
11.25 0.00892098 0.0638827 0.00768335 11.125 11.375 260958
11.50 0.0147693 0.0749298 0.0119145 11.375 11.625 135755
11.75 0.0248382 0.0810684 0.0182828 11.625 11.875 69208
12.00 0.0392636 0.088755 0.0266759 11.875 12.125 33950
12.25 0.0580156 0.0891429 0.0328039 12.125 12.375 15944
12.50 0.0696854 0.0857572 0.0344046 12.375 12.625 7089
12.75 0.0900806 0.0749509 0.0437811 12.625 12.875 2853
13.00 0.059044 0.0937207 0.0214501 12.875 13.125 1067
13.25 0.0738462 0.08 0.0369231 13.125 13.375 325
13.50 0.0927835 0.0618557 0.0612046 13.375 13.625 97
13.75 0 0.0833333 0 13.625 13.875 12
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
