#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00206961 0.00365005 0.00206961 8.625 8.875 26575
9.00 0.00616323 0.0161338 0.00616323 8.875 9.125 47540
9.25 0.0113325 0.0359086 0.0113325 9.125 9.375 225016
9.50 0.00973403 0.07389 0.00967742 9.375 9.625 830180
9.75 0.00976764 0.147906 0.00897477 9.625 9.875 2.32574e+06
10.00 0.00879051 0.173719 0.00740033 9.875 10.125 3.52118e+06
10.25 0.00706355 0.171444 0.00518854 10.125 10.375 2.57816e+06
10.50 0.00574082 0.159857 0.00363965 10.375 10.625 1.62642e+06
10.75 0.00530151 0.145216 0.0019558 10.625 10.875 1.01084e+06
11.00 0.00627614 0.142667 -0.000747473 10.875 11.125 621560
11.25 0.00937383 0.151199 -0.00513546 11.125 11.375 364739
11.50 0.0217261 0.160323 -0.00967151 11.375 11.625 213752
11.75 0.0575259 0.161973 -0.0137227 11.625 11.875 124570
12.00 0.154263 0.170901 -0.00458023 11.875 12.125 72396
12.25 0.310703 0.143768 0.00080049 12.125 12.375 41744
12.50 0.398954 0.139165 0.0162787 12.375 12.625 23524
12.75 0.35811 0.176877 0.0160107 12.625 12.875 13440
13.00 0.278689 0.171647 0.0271762 12.875 13.125 7381
13.25 0.229266 0.150315 0.0332267 13.125 13.375 3991
13.50 0.207269 0.11994 0.032658 13.375 13.625 2036
13.75 0.179537 0.107143 0.0347359 13.625 13.875 1036
14.00 0.193407 0.0992763 0.0599274 13.875 14.125 455
14.25 0.172414 0.0689655 0.044335 14.125 14.375 203
14.50 0.139535 0.0465116 0.0930233 14.375 14.625 43
14.75 0.133333 0.133333 0.0666667 14.625 14.875 15
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
