#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0.00346838 0.00461181 0.00346838 8.625 8.875 26237
9.00 0.0117632 0.0167615 0.0117416 8.875 9.125 46416
9.25 0.0222098 0.0359328 0.0222006 9.125 9.375 216571
9.50 0.0224324 0.0769034 0.0223428 9.375 9.625 781682
9.75 0.0221456 0.146818 0.0209223 9.625 9.875 2.16946e+06
10.00 0.0200858 0.17396 0.0175031 9.875 10.125 3.37989e+06
10.25 0.0167023 0.175843 0.0135649 10.125 10.375 2.51558e+06
10.50 0.0133995 0.156083 0.00841837 10.375 10.625 1.59327e+06
10.75 0.0121604 0.15001 0.00375477 10.625 10.875 990591
11.00 0.0143551 0.148244 -0.00187593 10.875 11.125 611142
11.25 0.0213802 0.154457 -0.00640657 11.125 11.375 362110
11.50 0.0413536 0.159158 -0.0104706 11.375 11.625 212968
11.75 0.0901545 0.166378 -0.0123687 11.625 11.875 124808
12.00 0.202968 0.161208 -0.00456606 11.875 12.125 72780
12.25 0.367992 0.142916 0.00171477 12.125 12.375 42039
12.50 0.469444 0.137307 0.0140089 12.375 12.625 24120
12.75 0.433627 0.173602 0.0150772 12.625 12.875 13733
13.00 0.342116 0.187089 0.0281483 12.875 13.125 7705
13.25 0.273963 0.170294 0.0326584 13.125 13.375 4194
13.50 0.226637 0.141258 0.0282633 13.375 13.625 2215
13.75 0.196634 0.125549 0.0329174 13.625 13.875 1129
14.00 0.191939 0.103647 0.0518234 13.875 14.125 521
14.25 0.200855 0.0811966 0.051282 14.125 14.375 234
14.50 0.180328 0.0491803 0.0655738 14.375 14.625 61
14.75 0.16 0.08 0.08 14.625 14.875 25
15.00 0 0.5 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
