#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 303854
9.00 0 0 0 8.875 9.125 482128
9.25 0 2.16459e-06 0 9.125 9.375 1.38594e+06
9.50 7.07881e-07 9.20246e-06 7.07881e-07 9.375 9.625 2.82533e+06
9.75 3.6236e-06 3.29413e-05 3.6236e-06 9.625 9.875 3.03566e+06
10.00 1.46762e-05 0.000107653 1.41866e-05 9.875 10.125 2.04412e+06
10.25 1.99556e-05 0.000324552 1.81282e-05 10.125 10.375 1.10244e+06
10.50 3.53439e-05 0.000708361 3.53439e-05 10.375 10.625 537575
10.75 7.18887e-05 0.00124568 7.18887e-05 10.625 10.875 250387
11.00 8.11989e-05 0.00172293 8.11989e-05 10.875 11.125 110839
11.25 0.000219048 0.00258569 0.000219048 11.125 11.375 45652
11.50 0.000400435 0.00297582 0.000400435 11.375 11.625 17481
11.75 0.000500751 0.00300626 0.000500751 11.625 11.875 5991
12.00 0 0.00450958 0 11.875 12.125 1773
12.25 0 0.00656455 0 12.125 12.375 457
12.50 0.00934579 -0.00934579 0.00934579 12.375 12.625 107
12.75 0 0 0 12.625 12.875 16
13.00 0 0 0 12.875 13.125 3
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
