#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 1.96836e-05 0 8.625 8.875 203215
9.00 9.24873e-06 0.000163394 9.24873e-06 8.875 9.125 324369
9.25 1.32936e-05 0.00103069 1.32936e-05 9.125 9.375 1.12837e+06
9.50 0.000127778 0.00424415 0.000124692 9.375 9.625 3.23999e+06
9.75 0.000342642 0.00841422 0.000334836 9.625 9.875 4.73963e+06
10.00 0.000498408 0.0128228 0.000486962 9.875 10.125 3.58341e+06
10.25 0.00109165 0.018785 0.00104508 10.125 10.375 2.16460e+06
10.50 0.00157189 0.0223092 0.00150063 10.375 10.625 1.2609e+06
10.75 0.00212807 0.0252169 0.00199474 10.625 10.875 674791
11.00 0.00302496 0.0288756 0.00276771 10.875 11.125 347443
11.25 0.00475802 0.0333382 0.00431321 11.125 11.375 172971
11.50 0.00777033 0.0372147 0.00694184 11.375 11.625 82622
11.75 0.011803 0.0423784 0.0101103 11.625 11.875 38380
12.00 0.0164152 0.0416786 0.0127762 11.875 12.125 16570
12.25 0.021171 0.0473162 0.0143097 12.125 12.375 6849
12.50 0.0261464 0.0406275 0.0172969 12.375 12.625 2486
12.75 0.0250329 0.0447958 0.0144928 12.625 12.875 759
13.00 0.0305677 0.0174673 0.0218341 12.875 13.125 229
13.25 0.0232558 0.0465116 0.0232558 13.125 13.375 43
13.50 0 0 0 13.375 13.625 5
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
