#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.6
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 50.7737 2.50111 0.122032 42.8907 3.32082 0.459278 58.385 1.03639 0.683689
0.0231134 47.9293 2.48083 0.0943451 38.7795 3.65134 0.244789 56.7636 0.69696 0.958061
0.0308222 43.1819 2.25881 0.0917549 34.26 3.18402 0.218735 51.7962 0.636486 0.864761
0.0411021 37.7501 1.864 0.11475 29.1918 2.85315 0.196846 46.0133 0.385777 0.975033
0.0548105 32.1419 1.65018 0.0854149 23.997 2.55331 0.186043 40.0059 0.242989 0.992569
0.073091 27.0486 1.36393 0.0996132 19.6347 2.08693 0.17664 34.207 0.221142 0.882263
0.0974684 22.4026 1.08957 0.108259 15.7566 1.67536 0.17129 28.8195 0.141653 0.840147
0.129976 18.2943 0.835636 0.0964127 12.4724 1.31022 0.171829 23.9154 0.11413 0.754868
0.173326 14.7268 0.646929 0.0792742 9.72567 0.997144 0.151257 19.5554 0.124651 0.684862
0.231134 11.7997 0.508184 0.0825386 7.52999 0.73435 0.11542 15.9222 0.138255 0.599102
0.308222 9.39884 0.404412 0.0894785 5.80304 0.571966 0.0847659 12.8707 0.106453 0.506238
0.411021 7.43897 0.321537 0.0717177 4.44066 0.410137 0.0798292 10.3339 0.0934229 0.418792
0.548105 5.93391 0.236993 0.0680032 3.46008 0.261522 0.0796933 8.32245 0.0899172 0.355881
0.73091 4.68841 0.182227 0.0504627 2.64717 0.193371 0.0703356 6.65927 0.0754995 0.286772
0.974684 3.66342 0.144029 0.0407486 2.03844 0.165572 0.0493062 5.23236 0.0656967 0.227288
1.29976 2.85433 0.105207 0.030369 1.62462 0.125233 0.0428743 4.04162 0.0579252 0.173599
1.73326 2.20489 0.0738647 0.0291665 1.29588 0.0816997 0.0465 3.08257 0.0471108 0.133607
2.31134 1.63638 0.0484598 0.0220572 0.990813 0.0671071 0.0328211 2.25969 0.0266891 0.100566
3.08222 1.19519 0.0351893 0.0133829 0.764964 0.0435872 0.0265514 1.61058 0.0212042 0.0611006
4.11021 0.871672 0.0267555 0.00724488 0.593177 0.0284628 0.018634 1.14056 0.0197995 0.0333095
5.48105 0.666007 0.0199237 0.00554395 0.471826 0.0249551 0.012944 0.85349 0.0126287 0.0252721
7.3091 0.524049 0.0154032 0.0064531 0.394471 0.0231739 0.00882065 0.649161 0.00523603 0.0192868
9.74684 0.432648 0.0117455 0.00304562 0.33777 0.0138311 0.00698549 0.524257 0.00581199 0.0110335
