#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.6
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 98.6113 5.60593 -1.09427 88.5709 5.91659 2.14777 105.194 6.60203 -0.238747
0.0231134 88.8013 4.6721 -0.684608 77.7739 5.59471 2.13708 96.0313 5.55828 0.275009
0.0308222 76.8817 4.03202 -0.432541 66.5598 4.9552 2.14817 83.6493 4.8223 0.524971
0.0411021 65.2329 3.19904 -0.110847 55.3818 4.31931 2.08555 71.6917 3.66096 0.797935
0.0548105 54.0965 2.46455 0.10638 45.045 3.68102 1.98031 60.0311 2.74666 0.966194
0.073091 44.3681 1.82503 0.328339 35.9702 3.15522 1.80099 49.8742 1.85452 1.32226
0.0974684 35.8042 1.37628 0.412968 28.4002 2.47001 1.68864 40.6585 1.21723 1.31018
0.129976 28.5667 0.922104 0.53603 22.0033 1.92328 1.52801 32.87 0.689102 1.38542
0.173326 22.5452 0.564569 0.546474 16.8232 1.486 1.32034 26.2968 0.381559 1.30097
0.231134 17.7823 0.303019 0.57888 12.8452 1.08208 1.10375 21.0192 0.130379 1.22106
0.308222 14.0012 0.151748 0.562098 9.74719 0.69978 0.908138 16.7903 0.0334435 1.07875
0.411021 11.0797 0.0481434 0.506836 7.35959 0.469408 0.718151 13.5187 -0.0868521 0.925712
0.548105 8.83405 -0.0046463 0.453188 5.58094 0.307466 0.542029 10.9669 -0.15837 0.808406
0.73091 7.12231 -0.0352988 0.383704 4.34383 0.19152 0.412076 8.94402 -0.179298 0.689891
0.974684 5.7341 -0.0380983 0.311504 3.47692 0.103855 0.364357 7.21401 -0.118398 0.523343
1.29976 4.58518 -0.0367002 0.248993 2.78336 0.0301371 0.291564 5.76653 -0.0838485 0.403758
1.73326 3.6262 -0.0311568 0.194478 2.23432 0.00364256 0.249598 4.53879 -0.0304146 0.304593
2.31134 2.77699 -0.0216627 0.134875 1.76373 -0.0245367 0.189419 3.44133 -0.0105357 0.218615
3.08222 2.06516 -0.0171919 0.0970542 1.36613 -0.0265427 0.150515 2.52347 -0.0069015 0.151372
4.11021 1.51456 -0.00849438 0.0650349 1.04964 -0.0207521 0.102772 1.81937 0.00761592 0.0972134
5.48105 1.07117 -0.00106394 0.0380659 0.781976 -0.0178578 0.0726019 1.26077 0.0141549 0.0526637
7.3091 0.839465 -0.000604808 0.0264335 0.634096 -0.00198698 0.0448196 0.974114 0.00609815 0.0406603
9.74684 0.643829 -0.00365818 0.0201226 0.510381 -0.00435543 0.034226 0.731326 0.00236905 0.0296785
