#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.2
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 75.5515 3.12543 -0.514641 68.0801 3.20937 2.10072 82.4761 5.093 -0.21611
0.0231134 67.0592 2.64439 -0.358124 59.0975 2.91795 2.09067 74.4381 4.35661 0
0.0308222 57.1948 2.03492 -0.0863457 49.8092 2.47797 2.08531 64.0399 3.40732 0.249798
0.0411021 47.7995 1.51205 0.142715 40.9375 2.16964 1.84991 54.1594 2.47755 0.531578
0.0548105 39.0929 1.05174 0.324917 32.8244 1.73829 1.7381 44.9026 1.89181 0.746666
0.073091 31.6363 0.673243 0.436918 25.8796 1.41928 1.57785 36.9718 1.23997 0.984634
0.0974684 25.3162 0.418652 0.533148 20.2533 1.0718 1.38076 30.0087 0.740297 1.01048
0.129976 20.071 0.186255 0.587687 15.6115 0.768723 1.22954 24.2041 0.356583 1.05286
0.173326 15.8787 0.0658903 0.572707 11.9614 0.54353 1.02037 19.5094 0.100113 1.00769
0.231134 12.6159 -0.0401173 0.534573 9.16539 0.34929 0.833053 15.814 -0.0868759 0.929823
0.308222 10.0998 -0.0942307 0.508384 7.03419 0.200666 0.654678 12.9411 -0.196071 0.847291
0.411021 8.21072 -0.118772 0.464382 5.47237 0.131436 0.56478 10.7487 -0.21303 0.741362
0.548105 6.77873 -0.122357 0.389766 4.32636 0.0856514 0.403456 9.05163 -0.192525 0.612462
0.73091 5.68886 -0.098134 0.337514 3.52881 0.0441895 0.325886 7.69083 -0.167571 0.513087
0.974684 4.80041 -0.081676 0.279784 2.96992 0.0120256 0.300494 6.49694 -0.119048 0.411098
1.29976 3.99449 -0.0655627 0.227853 2.48069 -0.00522542 0.261244 5.39752 -0.080987 0.326845
1.73326 3.23802 -0.0499725 0.173826 2.04756 -0.011811 0.21253 4.34136 -0.0415673 0.250235
2.31134 2.54538 -0.0330117 0.127922 1.65408 -0.0104389 0.160437 3.37146 -0.0124371 0.186604
3.08222 1.91783 -0.0217261 0.08876 1.28361 -0.00274408 0.117843 2.50564 0.00433803 0.124093
4.11021 1.42445 -0.0163361 0.0638425 0.996783 -0.00809598 0.0896934 1.82082 0.00372469 0.0803419
5.48105 1.02732 -0.00692785 0.0372851 0.761472 -0.00630593 0.0575742 1.27371 0.00818849 0.0468969
7.3091 0.803482 -0.00394815 0.0249969 0.628395 -0.00183737 0.0361748 0.965757 0.00495297 0.0315922
9.74684 0.620918 -0.00124282 0.0166427 0.504079 -0.000482976 0.0229321 0.729207 0.00342745 0.0199811
