#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>9.8
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 52.767 0.727547 0.542244 47.4385 1.41422 1.13069 60.0356 1.37996 1.579
0.0231134 46.6942 0.488667 0.540089 41.549 1.22829 1.11613 53.7127 1.21373 1.58258
0.0308222 39.7663 0.374886 0.445019 34.8423 1.04233 0.947247 46.4832 0.973602 1.39334
0.0411021 32.982 0.292458 0.414631 28.3229 0.90062 0.869297 39.3374 0.722084 1.28016
0.0548105 27.0395 0.203836 0.389223 22.7572 0.703056 0.720465 32.8809 0.583973 1.10762
0.073091 21.8269 0.153112 0.37751 17.9244 0.531113 0.598902 27.1503 0.480236 0.992586
0.0974684 17.4814 0.104864 0.352663 13.9845 0.417069 0.454723 22.2514 0.334055 0.852501
0.129976 13.9713 0.0539579 0.334637 10.85 0.3088 0.418962 18.229 0.245054 0.738594
0.173326 11.1808 0.0496588 0.321291 8.40096 0.216398 0.356839 14.9728 0.201829 0.600963
0.231134 9.03714 0.0483246 0.274284 6.54163 0.156784 0.288697 12.4413 0.140493 0.50595
0.308222 7.40421 0.0334978 0.240692 5.15392 0.0880146 0.239489 10.4738 0.130408 0.430695
0.411021 6.14424 0.0220695 0.214203 4.12272 0.0627532 0.222382 8.90179 0.141606 0.36488
0.548105 5.21661 0.0275292 0.184363 3.40382 0.0394046 0.183518 7.68943 0.136483 0.317609
0.73091 4.46503 0.0271988 0.163168 2.8915 0.0205355 0.178207 6.61147 0.143701 0.232682
0.974684 3.81483 0.0268478 0.129941 2.47686 0.0232215 0.170006 5.63996 0.145007 0.173809
1.29976 3.2255 0.0214269 0.10756 2.11281 0.0238371 0.153095 4.74333 0.137881 0.1421
1.73326 2.68403 0.0213897 0.0825887 1.78964 0.0267091 0.126263 3.90405 0.114763 0.116569
2.31134 2.14029 0.0195582 0.0625279 1.47375 0.0207542 0.0981855 3.04952 0.0952809 0.0837343
3.08222 1.62962 0.0164557 0.0456579 1.15555 0.015094 0.0733147 2.27627 0.0750329 0.0574949
4.11021 1.19973 0.0123379 0.0303113 0.880614 0.00941807 0.0470493 1.63504 0.0478244 0.0373353
5.48105 0.884001 0.00923312 0.0195523 0.68136 0.00560689 0.0318192 1.16041 0.0310981 0.0200913
7.3091 0.698252 0.00573218 0.013571 0.560072 0.00418186 0.0234159 0.886747 0.0245436 0.0150573
9.74684 0.546911 0.00340468 0.00935853 0.449707 0.00266916 0.0169283 0.679507 0.0168432 0.0103214
