#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.536560.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.83259 0.0488409 0.0552479 3.06323 0.0360587 0.0263207 0.617748 0.0128985 0.0239239 2.14173 0.0606041 0.0838931 3.32935 0.0569572 0.049974 0.668622 0.024474 0.0291365 2.154 0.0616853 0.0821495 3.3358 0.0398932 0.0634842 0.734515 0.026082 0.0428733 7.2 7.4 675413 31313 22612 8725
7.5 1.91791 0.0507222 0.0268879 3.15046 0.110417 0.0618439 0.65285 0.0241249 0.0167668 2.2858 0.0598168 0.0643013 3.43633 0.0734131 0.0537398 0.721972 0.0157309 0.0216374 2.28321 0.0356159 0.0469387 3.4579 0.0621078 0.0561652 0.765258 0.0114706 0.0137725 7.4 7.6 543495 28444 19908 7725
7.7 2.0429 0.0968106 0.102248 3.43793 0.237506 0.249289 0.712576 0.0345415 0.0308629 2.41426 0.0633891 0.0502059 3.61354 0.103707 0.117541 0.765493 0.0295506 0.0184389 2.40819 0.0764422 0.0585334 3.61074 0.107503 0.0928614 0.787716 0.0331455 0.0229558 7.6 7.8 443634 27408 18104 6603
7.9 2.2033 0.0906217 0.131363 3.92117 0.202927 0.375004 0.765531 0.0382752 0.0481097 2.53395 0.0771658 0.0684752 3.86349 0.192613 0.184661 0.823115 0.0325732 0.0287813 2.56903 0.0592399 0.0645394 3.84701 0.0973516 0.163178 0.878331 0.0392514 0.0344722 7.8 8 366903 26306 16570 6244
8.1 2.25823 0.0871756 0.116006 4.10562 0.12495 0.249746 0.817643 0.03838 0.0459696 2.61499 0.0534039 0.0688226 4.11754 0.144877 0.238392 0.855766 0.0284146 0.0309048 2.66205 0.0631022 0.0697935 3.98626 0.108924 0.132021 0.935194 0.0336238 0.0406741 8 8.2 299386 24462 14584 5243
8.3 2.21989 0.0696049 0.131368 4.04672 0.112657 0.206573 0.821331 0.0309724 0.0514616 2.62499 0.0579062 0.0628159 4.13584 0.166869 0.212495 0.894518 0.0316311 0.0348452 2.66516 0.0501699 0.0644548 4.02718 0.0880709 0.135017 0.930696 0.0277843 0.0338343 8.2 8.4 238240 21310 12478 4458
8.5 2.13446 0.0712821 0.114223 3.92716 0.101129 0.203901 0.785687 0.0290946 0.0471882 2.59033 0.054472 0.0625122 4.14989 0.12909 0.185164 0.901576 0.0231082 0.0313556 2.67729 0.051625 0.0752993 4.04764 0.0997458 0.161872 0.96428 0.0320616 0.0403925 8.4 8.6 187128 17980 10412 3694
8.7 2.04402 0.0667512 0.118055 3.79312 0.0972571 0.205992 0.720125 0.0296444 0.0425125 2.55931 0.0437932 0.0555589 4.10468 0.126767 0.205407 0.907772 0.0306115 0.0325933 2.6834 0.0584021 0.0802951 4.06773 0.108202 0.166329 0.916645 0.036148 0.0387127 8.6 8.8 144905 14793 8464 3084
8.9 1.95436 0.0743604 0.119484 3.66366 0.100158 0.228248 0.702776 0.022465 0.0348001 2.53926 0.0658422 0.0698369 4.1219 0.157592 0.228416 0.903553 0.0330698 0.0299166 2.65991 0.0473685 0.0721686 4.02257 0.0822001 0.120557 0.918364 0.0465183 0.0322994 8.8 9 113012 12061 7041 2410
9.1 1.90266 0.0827363 0.118261 3.52975 0.103148 0.162529 0.6469 0.0327028 0.0390301 2.49503 0.0528283 0.0639839 4.06419 0.140204 0.185631 0.90756 0.0328859 0.0288134 2.60671 0.0730484 0.0686715 4.03446 0.0998697 0.138764 0.896015 0.054547 0.0406584 9 9.2 88228 9232 5903 2041
