#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.617560.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.37744 0.0306764 0.0635529 3.88368 0.0191145 0.0341303 0.776907 0.0112562 0.027629 2.8409 0.0593061 0.110995 4.22687 0.0410628 0.0683222 0.847737 0.0232207 0.0330054 2.79844 0.0702116 0.112535 4.23596 0.0557332 0.0865254 0.903061 0.0253912 0.0474796 7.2 7.4 694350 29443 24031 12993
7.5 2.43375 0.0241826 0.0306561 3.92385 0.0415514 0.0199018 0.813451 0.0237917 0.0181577 2.95457 0.0443535 0.0491021 4.30691 0.0432162 0.0339098 0.893307 0.022193 0.0221311 2.94651 0.0423498 0.0472522 4.37461 0.049367 0.0536156 0.953735 0.0193484 0.0189548 7.4 7.6 563778 26526 21500 11533
7.7 2.46537 0.0451071 0.0361276 4.02191 0.148202 0.0945921 0.866574 0.0166095 0.0152812 3.08175 0.0524476 0.0381048 4.44269 0.101737 0.0780602 0.947296 0.022136 0.0199578 3.04773 0.0429411 0.0318732 4.47352 0.0612702 0.0401392 0.980176 0.0247275 0.0232699 7.6 7.8 458094 23860 18708 9932
7.9 2.58231 0.0979798 0.120032 4.37884 0.282982 0.334221 0.909885 0.0432495 0.0361361 3.17421 0.0634267 0.0423622 4.6489 0.124985 0.136695 0.996298 0.0306492 0.0176319 3.16261 0.0573602 0.0405645 4.63854 0.0720696 0.104406 1.04041 0.0366243 0.0244621 7.8 8 378238 22873 16961 8721
8.1 2.7485 0.0989497 0.178844 4.90564 0.189611 0.44799 0.981104 0.0437147 0.0630571 3.32224 0.0683057 0.0926187 4.9325 0.179455 0.220996 1.08504 0.0338956 0.0373322 3.35295 0.0590105 0.0826957 4.81281 0.0979137 0.129329 1.15046 0.0329249 0.0370382 8 8.2 311794 21842 15435 7773
8.3 2.75248 0.093498 0.135987 4.99396 0.134635 0.275925 1.00049 0.032919 0.0534307 3.37202 0.0642736 0.0799277 5.11425 0.151064 0.222693 1.12321 0.0350198 0.0377566 3.44854 0.0639393 0.0659494 4.95654 0.0993795 0.123006 1.20665 0.0476985 0.0423664 8.2 8.4 249904 19570 13282 6540
8.5 2.66753 0.102054 0.142769 4.85363 0.140431 0.255387 0.947186 0.0480326 0.0534689 3.31622 0.071909 0.0684843 5.11209 0.147614 0.207948 1.15313 0.0382241 0.038777 3.42437 0.0494196 0.0592782 4.95217 0.102043 0.117864 1.23726 0.0309383 0.038407 8.4 8.6 196357 16392 11215 5384
8.7 2.57665 0.0866878 0.156691 4.69584 0.155874 0.223357 0.924406 0.0363885 0.0511759 3.27425 0.0677052 0.0589361 5.10429 0.164395 0.21769 1.1229 0.0362556 0.0354146 3.42482 0.0677085 0.058928 4.99102 0.105764 0.130746 1.22139 0.0400419 0.0456771 8.6 8.8 153688 14025 9284 4380
8.9 2.43835 0.0954447 0.140906 4.48599 0.161042 0.206629 0.863302 0.0370845 0.0557691 3.26046 0.0752633 0.0662699 5.05278 0.157297 0.210622 1.13562 0.0320816 0.0337491 3.46415 0.0575707 0.068903 4.98442 0.0769072 0.11717 1.2179 0.0391734 0.0373907 8.8 9 121292 11609 7636 3647
9.1 2.38955 0.103132 0.170033 4.43141 0.116308 0.224337 0.838707 0.0459231 0.0575963 3.21428 0.079433 0.0700808 5.0573 0.164348 0.213798 1.17307 0.0415418 0.0440959 3.45392 0.0737243 0.0740402 5.02482 0.0788183 0.13849 1.21081 0.0367638 0.0390031 9 9.2 96766 9242 6408 3112
9.3 2.32864 0.108251 0.14255 4.31992 0.124333 0.207132 0.818441 0.0367482 0.0637485 3.16974 0.0841286 0.0788405 5.03753 0.152496 0.228291 1.1544 0.0466112 0.034572 3.44524 0.0813289 0.0868607 5.02054 0.108522 0.120193 1.25402 0.0439883 0.0431979 9.2 9.4 79532 7488 5577 2691
9.5 2.27744 0.110544 0.17332 4.21136 0.116052 0.213293 0.755768 0.0499731 0.050589 3.05605 0.0852349 0.0863719 4.88153 0.144324 0.184111 1.14234 0.0492744 0.0440363 3.4177 0.0655529 0.0730031 4.99158 0.082449 0.117081 1.17518 0.0636929 0.0574924 9.4 9.6 67595 5603 4899 2404
9.7 2.20358 0.117505 0.150676 4.11146 0.130191 0.201829 0.688401 0.0510232 0.0509744 2.94155 0.0872846 0.0811365 4.78148 0.156204 0.22397 1.08302 0.0392126 0.0389441 3.33452 0.0864255 0.065573 4.98623 0.112735 0.140828 1.11534 0.0625296 0.0624837 9.6 9.8 58656 4180 4493 2083
9.9 2.14896 0.147634 0.147568 4.15219 0.162108 0.231546 0.671458 0.0461245 0.0669304 2.78391 0.110435 0.0898774 4.604 0.176916 0.212779 1.02029 0.0490403 0.0539419 3.31126 0.0557203 0.081634 4.99908 0.0985665 0.166049 1.20149 0.0518676 0.0473373 9.8 10 54165 2883 4307 2076
10.1 2.16516 0.125174 0.149079 4.19373 0.133836 0.204262 0.586807 0.0556152 0.0751942 2.60953 0.0660586 0.0917161 4.40225 0.147878 0.182504 0.951176 0.0422725 0.0429776 3.21167 0.0671 0.0670555 4.91415 0.0997844 0.183552 1.11303 0.0516788 0.0355357 10 10.2 49960 1689 4115 1964
10.3 2.39428 0.17655 0.229301 4.45026 0.14043 0.180437 0.63432 0.0987394 0.119833 2.39627 0.0735314 0.0804598 4.22257 0.130463 0.20209 0.836525 0.0341179 0.0382225 3.02804 0.0706465 0.0647755 4.7018 0.122428 0.151597 1.04698 0.040964 0.0605809 10.2 10.4 47240 876 4051 1937
10.5 2.52113 0.188022 0.162022 4.73133 0.150712 0.151972 0.517538 0.10075 0.107299 2.14865 0.0708845 0.0823448 3.91575 0.124404 0.163485 0.789953 0.0277349 0.0293413 2.7827 0.0967965 0.0776179 4.56527 0.166189 0.151071 1.04074 0.0434918 0.0451224 10.4 10.6 42265 425 3773 1687
10.7 2.88269 0.435329 0.253979 4.8808 0.328419 0.115129 0.910794 0.28291 0.304668 2.05824 0.095778 0.101294 3.77789 0.129555 0.216938 0.722578 0.0343903 0.0393723 2.54317 0.0676367 0.0802784 4.32774 0.115839 0.131182 0.910405 0.037377 0.036476 10.6 10.8 33652 150 2874 1423
10.9 3.51316 0.34635 0.273698 5.23883 0.145471 0.338375 1.1414 1.13173 0.331494 1.8869 0.0672641 0.102602 3.52222 0.198186 0.234972 0.613878 0.0300683 0.0388374 2.44022 0.0732174 0.0901303 4.20656 0.172693 0.199674 0.873488 0.0384691 0.04456 10.8 11 21991 32 1697 1096
11.1 4.3103 0.436388 0.355787 6.45372 0.0294752 1.43112 3.04685 0.174446 0.454687 1.79419 0.085937 0.0922447 3.28813 0.226351 0.179036 0.573923 0.0564202 0.0426803 2.1273 0.0917084 0.0914297 3.97074 0.124112 0.227623 0.781667 0.0561227 0.0489767 11 11.2 11020 14 683 589
11.3 4.45746 0 0.521907 4.48241 0.547882 0.011591 4.43246 0 1.1949 1.73184 0.128876 0.175975 3.33522 0.169214 0.110018 0.636373 0.0612899 0.139555 2.19636 0.167825 0.29458 3.94939 0.173989 0.304864 0.724143 0.0841712 0.0653259 11.2 11.4 4062 2 167 207
11.5 3.93555 3.6304 0 3.96143 3.60452 0 3.90963 3.65633 0 1.20806 0.701929 0.749211 2.22615 2.26328 0.25622 0.426365 0.25016 0.267531 1.32555 0.296363 0.0759972 3.46042 0.425443 0.628075 0.479907 0.16122 0.159487 11.4 11.6 1035 1 12 61
11.7 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 7.19052 7.56596 0 7.16205 7.56596 0 7.219 1.20806 0.165818 0.624123 2.78115 0.484014 1.0447 0.299226 0.149599 0.0834358 11.6 11.8 207 0 0 11
11.9 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 1.45666 6.1093 1.37324 4.5437 3.02225 3.07194 1.42841 6.13754 1.40195 11.8 12 29 0 0 0
12.1 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 12 12.2 1 0 0 0
12.3 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 12.2 12.4 0 0 0 0
12.5 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 12.4 12.6 0 0 0 0
12.7 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 12.6 12.8 0 0 0 0
12.9 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 12.8 13 0 0 0 0
13.1 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 7.56596 0 0 13 13.2 0 0 0 0
