#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000005 0.000002 0.000007 0.000422 0.000763 0.000233 -0.000000 0.000004 0.000007 0.000091 0.000916 0.000320 -0.000427 0.000235 0.000771 -0.000091 0.000344 0.000940
9.300000 -0.000017 0.000007 0.000377 0.001521 0.131314 0.000669 -0.000001 0.000021 0.000020 0.000410 0.101027 0.000840 -0.001538 0.000676 0.131691 -0.000411 0.000877 0.101025
9.500000 -0.002649 0.002567 0.005303 0.217360 0.064487 0.111035 -0.000163 0.003072 0.000790 0.061044 0.272469 0.084280 -0.220008 0.113551 0.070035 -0.061207 0.084732 0.272326
9.700000 -0.010581 0.002045 0.000891 0.204547 0.023323 0.042286 -0.000560 0.006497 0.002208 0.086129 0.258689 0.254428 -0.215127 0.043977 0.024317 -0.086689 0.267726 0.258132
9.900000 -0.010168 0.002897 0.001525 0.134684 0.024203 0.045210 -0.000116 0.005178 0.002744 0.017589 0.199576 0.177952 -0.144852 0.048267 0.025727 -0.017705 0.190143 0.201610
10.100000 -0.018184 0.004801 0.001973 0.166485 0.025880 0.050278 0.000274 0.008486 0.002722 -0.018694 0.168935 0.164243 -0.184669 0.054751 0.027498 0.018968 0.170057 0.170692
10.300000 -0.021855 0.005839 0.001713 0.139987 0.020203 0.036283 0.001233 0.011374 0.002759 -0.060907 0.148994 0.129487 -0.161841 0.041681 0.022755 0.062140 0.148985 0.150273
10.500000 -0.016822 0.004002 0.001506 0.126201 0.014939 0.029999 0.002120 0.013435 0.003124 -0.091704 0.178914 0.116566 -0.143023 0.033622 0.016322 0.093823 0.139940 0.181470
10.700000 -0.013633 0.003393 0.000793 0.112615 0.016156 0.022489 0.003095 0.015867 0.003658 -0.107305 0.167153 0.125089 -0.126247 0.025562 0.016716 0.110399 0.142530 0.173248
10.900000 -0.010067 0.002110 0.000876 0.099696 0.011633 0.019492 0.005217 0.019791 0.005837 -0.130497 0.158997 0.115244 -0.109763 0.021649 0.012021 0.135714 0.136674 0.165834
11.100000 -0.008863 0.001527 0.000982 0.100302 0.007585 0.018555 0.006384 0.022186 0.006498 -0.141134 0.167179 0.116771 -0.109164 0.020059 0.008396 0.147518 0.147203 0.174563
11.300000 -0.004536 0.000574 0.001171 0.057586 0.014942 0.007369 0.007613 0.023744 0.007367 -0.140976 0.135787 0.111225 -0.062123 0.007584 0.016521 0.148588 0.129603 0.142845
11.500000 -0.000519 0.000175 0.001718 0.044672 -0.000781 0.028396 0.012056 0.031198 0.011415 -0.168155 0.155299 0.137125 -0.045191 0.027867 0.000483 0.180211 0.158382 0.165695
11.700000 -0.002478 0.001973 0.000375 0.041664 0.019614 0.018558 0.023701 0.032782 0.020102 -0.246693 0.165287 0.104890 -0.044142 0.020119 0.018782 0.270395 0.116392 0.171385
11.900000 -0.002552 0.001639 0.003353 0.110750 0.056413 0.021649 0.020630 0.028667 0.017909 -0.242819 0.204398 0.088210 -0.113302 0.020850 0.059033 0.263449 0.110954 0.224478
12.100000 -0.002448 0.002850 0.003200 0.396954 0.011484 0.191008 0.055854 0.037970 0.034566 -0.362018 0.231867 0.117989 -0.399402 0.192777 0.015348 0.417871 0.139960 0.266196
12.300000 -0.028888 0.027113 -0.009283 0.000000 0.000000 0.000000 0.064564 0.072013 0.043317 0.000000 0.000000 0.172134 0.000000 0.000000 0.000000 0.000000 0.301602 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.226606 0.322120 -0.029622 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
