#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 -0.000001 0.000004 -0.000001 0.000000 0.000000 -0.000004 0.000004 -0.000002
9.300000 -0.000000 0.000000 0.000000 0.000002 0.000002 0.000001 0.000000 0.000000 0.000000 0.000004 0.000002 0.000004 -0.000002 0.000001 0.000003 -0.000004 0.000004 0.000002
9.500000 -0.000013 0.000007 0.000021 0.000058 0.000126 0.000034 -0.000003 0.000001 0.000005 0.000063 0.001401 0.000044 -0.000071 0.000041 0.000148 -0.000066 0.000045 0.001398
9.700000 -0.000242 0.000117 0.012104 0.038083 0.077855 0.037060 -0.000021 0.000018 0.001510 0.004220 0.707445 0.004092 -0.038325 0.037175 0.090185 -0.004241 0.004107 0.707438
9.900000 -0.028228 0.005855 0.005134 0.164279 0.041786 0.023645 0.001904 0.004275 0.006650 -0.065709 0.659728 0.018196 -0.192507 0.029164 0.047774 0.067613 0.022104 0.661782
10.100000 -0.027789 0.003962 0.007503 0.130585 0.043306 0.018412 0.002784 0.006348 0.003808 -0.116170 0.377893 0.018337 -0.158374 0.022373 0.050238 0.118954 0.026131 0.380898
10.300000 -0.029874 0.004568 0.007780 0.113205 0.037683 0.017224 0.002144 0.005776 0.003449 -0.101961 0.276265 0.031096 -0.143079 0.021721 0.044959 0.104105 0.035143 0.278938
10.500000 -0.033049 0.005461 0.008152 0.110179 0.037694 0.018341 0.001675 0.005340 0.003660 -0.089217 0.286199 0.039461 -0.143229 0.023933 0.045362 0.090892 0.042092 0.288374
10.700000 -0.046309 0.007371 0.006763 0.140663 0.042666 0.020600 0.000896 0.004959 0.004296 -0.046333 0.260054 0.060253 -0.186972 0.027709 0.049198 0.047229 0.062808 0.267005
10.900000 -0.057811 0.007603 0.008713 0.146872 0.049234 0.015079 0.000509 0.005589 0.005418 -0.020477 0.215894 0.087388 -0.204683 0.021955 0.059126 0.020985 0.094482 0.218958
11.100000 -0.058836 0.008476 0.007843 0.148309 0.046397 0.013868 -0.000343 0.006641 0.006264 0.013212 0.160270 0.119908 -0.207146 0.022838 0.055117 -0.013556 0.126533 0.165579
11.300000 -0.057714 0.009745 0.006889 0.151444 0.044174 0.020579 -0.000863 0.008411 0.007595 0.018047 0.116792 0.120391 -0.209158 0.028743 0.052431 -0.018910 0.126826 0.125047
11.500000 -0.048350 0.008784 0.007423 0.131964 0.040935 0.018890 0.004273 0.007456 0.010689 -0.044210 0.102224 0.063532 -0.180315 0.027657 0.047621 0.048483 0.074224 0.113949
