#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.009877 0.019811 0.004989 0.009701 0.019669 0.004774 0.009701 0.019500 0.004773 0.000000 0.034419 0.000000 0.014640 0.027798 0.010159 0.009877 0.019660 0.004917 0.000000 0.035054 0.000000 0.015292 0.023075 0.006940 0.015069 0.023163 0.006688 0.015069 0.023087 0.006688 0.000000 0.047016 0.000000 0.023303 0.028332 0.013377 0.015292 0.022995 0.006941 0.000000 0.048584 0.000000
9.300000 0.027124 0.041679 0.012719 0.026663 0.041247 0.012520 0.026663 0.040233 0.012746 0.000000 0.101576 0.000000 0.039075 0.055042 0.018861 0.027124 0.040569 0.012919 0.000000 0.101472 0.000000 0.042757 0.047707 0.017960 0.042083 0.047275 0.017770 0.041902 0.047341 0.017902 0.107949 0.060206 0.107949 0.060363 0.059290 0.024188 0.042580 0.047772 0.018089 0.107949 0.062962 0.107949
9.500000 0.110265 0.081149 0.037807 0.105227 0.080951 0.037080 0.105223 0.080597 0.037082 0.218236 0.062612 0.218236 0.162378 0.090150 0.047186 0.110256 0.080768 0.037838 0.214603 0.071179 0.214603 0.158781 0.075015 0.043394 0.152663 0.075089 0.043005 0.152657 0.074523 0.043687 0.297580 -0.006890 0.297580 0.219313 0.070897 0.046965 0.158771 0.074373 0.043993 0.281734 0.029400 0.281734
9.700000 0.289185 0.063396 0.050044 0.279327 0.064961 0.051165 0.279292 0.064109 0.052372 0.383725 0.031707 0.122334 0.342387 0.041981 0.042808 0.289147 0.061813 0.051372 0.380876 0.062981 0.103657 0.334677 0.033395 0.035611 0.325707 0.034357 0.035744 0.325674 0.033769 0.037070 0.413693 0.020981 0.100418 0.367407 0.025393 0.027766 0.334643 0.033222 0.036123 0.407391 0.023497 0.079326
9.900000 0.397748 0.020324 0.031290 0.392281 0.019946 0.032477 0.392262 0.018550 0.032503 0.450262 0.036146 0.100999 0.411507 0.022307 0.027578 0.397722 0.020291 0.031273 0.449233 0.032635 0.088808 0.390081 0.017729 0.027911 0.385388 0.016422 0.028462 0.385369 0.015072 0.028366 0.439551 0.021030 0.114460 0.394582 0.021898 0.028759 0.390057 0.015979 0.027964 0.433053 0.027582 0.102133
10.100000 0.398669 0.018022 0.030424 0.389473 0.018554 0.029050 0.389457 0.017708 0.031428 0.430052 -0.000104 0.100152 0.424530 0.023432 0.036421 0.398607 0.016456 0.030613 0.473389 0.004612 0.105182 0.362498 0.021234 0.032584 0.352342 0.020699 0.033536 0.352321 0.018670 0.034401 0.407942 0.007764 0.107260 0.390243 0.027412 0.036372 0.362424 0.020168 0.033248 0.449820 0.019990 0.120207
10.300000 0.388203 0.023113 0.033364 0.367073 0.023436 0.033691 0.367052 0.020776 0.034599 0.396950 0.013097 0.085492 0.426501 0.027466 0.034884 0.388102 0.019836 0.034914 0.446170 0.017762 0.099606 0.341392 0.024748 0.034144 0.316883 0.022821 0.029976 0.316844 0.020090 0.031176 0.373517 0.010816 0.104735 0.384957 0.033456 0.034159 0.341277 0.023131 0.035631 0.402462 0.044984 0.112926
10.500000 0.374108 0.023448 0.035208 0.351400 0.026696 0.035314 0.351323 0.022475 0.035730 0.399447 0.008822 0.076808 0.401183 0.030302 0.030552 0.373866 0.020990 0.035626 0.439518 0.023495 0.078917 0.322467 0.024008 0.030931 0.295529 0.024633 0.033996 0.295414 0.020082 0.033893 0.360136 0.020935 0.090450 0.354050 0.030949 0.028682 0.322127 0.022469 0.031542 0.404110 0.035454 0.086470
10.700000 0.364183 0.027210 0.036159 0.341490 0.028882 0.034497 0.341315 0.022498 0.035094 0.369511 0.034918 0.063859 0.393219 0.030308 0.031164 0.363687 0.021422 0.036423 0.437431 0.026008 0.073242 0.309495 0.025655 0.031370 0.281948 0.027810 0.036687 0.281685 0.020576 0.036339 0.331277 0.031102 0.084140 0.344559 0.030643 0.027348 0.308837 0.021878 0.032664 0.396164 0.036424 0.080711
10.900000 0.356514 0.028267 0.034925 0.334515 0.030599 0.034229 0.334261 0.026280 0.033976 0.326574 0.069908 0.062772 0.389987 0.032896 0.033801 0.355662 0.024317 0.034937 0.425351 0.038655 0.063994 0.300387 0.026867 0.034302 0.273884 0.030318 0.038410 0.273470 0.023852 0.038009 0.275252 0.080034 0.078065 0.339688 0.035019 0.031227 0.299308 0.023236 0.034493 0.376604 0.049547 0.066548
11.100000 0.352080 0.030656 0.035065 0.333036 0.030201 0.037713 0.332372 0.027217 0.037024 0.329505 0.083926 0.063446 0.384571 0.036251 0.031273 0.350600 0.026117 0.034422 0.420135 0.042117 0.065452 0.296013 0.033150 0.035866 0.272534 0.034649 0.040063 0.271430 0.023916 0.038547 0.282432 0.088814 0.080498 0.335171 0.040963 0.032433 0.293878 0.024259 0.035074 0.381047 0.052769 0.077379
11.300000 0.348750 0.035475 0.035478 0.332730 0.034659 0.036277 0.331356 0.028414 0.034814 0.341571 0.082139 0.065616 0.387005 0.037251 0.033801 0.346271 0.027654 0.034846 0.410519 0.055635 0.056710 0.291414 0.038773 0.039764 0.272319 0.038949 0.040333 0.270403 0.024641 0.039316 0.278500 0.099909 0.083961 0.334666 0.044147 0.038418 0.288200 0.023873 0.037457 0.359755 0.064553 0.066093
11.500000 0.349424 0.036045 0.039669 0.338179 0.035970 0.041600 0.334666 0.028407 0.038097 0.362261 0.086040 0.064515 0.381646 0.039302 0.038627 0.345099 0.027868 0.036891 0.404400 0.074527 0.056994 0.290578 0.043834 0.041777 0.277379 0.042193 0.043513 0.272285 0.027154 0.039374 0.305292 0.088047 0.081395 0.326426 0.046944 0.041221 0.284841 0.027359 0.037959 0.349435 0.071991 0.062829
11.700000 0.354298 0.043254 0.046962 0.344987 0.041982 0.047148 0.335902 0.026429 0.039661 0.393156 0.070012 0.084209 0.394461 0.049506 0.046551 0.344287 0.026852 0.039498 0.419086 0.070881 0.070934 0.296963 0.050586 0.048602 0.286588 0.049108 0.047415 0.274388 0.027236 0.044210 0.338906 0.082358 0.102320 0.339609 0.054380 0.050031 0.284074 0.028028 0.043944 0.366273 0.073326 0.070596
11.900000 0.365572 0.052101 0.052749 0.359389 0.051022 0.053007 0.344305 0.025869 0.042708 0.407477 0.079206 0.083372 0.395647 0.057673 0.049400 0.349262 0.026192 0.041329 0.426938 0.080638 0.073190 0.310972 0.059680 0.055646 0.302947 0.058769 0.056038 0.281931 0.026978 0.051542 0.358743 0.085890 0.094589 0.349460 0.066484 0.056183 0.289002 0.026706 0.050693 0.382119 0.079300 0.086373
12.100000 0.385460 0.060738 0.062081 0.382322 0.060287 0.063231 0.351374 0.026605 0.045326 0.438314 0.086506 0.085248 0.399798 0.055069 0.054281 0.354455 0.027565 0.044177 0.449276 0.084537 0.082427 0.333007 0.069155 0.066655 0.329234 0.069531 0.069350 0.285712 0.025669 0.054805 0.395401 0.088098 0.096448 0.351285 0.063207 0.060439 0.289913 0.027912 0.053031 0.407523 0.085022 0.092881
12.300000 0.405430 0.063334 0.066884 0.404253 0.062865 0.067580 0.352796 0.028794 0.042704 0.448783 0.079484 0.086860 0.405961 0.065506 0.061633 0.352743 0.028352 0.040798 0.456273 0.076552 0.086048 0.358994 0.067925 0.077560 0.356909 0.065941 0.078688 0.284849 0.024853 0.049712 0.408397 0.083830 0.096978 0.368673 0.070790 0.077233 0.285611 0.025132 0.048065 0.420019 0.077760 0.094588
12.500000 0.405820 0.070826 0.067429 0.402923 0.069671 0.068079 0.343414 0.033585 0.045377 0.444682 0.082356 0.070835 0.439921 0.078778 0.071135 0.343574 0.033285 0.044813 0.452686 0.080951 0.073057 0.360166 0.075439 0.081226 0.357623 0.076994 0.084388 0.277490 0.026386 0.054847 0.392976 0.087278 0.082109 0.388661 0.085859 0.072276 0.277239 0.026386 0.053452 0.400642 0.085330 0.077625
12.700000 0.435321 0.069184 0.085228 0.433650 0.067429 0.085330 0.372731 0.032593 0.056295 0.454138 0.081885 0.095587 0.445117 0.083168 0.087406 0.378792 0.033674 0.059830 0.459191 0.085790 0.094481 0.379307 0.075388 0.099187 0.379520 0.075107 0.097692 0.282674 0.020551 0.049021 0.407368 0.082046 0.110126 0.375582 0.093205 0.086712 0.283052 0.021139 0.048160 0.409367 0.083244 0.109287
12.900000 0.378805 0.061397 0.058335 0.380646 0.062161 0.059675 0.321358 0.057650 0.034429 0.409129 0.052993 0.068638 0.000000 0.000000 0.000000 0.316872 0.056932 0.033009 0.410151 0.051057 0.068297 0.325141 0.073738 0.054915 0.326051 0.073718 0.057346 0.267405 0.023939 0.057549 0.338157 0.075999 0.060859 0.000000 0.000000 0.000000 0.265689 0.024699 0.055750 0.337949 0.076798 0.059082
13.100000 0.360974 0.054581 0.059500 0.360737 0.055499 0.059726 0.373388 0.056240 0.081979 0.363725 0.055587 0.055941 0.000000 0.000000 0.000000 0.376253 0.056655 0.079008 0.363725 0.055327 0.055941 0.265835 0.065589 0.043933 0.265270 0.065600 0.044037 0.310544 0.026490 0.083547 0.271811 0.051966 0.047653 0.000000 0.000000 0.000000 0.310544 0.029547 0.081136 0.271926 0.051851 0.047274
13.300000 0.338707 0.050599 0.088793 0.350936 0.042622 0.099125 0.210667 0.150330 0.210667 0.335853 0.082469 0.107264 0.000000 0.000000 0.000000 0.210667 0.141868 0.210667 0.331434 0.046238 0.097640 0.289653 0.055958 0.076202 0.291575 0.051317 0.085079 0.174778 0.079743 0.174778 0.307986 0.052703 0.120175 0.000000 0.000000 0.000000 0.174778 0.092867 0.174778 0.287380 0.056277 0.093194
13.500000 0.509425 0.154421 0.114386 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.486130 0.157128 0.112778 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
