#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.493718 0.007822 0.000784 -4.493724 0.007767 0.000782 -4.493724 0.008092 0.000769 -4.493761 0.215411 0.000755 -4.493123 0.019997 0.001130 -4.493718 0.008142 0.000772 -4.493766 0.215352 0.000759 -4.488635 0.084085 0.005258 -4.488675 0.083238 0.005225 -4.488646 0.082528 0.005243 -4.492816 0.467307 0.001359 -4.476913 0.184573 0.016369 -4.488603 0.083389 0.005280 -4.492830 0.457830 0.001349
9.300000 -4.492142 0.093692 0.001513 -4.492159 0.092280 0.001506 -4.492153 0.091614 0.001475 -4.492979 0.338386 0.001143 -4.457359 0.210946 0.035346 -4.492136 0.093029 0.001483 -4.492972 0.325981 0.001138 -4.401578 0.229854 0.090270 -4.403007 0.229523 0.088859 -4.402132 0.230315 0.089672 -4.491385 0.586431 0.002130 -4.247059 0.246124 0.190902 -4.400690 0.230652 0.091091 -4.491360 0.551360 0.002144
9.500000 -4.315397 0.248737 0.140683 -4.320100 0.248888 0.137311 -4.319196 0.257323 0.134561 -4.404075 0.608999 0.088425 -4.089180 0.243655 0.221464 -4.314513 0.257143 0.136934 -4.398954 0.607531 0.093493 -4.032747 0.206946 0.211255 -4.037121 0.207050 0.210715 -4.036154 0.222376 0.199285 -4.197121 0.614101 0.273797 -3.805346 0.206748 0.231755 -4.031788 0.222252 0.199303 -4.190743 0.615433 0.278333
9.700000 -3.813208 0.209610 0.185582 -3.818826 0.210333 0.185890 -3.818112 0.218163 0.184641 -3.896194 0.479939 0.379647 -3.654474 0.209005 0.180767 -3.812569 0.217184 0.184332 -3.880859 0.476395 0.380794 -3.534308 0.185134 0.191472 -3.539678 0.185176 0.191892 -3.538965 0.189174 0.187315 -3.623182 0.410008 0.370536 -3.374649 0.180393 0.192020 -3.533634 0.188480 0.187653 -3.609380 0.406501 0.363907
9.900000 -3.445425 0.174009 0.177727 -3.451338 0.175670 0.178509 -3.450474 0.194441 0.179014 -3.546231 0.409216 0.259365 -3.340969 0.183541 0.174359 -3.444785 0.195147 0.178060 -3.508363 0.387798 0.265817 -3.168203 0.177113 0.176896 -3.173873 0.178541 0.176419 -3.172925 0.176516 0.171073 -3.280806 0.369776 0.276504 -3.061375 0.173268 0.177493 -3.167412 0.176503 0.171173 -3.240932 0.374444 0.282934
10.100000 -3.225266 0.149991 0.159808 -3.235705 0.156582 0.161638 -3.234293 0.166088 0.160815 -3.377324 0.371462 0.240434 -3.105755 0.148085 0.161235 -3.224100 0.163844 0.160277 -3.304711 0.313910 0.251168 -2.947206 0.168543 0.165413 -2.956985 0.170943 0.165744 -2.955333 0.171614 0.162323 -3.114705 0.367618 0.266591 -2.826059 0.168565 0.194406 -2.945711 0.170542 0.164492 -3.046840 0.326087 0.260697
10.300000 -3.039927 0.127275 0.136253 -3.048682 0.129647 0.138279 -3.046646 0.144386 0.139513 -3.212313 0.362222 0.205150 -2.950863 0.125191 0.141980 -3.037632 0.142379 0.137720 -3.157916 0.297549 0.211651 -2.762249 0.164532 0.168239 -2.770442 0.162341 0.162694 -2.768058 0.169255 0.158213 -2.952981 0.357643 0.252019 -2.675756 0.155591 0.195737 -2.759804 0.165263 0.160361 -2.885205 0.321575 0.248596
10.500000 -2.857765 0.108143 0.119729 -2.862932 0.109371 0.119937 -2.859541 0.120735 0.118477 -3.059453 0.322769 0.207086 -2.805628 0.111351 0.131448 -2.854710 0.116908 0.117847 -2.987971 0.285849 0.210184 -2.581517 0.157486 0.169561 -2.585919 0.160158 0.168710 -2.582234 0.160109 0.154566 -2.807971 0.339255 0.225758 -2.530810 0.151898 0.176491 -2.578037 0.161193 0.153990 -2.734819 0.304679 0.230631
10.700000 -2.671294 0.091424 0.115598 -2.673115 0.092057 0.115075 -2.668429 0.099018 0.106670 -2.879688 0.291461 0.186764 -2.653564 0.096830 0.103345 -2.666640 0.099271 0.106470 -2.836836 0.253986 0.197832 -2.393499 0.155764 0.171842 -2.395692 0.155801 0.170070 -2.390820 0.164717 0.157667 -2.616100 0.286100 0.226708 -2.364358 0.156019 0.172255 -2.388619 0.164283 0.157663 -2.570079 0.276581 0.233591
10.900000 -2.481704 0.092085 0.110204 -2.483665 0.091923 0.110834 -2.476245 0.097158 0.098890 -2.680331 0.246869 0.217003 -2.457182 0.083862 0.121578 -2.474334 0.096797 0.098663 -2.651531 0.209433 0.211908 -2.204738 0.153894 0.162720 -2.206135 0.153830 0.161767 -2.199415 0.164259 0.157553 -2.443019 0.319971 0.231716 -2.186526 0.152658 0.173922 -2.197811 0.163633 0.158472 -2.396868 0.258142 0.243201
