#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.005540 0.009395 0.002597 0.005588 0.009392 0.002629 0.005265 0.009667 0.003095 0.000000 0.043317 0.000000 0.004166 0.010346 0.002302 0.005220 0.009671 0.003048 0.000000 0.043132 0.000000 0.009801 0.013639 0.005300 0.009769 0.013223 0.005228 0.009526 0.013368 0.005348 0.000000 0.038201 0.000000 0.011184 0.019317 0.007181 0.009561 0.013782 0.005420 0.000000 0.037994 0.000000
9.300000 0.014125 0.021115 0.006390 0.013706 0.020840 0.006298 0.013706 0.020840 0.006404 0.000000 0.055969 0.000000 0.021472 0.028814 0.008600 0.014125 0.021115 0.006528 0.000000 0.058314 0.000000 0.023575 0.029826 0.010916 0.022908 0.029478 0.010703 0.022908 0.029460 0.010978 0.000000 0.086918 0.000000 0.036237 0.037882 0.015498 0.023575 0.029808 0.011197 0.000000 0.093082 0.000000
9.500000 0.080431 0.068944 0.027407 0.075434 0.067273 0.026321 0.075409 0.060234 0.026340 0.000000 0.228271 0.000000 0.123750 0.081333 0.037525 0.080409 0.061606 0.027427 0.000000 0.242936 0.000000 0.122119 0.072218 0.039752 0.115565 0.072117 0.038970 0.115549 0.072125 0.039058 0.000000 0.292217 0.000000 0.177726 0.075463 0.047652 0.122104 0.072225 0.040029 0.000000 0.296489 0.000000
9.700000 0.259544 0.071250 0.048467 0.248972 0.074169 0.048770 0.248969 0.072555 0.049893 0.457550 -0.042062 0.457550 0.312565 0.055057 0.042927 0.259539 0.071064 0.049534 0.446303 -0.024612 0.446303 0.317017 0.042623 0.040858 0.307077 0.042440 0.041975 0.307066 0.042043 0.042170 0.571066 -0.138287 0.304811 0.352676 0.030780 0.032506 0.317004 0.042119 0.041583 0.578697 -0.133941 0.315950
9.900000 0.384706 0.022535 0.033494 0.377757 0.022044 0.034669 0.377748 0.022024 0.034666 0.599219 -0.153505 0.599219 0.401726 0.024587 0.024940 0.384697 0.022499 0.033791 0.543374 -0.095504 0.299562 0.392370 0.018384 0.025461 0.386602 0.018219 0.025122 0.386583 0.017843 0.025625 0.656997 -0.203815 0.364935 0.397166 0.021950 0.027975 0.392352 0.018287 0.025477 0.569182 -0.115058 0.255165
10.100000 0.393613 0.016896 0.027635 0.384464 0.015857 0.026674 0.384461 0.015302 0.027014 0.415427 -0.003686 0.415427 0.416030 0.020596 0.031569 0.393602 0.015997 0.027655 0.477535 -0.027005 0.166752 0.369465 0.016505 0.032588 0.359543 0.016172 0.032488 0.359538 0.014431 0.032583 0.406813 0.008367 0.235738 0.393280 0.020788 0.032940 0.369451 0.015790 0.032654 0.467437 -0.007103 0.151850
10.300000 0.382066 0.021499 0.030233 0.359412 0.019773 0.031111 0.359409 0.019076 0.031176 0.412280 -0.012036 0.412280 0.425575 0.025614 0.034169 0.382038 0.018911 0.032870 0.460594 0.019160 0.115864 0.345885 0.021195 0.031311 0.320233 0.021218 0.032295 0.320227 0.016622 0.032290 0.410715 -0.011345 0.410715 0.394349 0.027211 0.033376 0.345849 0.018639 0.031384 0.453417 0.011341 0.139201
10.500000 0.367574 0.024084 0.032162 0.340270 0.024024 0.031849 0.340265 0.020979 0.031847 0.363872 0.032677 0.078265 0.397959 0.027835 0.030156 0.367516 0.020742 0.032669 0.432411 0.029663 0.081282 0.326585 0.023042 0.032247 0.295185 0.021428 0.031502 0.295174 0.019739 0.031494 0.347764 0.020448 0.113766 0.361062 0.026146 0.028693 0.326517 0.019853 0.032303 0.399015 0.039095 0.079815
10.700000 0.356567 0.023336 0.032436 0.328843 0.025392 0.033622 0.328816 0.021013 0.033618 0.382302 0.005306 0.382302 0.385707 0.026794 0.029580 0.356396 0.019662 0.032335 0.444174 0.010265 0.091730 0.312629 0.022342 0.028527 0.280519 0.022071 0.032053 0.280461 0.019426 0.032366 0.386448 -0.011814 0.142747 0.345680 0.026575 0.028150 0.312407 0.019352 0.028622 0.411067 0.026359 0.088389
10.900000 0.349083 0.023219 0.033378 0.322469 0.025845 0.033638 0.322396 0.020756 0.033573 0.361453 0.024965 0.101189 0.379213 0.026281 0.029333 0.348666 0.019364 0.034331 0.438930 0.015256 0.081308 0.304249 0.024769 0.029891 0.273056 0.023437 0.035199 0.272930 0.020218 0.034949 0.335096 0.010259 0.098615 0.338645 0.028150 0.027441 0.303713 0.021219 0.031500 0.404792 0.014829 0.086194
11.100000 0.343552 0.025402 0.031407 0.319276 0.026102 0.032060 0.319079 0.021003 0.031867 0.338916 0.042281 0.071052 0.372896 0.031199 0.028627 0.342739 0.019162 0.031862 0.424850 0.033318 0.068991 0.297748 0.026137 0.032399 0.269772 0.026349 0.035969 0.269395 0.022219 0.035612 0.310380 0.033004 0.093953 0.330270 0.030618 0.029473 0.296645 0.019932 0.032911 0.389845 0.038366 0.075883
11.300000 0.338410 0.027279 0.032454 0.320074 0.027029 0.033139 0.319473 0.023605 0.033671 0.330868 0.069352 0.061409 0.366506 0.034477 0.029257 0.337012 0.023156 0.032251 0.402229 0.041029 0.061247 0.290983 0.029535 0.032720 0.269001 0.028950 0.037813 0.268148 0.022610 0.036410 0.269709 0.085015 0.062417 0.323795 0.036753 0.029424 0.289092 0.023484 0.032394 0.363037 0.044624 0.067104
11.500000 0.336071 0.029775 0.034312 0.321444 0.029036 0.035339 0.319328 0.022849 0.034257 0.346233 0.069255 0.072378 0.366357 0.032892 0.033659 0.332988 0.022180 0.032490 0.399838 0.054208 0.063111 0.289417 0.034866 0.039143 0.272412 0.032804 0.040739 0.269400 0.022483 0.038658 0.291376 0.088941 0.081108 0.323517 0.039678 0.038234 0.285299 0.023329 0.036888 0.358446 0.052284 0.073151
11.700000 0.339029 0.034381 0.040065 0.326981 0.033253 0.042117 0.322384 0.021612 0.037967 0.355595 0.067692 0.069236 0.375750 0.038798 0.041786 0.332974 0.021788 0.037098 0.395529 0.060238 0.057262 0.292885 0.039723 0.039614 0.279062 0.037244 0.042246 0.272755 0.025103 0.037397 0.306988 0.077430 0.076578 0.332839 0.043481 0.042753 0.285180 0.025948 0.036474 0.352282 0.061270 0.065071
11.900000 0.350782 0.044140 0.046392 0.341181 0.042023 0.046148 0.329420 0.023899 0.039821 0.372657 0.083470 0.073665 0.391440 0.051035 0.047123 0.336787 0.024620 0.039848 0.410709 0.072050 0.063171 0.306129 0.049061 0.046768 0.295594 0.048111 0.045712 0.279918 0.025545 0.048906 0.327173 0.084877 0.081498 0.347938 0.058190 0.051913 0.288233 0.026495 0.046791 0.367084 0.073685 0.067306
12.100000 0.373957 0.049878 0.054022 0.370351 0.050614 0.055317 0.340104 0.027442 0.041964 0.431550 0.072295 0.083515 0.387611 0.051899 0.049528 0.343514 0.026952 0.041034 0.440605 0.070294 0.078491 0.330900 0.057760 0.060661 0.326306 0.057764 0.063152 0.286434 0.024270 0.052055 0.383922 0.074461 0.086812 0.349791 0.057690 0.058058 0.291539 0.024634 0.049642 0.394411 0.074742 0.083621
12.300000 0.398439 0.055094 0.066346 0.397010 0.055656 0.067399 0.342424 0.030683 0.049390 0.453858 0.068944 0.088113 0.407776 0.052070 0.063469 0.343937 0.030638 0.046883 0.455965 0.071159 0.083894 0.360018 0.059834 0.078221 0.357963 0.061013 0.078382 0.284473 0.025097 0.048069 0.413625 0.066727 0.096388 0.374155 0.055204 0.070482 0.287074 0.025933 0.046486 0.418059 0.070152 0.094742
12.500000 0.415143 0.056944 0.070094 0.414146 0.058277 0.071350 0.340240 0.028598 0.044884 0.449161 0.068810 0.067631 0.418804 0.061756 0.068627 0.340262 0.027800 0.045142 0.454624 0.071769 0.070770 0.379262 0.061175 0.084378 0.378835 0.060548 0.086294 0.278417 0.019077 0.049280 0.412407 0.069392 0.085126 0.377335 0.070024 0.074468 0.279190 0.019271 0.047347 0.417500 0.070340 0.085343
12.700000 0.419027 0.058932 0.070189 0.420845 0.056076 0.071449 0.326533 0.037723 0.036661 0.449836 0.057386 0.078794 0.403041 0.081941 0.059363 0.327093 0.035612 0.036345 0.447893 0.060117 0.075804 0.384587 0.068813 0.080944 0.388345 0.068173 0.082815 0.267633 0.025973 0.044762 0.402324 0.063239 0.082727 0.338662 0.078545 0.060844 0.265817 0.025882 0.044409 0.399002 0.065060 0.080971
12.900000 0.408081 0.051270 0.069496 0.408524 0.051885 0.071044 0.333592 0.056562 0.025351 0.415180 0.048475 0.084035 0.403552 0.037566 0.060065 0.340432 0.046856 0.033640 0.415531 0.047429 0.079071 0.365506 0.058318 0.075237 0.365550 0.059066 0.074331 0.271455 0.026993 0.049046 0.367805 0.058352 0.078267 0.359863 0.036595 0.070471 0.281634 0.025920 0.053183 0.367506 0.058086 0.078627
13.100000 0.389463 0.046318 0.062332 0.395240 0.044459 0.063811 0.309052 0.051779 0.036223 0.405013 0.041972 0.066792 0.112064 0.102315 -0.000840 0.309571 0.054607 0.038783 0.399819 0.042127 0.065302 0.356734 0.051720 0.068805 0.361601 0.051921 0.070046 0.244391 0.028025 0.064904 0.362041 0.052862 0.067196 0.145650 0.075257 0.032746 0.247081 0.025344 0.061056 0.359003 0.051180 0.066874
13.300000 0.362844 0.049677 0.062509 0.367284 0.050665 0.064603 0.300912 0.121271 0.055201 0.371106 0.044462 0.074648 0.000000 0.000000 0.000000 0.296447 0.122698 0.059093 0.366620 0.044397 0.073036 0.324041 0.058029 0.055851 0.328179 0.058408 0.057026 0.351192 -0.031296 0.351192 0.322684 0.064152 0.056776 0.000000 0.000000 0.000000 0.351192 -0.031296 0.351192 0.319704 0.063572 0.056343
13.500000 0.354265 0.088934 0.036563 0.341424 0.085137 0.029121 0.000000 0.238287 0.000000 0.306351 0.073299 0.031011 0.000000 0.000000 0.000000 0.000000 0.238287 0.000000 0.320947 0.080665 0.035126 0.303959 0.099264 0.043541 0.297196 0.095257 0.040707 0.000000 0.000000 0.000000 0.264507 0.099103 0.029111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.272965 0.099483 0.040808
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
