#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000001 0.000000 0.000002 0.000073 0.000272 0.000051 0.000000 0.000000 0.000001 0.000031 0.000154 0.000046 -0.000074 0.000052 0.000275 -0.000031 0.000047 0.000154
9.300000 -0.000007 0.000003 0.000012 0.000454 0.000966 0.000231 0.000000 0.000001 0.000004 0.000118 0.001261 0.000195 -0.000461 0.000234 0.000978 -0.000118 0.000195 0.001261
9.500000 -0.000090 0.000035 0.004624 0.043053 0.171779 0.041353 -0.000001 0.000015 0.000032 0.008003 0.190341 0.008411 -0.043143 0.041387 0.178829 -0.008004 0.008410 0.190344
9.700000 -0.016470 0.007014 0.002928 0.239973 0.014373 0.057468 -0.000374 0.000453 0.002845 0.191758 0.254770 0.208756 -0.256443 0.060341 0.018307 -0.192132 0.211450 0.258965
9.900000 -0.015434 0.003360 0.003028 0.128632 0.030573 0.028688 -0.000052 0.002606 0.001648 0.019407 0.253777 0.130302 -0.144066 0.031994 0.033737 -0.019459 0.131127 0.255189
10.100000 -0.017923 0.004419 0.002344 0.120640 0.022055 0.030787 0.000010 0.005982 0.000890 -0.002429 0.178945 0.142046 -0.138563 0.035455 0.024946 0.002439 0.158977 0.180183
10.300000 -0.033825 0.008857 0.002747 0.159275 0.020431 0.038230 0.000113 0.006527 0.001179 -0.013210 0.168196 0.125885 -0.193100 0.046891 0.022511 0.013323 0.137265 0.170392
10.500000 -0.031970 0.007817 0.002699 0.131681 0.017738 0.027154 0.000639 0.007632 0.001289 -0.060688 0.165060 0.101587 -0.163651 0.034393 0.019649 0.061327 0.113497 0.167358
10.700000 -0.028378 0.005529 0.002554 0.139726 0.015787 0.024813 0.000987 0.008007 0.001855 -0.065995 0.167052 0.097189 -0.168104 0.029959 0.017648 0.066982 0.106864 0.168051
10.900000 -0.024980 0.004603 0.002185 0.136476 0.018037 0.023560 0.001977 0.009854 0.002837 -0.086635 0.153884 0.079982 -0.161456 0.028572 0.019875 0.088612 0.090852 0.157892
11.100000 -0.020476 0.003389 0.001637 0.128537 0.016198 0.019058 0.003761 0.012713 0.004319 -0.118525 0.168624 0.074620 -0.149013 0.022384 0.017664 0.122286 0.084812 0.172554
11.300000 -0.016253 0.003108 0.001043 0.121017 0.015844 0.019521 0.005105 0.013833 0.005740 -0.124762 0.151152 0.081040 -0.137269 0.022130 0.017946 0.129867 0.095469 0.156315
11.500000 -0.013210 0.002077 0.001061 0.117841 0.013841 0.016905 0.008538 0.017769 0.008478 -0.138580 0.138046 0.080756 -0.131050 0.019150 0.015077 0.147118 0.100796 0.146436
11.700000 -0.004614 0.000583 0.001536 0.050700 0.016093 0.007643 0.015778 0.022693 0.012992 -0.195985 0.128679 0.069720 -0.055315 0.007728 0.017486 0.211764 0.086693 0.140457
11.900000 -0.010604 0.003355 -0.000004 0.101324 0.010770 0.011469 0.024392 0.026372 0.019638 -0.205850 0.135138 0.087262 -0.111928 0.014592 0.010601 0.230242 0.110697 0.155864
