#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000006 0.000003 0.000039 0.000595 0.010296 0.000345 0.000000 0.000042 0.000010 -0.000048 0.046637 0.000439 -0.000601 0.000348 0.010358 0.000048 0.000538 0.046670
9.300000 -0.000017 0.000007 0.001483 0.034783 0.118979 0.033825 0.000006 0.000612 0.000016 -0.000830 0.115420 0.014113 -0.034800 0.033833 0.120534 0.000836 0.019217 0.116083
9.500000 -0.004703 0.003235 0.000028 0.226217 0.011690 0.080181 0.000884 0.013041 0.001081 -0.083557 0.283385 0.084970 -0.230920 0.083519 0.011616 0.084441 0.096138 0.284859
9.700000 -0.005618 0.001221 0.000585 0.158734 0.019268 0.036231 0.000640 0.019830 0.001312 -0.067650 0.271471 0.259392 -0.164352 0.037572 0.019789 0.068290 0.284198 0.272234
9.900000 -0.005913 0.002367 0.000957 0.104455 0.022400 0.044729 0.000640 0.012785 0.001701 -0.062938 0.245162 0.216034 -0.110368 0.047200 0.023326 0.063578 0.220972 0.245820
10.100000 -0.010439 0.003878 0.001395 0.119511 0.022906 0.045383 0.001166 0.015090 0.002032 -0.079445 0.165539 0.203660 -0.129950 0.049160 0.024352 0.080611 0.220274 0.174192
10.300000 -0.008755 0.003023 0.001344 0.089064 0.016738 0.034681 0.002295 0.016985 0.002986 -0.117989 0.174168 0.161584 -0.097819 0.037518 0.018061 0.120284 0.168397 0.180863
10.500000 -0.005168 0.002669 0.001149 0.052137 0.018453 0.022309 0.003055 0.022165 0.003255 -0.130206 0.168974 0.161029 -0.057304 0.024884 0.019498 0.133261 0.185179 0.172110
10.700000 -0.001820 0.001282 0.000389 0.017730 0.010836 0.011223 0.004654 0.024467 0.004677 -0.165541 0.174432 0.141420 -0.019550 0.012313 0.011335 0.170196 0.170276 0.180296
10.900000 -0.001961 0.001697 0.000534 0.024522 0.007896 0.021100 0.007370 0.027181 0.007042 -0.169827 0.152092 0.156467 -0.026483 0.022908 0.008252 0.177197 0.192907 0.158450
