#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000000 0.000000 0.000001 0.000023 0.000139 0.000018 0.000000 0.000000 0.000000 0.000218 -0.000064 0.000218 -0.000023 0.000018 0.000140 -0.000218 0.000218 -0.000064
9.300000 -0.000004 0.000002 0.000009 0.000250 0.000573 0.000144 0.000000 0.000001 0.000001 0.000316 0.000221 0.000341 -0.000254 0.000146 0.000583 -0.000316 0.000344 0.000221
9.500000 -0.000080 0.000033 0.004574 0.019664 0.127961 0.018485 -0.000000 0.000007 0.000016 0.012287 0.171977 0.012419 -0.019744 0.018518 0.132275 -0.012288 0.012430 0.171977
9.700000 -0.015496 0.006044 0.005494 0.226279 0.025538 0.064353 -0.000144 0.000145 0.002389 0.208687 0.253988 0.208687 -0.241776 0.070892 0.030646 -0.208831 0.208831 0.253848
9.900000 -0.017733 0.003343 0.003343 0.135429 0.030216 0.025650 -0.000049 0.002281 0.001279 0.040771 0.248364 0.125054 -0.153162 0.029051 0.033572 -0.040820 0.129246 0.248318
10.100000 -0.018088 0.004221 0.003241 0.111546 0.024021 0.027714 0.000002 0.005217 0.000531 -0.000762 0.196780 0.138990 -0.129634 0.031981 0.026983 0.000763 0.142044 0.196996
10.300000 -0.034753 0.008517 0.002194 0.156344 0.019287 0.036081 -0.000007 0.005725 0.000817 0.005639 0.170991 0.124877 -0.191097 0.043514 0.021675 -0.005646 0.134003 0.171004
10.500000 -0.037657 0.009060 0.002195 0.136936 0.018083 0.027140 0.000255 0.007689 0.000855 -0.038963 0.196671 0.103939 -0.174593 0.035164 0.020318 0.039218 0.111063 0.199602
10.700000 -0.034228 0.007217 0.002604 0.140909 0.017587 0.024976 0.000587 0.006839 0.001303 -0.063244 0.165989 0.088564 -0.175137 0.031768 0.018393 0.063831 0.099011 0.170996
10.900000 -0.030520 0.006170 0.002073 0.142327 0.015141 0.025004 0.001431 0.008744 0.002024 -0.089077 0.177196 0.079577 -0.172848 0.031836 0.016966 0.090507 0.087400 0.180709
11.100000 -0.026782 0.004351 0.002322 0.145500 0.015992 0.023292 0.002348 0.009604 0.002895 -0.098555 0.168831 0.079290 -0.172282 0.027548 0.019136 0.100903 0.088889 0.172538
11.300000 -0.020959 0.003281 0.002610 0.135365 0.018412 0.021739 0.004203 0.012258 0.004651 -0.117751 0.158070 0.078258 -0.156323 0.024955 0.020573 0.121953 0.090718 0.163383
11.500000 -0.015876 0.003332 0.001024 0.117553 0.017319 0.019621 0.007423 0.013144 0.007199 -0.139512 0.132974 0.064655 -0.133429 0.023028 0.018215 0.146935 0.087310 0.140089
11.700000 -0.009829 0.001252 0.002055 0.091841 0.021362 0.013292 0.013768 0.017779 0.011967 -0.175637 0.132584 0.060983 -0.101670 0.014683 0.023610 0.189405 0.071867 0.137350
11.900000 -0.009564 0.001207 0.002100 0.091934 0.019785 0.010500 0.024538 0.021767 0.018571 -0.206323 0.140072 0.073844 -0.101498 0.011780 0.020251 0.230862 0.089985 0.156971
12.100000 -0.007520 0.001545 0.001027 0.092660 0.011544 0.017389 0.038425 0.022299 0.028222 -0.214211 0.130627 0.069086 -0.100180 0.018372 0.012170 0.252636 0.082509 0.153155
12.300000 -0.000164 -0.000517 0.003195 0.077697 0.000000 0.034514 0.050961 0.029683 0.029456 -0.203507 0.090358 0.081840 -0.077860 0.032468 0.001939 0.254468 0.107017 0.114026
12.500000 0.000432 0.002614 0.002067 0.053643 -0.005638 0.068460 0.075333 0.024521 0.043187 -0.258849 0.133362 0.053764 -0.053212 0.069423 -0.004856 0.334183 0.063539 0.165464
12.700000 0.001781 0.002477 0.002869 0.215716 0.058052 0.116351 0.066006 0.022576 0.042697 -0.135897 0.079345 0.049066 -0.213935 0.112298 0.056459 0.201903 0.062736 0.119943
12.900000 -0.008040 0.011242 -0.001382 0.000000 0.000000 0.000000 0.092727 0.054942 0.046172 -0.121674 0.068233 0.018396 0.000000 0.000000 0.000000 0.214401 0.066224 0.095707
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.129805 0.067469 0.063587 -0.059349 0.170702 0.020967 0.000000 0.000000 0.000000 0.189154 0.070000 0.205382
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
