#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.016779 0.036115 0.008708 0.016712 0.035946 0.008630 0.016710 0.035836 0.009000 0.063204 -0.004676 0.063204 0.020915 0.046069 0.011220 0.016778 0.036000 0.009076 0.061758 -0.003765 0.061758 0.028177 0.039931 0.012182 0.028084 0.039754 0.012170 0.028083 0.040037 0.012170 0.056666 0.012841 0.056666 0.035371 0.050323 0.016129 0.028177 0.040277 0.012182 0.055369 0.013807 0.055369
9.300000 0.044765 0.059979 0.020278 0.044101 0.059769 0.020134 0.044092 0.059778 0.020729 0.120630 0.025524 0.120630 0.067415 0.076879 0.027337 0.044756 0.060153 0.020946 0.119226 0.024182 0.119226 0.066585 0.063773 0.025334 0.065625 0.063373 0.025096 0.065608 0.063303 0.025377 0.096561 0.087807 0.096561 0.098807 0.072317 0.034730 0.066567 0.063700 0.025505 0.097041 0.082571 0.097041
9.500000 0.138157 0.090337 0.043596 0.132852 0.090104 0.043092 0.132807 0.090359 0.044263 0.230391 0.094654 0.139556 0.202497 0.089755 0.051340 0.138108 0.090739 0.044803 0.234105 0.091447 0.139841 0.189206 0.071140 0.046440 0.182980 0.071415 0.046092 0.182925 0.072277 0.046038 0.294382 0.062863 0.150474 0.258285 0.060816 0.047271 0.189147 0.072018 0.046381 0.300272 0.058202 0.151311
9.700000 0.316038 0.058511 0.049529 0.307202 0.057863 0.049942 0.307106 0.056909 0.051799 0.379839 0.058290 0.079192 0.367921 0.040239 0.039767 0.315933 0.057586 0.050190 0.387075 0.056150 0.079692 0.350366 0.023954 0.031318 0.342520 0.026275 0.032159 0.342427 0.023945 0.033029 0.404384 0.016459 0.063459 0.378833 0.023235 0.024711 0.350268 0.023928 0.032487 0.407652 0.017466 0.060153
9.900000 0.408447 0.018451 0.027798 0.404009 0.019673 0.030397 0.403998 0.019013 0.030402 0.413772 0.035265 0.053340 0.422483 0.025408 0.030689 0.408409 0.017796 0.028148 0.434763 0.027390 0.060001 0.386399 0.018533 0.029692 0.382428 0.017825 0.029181 0.382416 0.015927 0.029210 0.391140 0.043444 0.062708 0.393523 0.028081 0.029776 0.386356 0.017361 0.029719 0.414782 0.034543 0.076020
10.100000 0.404875 0.023518 0.034246 0.395157 0.022775 0.032121 0.395124 0.020237 0.033721 0.403836 0.029583 0.060270 0.436762 0.026511 0.036737 0.404736 0.020480 0.035223 0.470889 0.013358 0.091066 0.356822 0.025178 0.035982 0.345460 0.023674 0.034863 0.345397 0.022059 0.034843 0.371173 0.042405 0.065665 0.393438 0.031179 0.037773 0.356642 0.021024 0.036184 0.435603 0.021756 0.101053
10.300000 0.396245 0.025266 0.036683 0.376559 0.026645 0.035613 0.376459 0.023833 0.037247 0.390796 0.033058 0.067812 0.432050 0.030870 0.036652 0.395979 0.024921 0.039840 0.456258 0.027248 0.086774 0.339137 0.026321 0.033365 0.315986 0.028583 0.035914 0.315821 0.023222 0.036012 0.348908 0.045407 0.075692 0.379998 0.037421 0.036363 0.338755 0.023738 0.033902 0.417472 0.034532 0.092254
10.500000 0.383182 0.028999 0.036634 0.363712 0.030354 0.036603 0.363537 0.026325 0.037137 0.375544 0.043575 0.072096 0.411832 0.033944 0.033719 0.382679 0.023821 0.040649 0.442963 0.035787 0.066697 0.321765 0.029109 0.032130 0.298166 0.031261 0.036425 0.297919 0.022530 0.036425 0.317453 0.060088 0.066021 0.355396 0.038496 0.031420 0.321057 0.022318 0.031835 0.398822 0.044189 0.080192
10.700000 0.372592 0.032903 0.040396 0.353596 0.033558 0.039219 0.353241 0.028872 0.038877 0.367978 0.059521 0.056871 0.404377 0.034048 0.033670 0.371754 0.026026 0.039559 0.433353 0.039522 0.066696 0.307880 0.030827 0.034945 0.284250 0.033610 0.038621 0.283715 0.023244 0.037949 0.312796 0.075637 0.076569 0.346552 0.037721 0.030884 0.306646 0.023752 0.035052 0.388419 0.046815 0.076074
10.900000 0.365900 0.034598 0.039467 0.347662 0.036112 0.039591 0.346924 0.028603 0.038875 0.355404 0.075246 0.053115 0.402781 0.035433 0.037433 0.364552 0.028293 0.038760 0.423144 0.061638 0.060196 0.298567 0.036221 0.039070 0.276016 0.038057 0.039666 0.274907 0.024717 0.039267 0.294873 0.093022 0.059893 0.342515 0.039463 0.031941 0.296674 0.024256 0.037922 0.370947 0.066137 0.065056
