#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000000 0.000000 0.000000
9.300000 0.000000 0.000000 0.000000 0.000004 0.000007 0.000002 0.000000 0.000000 0.000000 0.000001 0.000005 0.000001 -0.000004 0.000002 0.000008 -0.000001 0.000001 0.000005
9.500000 -0.000007 0.000004 0.000016 0.000071 0.000215 0.000040 -0.000005 0.000003 0.000012 0.000048 0.000343 0.000039 -0.000078 0.000043 0.000234 -0.000052 0.000042 0.000357
9.700000 -0.004433 0.004305 0.006630 0.086799 0.075278 0.042041 -0.006457 0.006188 0.009853 0.056451 0.148554 0.048761 -0.091231 0.045651 0.082405 -0.062908 0.053508 0.172035
9.900000 -0.031699 0.005498 0.003291 0.226734 0.020748 0.037708 -0.009563 0.020664 0.018629 0.043838 0.111909 0.085160 -0.258433 0.042603 0.023938 -0.053401 0.111018 0.133232
10.100000 -0.034374 0.005551 0.003786 0.178096 0.017203 0.032434 -0.000507 0.015084 0.013438 0.003234 0.107464 0.070225 -0.212470 0.037710 0.021212 -0.003741 0.087556 0.122187
10.300000 -0.037284 0.007403 0.003419 0.153736 0.014079 0.034437 -0.000935 0.012818 0.011967 0.005666 0.094350 0.064372 -0.191019 0.041852 0.017415 -0.006601 0.078192 0.104079
10.500000 -0.040192 0.009830 0.002635 0.147945 0.011929 0.035986 -0.001390 0.012504 0.011878 0.007754 0.084154 0.061048 -0.188137 0.044482 0.014656 -0.009144 0.073420 0.097396
10.700000 -0.047184 0.011320 0.001761 0.163905 0.010797 0.041924 -0.002567 0.012922 0.012762 0.014012 0.080756 0.063323 -0.211089 0.054724 0.012988 -0.016579 0.075246 0.093483
10.900000 -0.058417 0.014893 0.000000 0.182667 0.009987 0.046748 -0.003976 0.015284 0.013313 0.017327 0.075823 0.063473 -0.241084 0.062634 0.010531 -0.021303 0.077801 0.089386
11.100000 -0.060805 0.015883 0.000271 0.164773 0.016520 0.035534 -0.000805 0.015464 0.015948 0.003266 0.070042 0.057487 -0.225579 0.051718 0.017776 -0.004071 0.071993 0.084203
11.300000 -0.053398 0.013179 0.002530 0.153385 0.018324 0.033609 0.004591 0.014902 0.018276 -0.013770 0.063364 0.050072 -0.206783 0.046547 0.019398 0.018362 0.065850 0.082177
11.500000 -0.049381 0.012381 0.000590 0.136982 0.019818 0.025382 0.010529 0.013153 0.021683 -0.025555 0.056408 0.037979 -0.186363 0.037792 0.019693 0.036084 0.051969 0.079112
11.700000 -0.042822 0.008745 -0.000542 0.118416 0.011954 0.016696 0.013210 0.011229 0.022180 -0.026905 0.049693 0.020721 -0.161238 0.025548 0.011568 0.040115 0.032245 0.071589
11.900000 -0.031876 0.005791 -0.000625 0.091987 0.006286 0.010087 0.013499 0.008590 0.024907 -0.023031 0.044143 0.011920 -0.123863 0.015403 0.005390 0.036530 0.021421 0.069655
12.100000 -0.018396 0.003089 0.000653 0.058862 0.005086 0.006519 0.010477 0.012411 0.029960 -0.014228 0.042392 0.011898 -0.077258 0.009457 0.005231 0.024706 0.024309 0.072453
12.300000 -0.006019 0.001747 0.002358 0.018333 0.010026 0.003086 0.009055 0.011625 0.036999 -0.009194 0.037650 0.011925 -0.024352 0.004653 0.012198 0.018249 0.024841 0.073372
12.500000 0.003826 0.001427 0.004480 -0.011653 0.013687 0.007579 -0.000861 0.025661 0.044899 -0.000500 0.031899 0.016588 0.015479 0.008622 0.018101 -0.000361 0.044175 0.077697
12.700000 0.008455 0.001143 0.003302 -0.034923 0.013152 0.007216 -0.014749 0.033619 0.050907 0.008279 0.024960 0.020475 0.043377 0.008245 0.015863 -0.023028 0.054079 0.071040
12.900000 0.011341 -0.000404 0.005308 -0.041152 0.012053 0.007283 -0.018766 0.037853 0.058269 0.012036 0.017435 0.022587 0.052493 0.005859 0.017932 -0.030802 0.061718 0.077755
13.100000 0.010286 0.001859 0.001923 -0.050982 0.010486 0.008834 -0.060911 0.068223 0.064353 0.016969 0.014505 0.020092 0.061268 0.010879 0.011360 -0.077880 0.088313 0.076786
13.300000 0.011743 -0.000907 0.005394 -0.036952 0.003841 0.015110 -0.054561 0.050602 0.081462 0.018730 0.009562 0.018196 0.048696 0.013477 0.008659 -0.073291 0.068995 0.091352
13.500000 0.017619 0.000590 0.005502 -0.078581 -0.001026 0.025644 -0.091111 0.076010 0.049382 0.019943 0.002385 0.015514 0.096200 0.023911 0.002197 -0.111055 0.092411 0.051392
