#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.494968 0.000156 0.000023 -4.494968 0.000155 0.000023 -4.494968 0.000158 0.000023 -4.494737 4.494737 0.000237 -4.494945 0.000295 0.000041 -4.494968 0.000160 0.000023 -4.494750 4.494750 0.000224 -4.494925 0.000280 0.000047 -4.494926 0.000278 0.000046 -4.494926 0.000263 0.000047 -4.494737 4.494737 0.000210 -4.494861 0.000543 0.000091 -4.494925 0.000266 0.000047 -4.494750 4.494750 0.000195
9.300000 -4.494823 0.000530 0.000116 -4.494827 0.000523 0.000113 -4.494827 0.000525 0.000114 -4.494515 4.494515 0.000388 -4.494573 0.001019 0.000260 -4.494823 0.000533 0.000117 -4.494507 4.494507 0.000394 -4.494585 0.000979 0.000225 -4.494595 0.000962 0.000220 -4.494595 0.000963 0.000221 -4.494751 4.494751 0.000000 -4.493993 0.005606 0.000515 -4.494585 0.000978 0.000226 -4.494748 4.494748 -0.000002
9.500000 -4.493722 0.023612 0.000653 -4.493802 0.018896 0.000618 -4.493802 0.018888 0.000619 -4.489220 0.633816 0.004845 -4.474058 0.152515 0.019129 -4.493723 0.023603 0.000656 -4.481435 0.648702 0.012558 -4.482439 0.105327 0.010865 -4.486746 0.098680 0.006667 -4.486765 0.097187 0.006648 -4.413523 0.828523 0.079206 -4.348906 0.245664 0.088789 -4.482460 0.104491 0.010844 -4.386762 0.724766 0.105761
9.700000 -4.349234 0.258746 0.094196 -4.364730 0.254575 0.088575 -4.364854 0.253274 0.088708 -4.166947 0.524693 0.233232 -4.122955 0.262606 0.163710 -4.349378 0.257242 0.094437 -4.140547 0.473128 0.241473 -4.099585 0.218961 0.141759 -4.121315 0.219957 0.143740 -4.121486 0.222526 0.144081 -3.907490 0.469648 0.257630 -3.855180 0.206869 0.128161 -4.099779 0.218367 0.142138 -3.878378 0.451653 0.257455
9.900000 -3.901890 0.224121 0.135993 -3.919624 0.226991 0.135587 -3.919621 0.226894 0.138653 -3.930546 0.515918 0.156134 -3.766461 0.219486 0.130361 -3.901939 0.224455 0.141735 -3.861119 0.437999 0.189051 -3.638905 0.181914 0.115429 -3.656707 0.187989 0.115074 -3.656697 0.193670 0.114312 -3.670558 0.385540 0.143977 -3.502977 0.172921 0.109631 -3.638941 0.191685 0.110371 -3.607897 0.373585 0.164503
10.100000 -3.651905 0.188459 0.120193 -3.669993 0.192208 0.119707 -3.669870 0.194858 0.117896 -3.844666 0.469666 0.111414 -3.540359 0.191358 0.118110 -3.651903 0.188463 0.117712 -3.652667 0.352415 0.204650 -3.391033 0.157673 0.107455 -3.408879 0.161158 0.105704 -3.408730 0.161389 0.098157 -3.586215 0.399934 0.097203 -3.279404 0.143929 0.105182 -3.390988 0.158476 0.101760 -3.418069 0.332599 0.168702
10.300000 -3.464050 0.165669 0.102511 -3.498802 0.167314 0.109595 -3.498558 0.168599 0.100535 -3.741986 0.458841 0.089883 -3.307706 0.158541 0.107125 -3.464057 0.166325 0.102304 -3.458411 0.308347 0.194853 -3.204846 0.122111 0.095132 -3.237422 0.129077 0.093233 -3.237170 0.132710 0.089926 -3.505877 0.397603 0.042798 -3.047272 0.128587 0.103714 -3.204802 0.129453 0.094219 -3.217132 0.274595 0.156060
10.500000 -3.299991 0.133227 0.090555 -3.337649 0.142607 0.089053 -3.337252 0.146610 0.084749 -3.604988 0.400997 0.063898 -3.163055 0.134400 0.091528 -3.299736 0.141456 0.082850 -3.338954 0.276031 0.155087 -3.039643 0.111329 0.090099 -3.075202 0.111911 0.085962 -3.074791 0.116276 0.083606 -3.350925 0.350535 0.048446 -2.901979 0.120365 0.090683 -3.039283 0.114673 0.086303 -3.099517 0.250746 0.132649
10.700000 -3.132719 0.108402 0.075424 -3.166947 0.110047 0.074955 -3.166220 0.117173 0.072355 -3.429648 0.333524 0.067772 -2.991810 0.108368 0.078467 -3.132131 0.112573 0.073925 -3.195962 0.234346 0.137974 -2.873559 0.102572 0.084040 -2.905251 0.102244 0.084492 -2.904494 0.108743 0.079597 -3.175898 0.314209 0.056257 -2.730951 0.109045 0.091527 -2.872788 0.107073 0.079969 -2.953570 0.228939 0.114867
10.900000 -2.959929 0.082743 0.063609 -2.990450 0.087659 0.063555 -2.988897 0.092314 0.063359 -3.242740 0.267195 0.073138 -2.817602 0.081161 0.069368 -2.958499 0.087188 0.062876 -3.049006 0.221468 0.118706 -2.700873 0.104849 0.097014 -2.729180 0.106107 0.095910 -2.727541 0.112376 0.089219 -2.986670 0.267803 0.076340 -2.559128 0.105112 0.094754 -2.699163 0.107244 0.091813 -2.803307 0.209845 0.112549
