#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000005 0.000003 0.000005 0.000434 0.000547 0.000212 -0.000001 0.000010 0.000005 0.000192 0.002065 0.000495 -0.000439 0.000215 0.000553 -0.000193 0.000507 0.002066
9.300000 -0.000017 0.000007 0.001328 0.001575 0.139214 0.000693 -0.000000 0.000079 0.000011 0.000034 0.129649 0.000978 -0.001592 0.000700 0.140542 -0.000035 0.001024 0.129648
9.500000 -0.004128 0.002332 0.002189 0.219758 0.027584 0.101526 -0.000194 0.006299 0.000542 0.038500 0.232459 0.092032 -0.223886 0.103733 0.029513 -0.038694 0.101316 0.233932
9.700000 -0.008083 0.001670 0.000617 0.182425 0.020366 0.041034 -0.000401 0.010263 0.001584 0.053401 0.210253 0.256904 -0.190508 0.042702 0.020993 -0.053802 0.270317 0.210851
9.900000 -0.008361 0.002784 0.001271 0.124739 0.023216 0.044961 0.000038 0.006627 0.003053 -0.001337 0.209836 0.172140 -0.133100 0.047972 0.024571 0.001375 0.184426 0.211435
10.100000 -0.015972 0.004601 0.001896 0.156625 0.025923 0.046648 0.000518 0.009714 0.003014 -0.033875 0.161719 0.156567 -0.172597 0.050833 0.028167 0.034393 0.172245 0.165439
10.300000 -0.016505 0.004701 0.001845 0.119673 0.021264 0.033046 0.001402 0.013087 0.002718 -0.068425 0.160413 0.154826 -0.136178 0.037443 0.022994 0.069827 0.174361 0.165523
10.500000 -0.012753 0.003780 0.001033 0.099943 0.015699 0.025846 0.002339 0.016201 0.003134 -0.097657 0.171807 0.127338 -0.112696 0.029605 0.016949 0.099996 0.154301 0.174442
10.700000 -0.008085 0.001839 0.001407 0.078581 0.015428 0.015018 0.003468 0.019639 0.003917 -0.128616 0.172298 0.133208 -0.086666 0.016864 0.016867 0.132084 0.152073 0.177595
10.900000 -0.006635 0.001277 0.001427 0.073256 0.011029 0.014982 0.005919 0.018955 0.006197 -0.155576 0.172857 0.112612 -0.079891 0.016188 0.011660 0.161495 0.132869 0.180478
11.100000 -0.004081 0.000736 0.001105 0.050626 0.012481 0.011203 0.006871 0.023078 0.007160 -0.131216 0.143550 0.131675 -0.054707 0.011498 0.013210 0.138087 0.159785 0.151370
11.300000 -0.003433 0.001095 0.000714 0.041801 0.028773 0.006094 0.008159 0.027847 0.008046 -0.152655 0.152655 0.135472 -0.045234 0.006795 0.028893 0.160814 0.162554 0.160814
11.500000 -0.001183 0.001466 0.001138 -0.018202 0.032922 -0.002839 0.017531 0.027825 0.016864 -0.235857 0.235857 0.102083 0.017019 -0.000900 0.034103 0.253387 0.121963 0.252867
11.700000 0.004165 0.002640 0.002569 -0.065042 0.044591 0.016764 0.030818 0.039152 0.027769 -0.325491 0.246412 0.094309 0.069207 0.018614 0.046344 0.356309 0.115235 0.274590
11.900000 -0.004091 0.001833 0.006125 0.127904 0.087206 0.046075 0.010680 0.034551 0.006486 -0.146196 0.126345 0.170437 -0.131995 0.039486 0.088786 0.156876 0.217818 0.134652
12.100000 0.027617 -0.010820 0.026278 0.000000 0.000000 0.000000 0.053447 0.111703 0.039433 0.000000 0.000000 0.326046 0.000000 0.000000 0.000000 0.000000 0.480415 0.000000
