#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 0.000000 0.000000 0.000000 0.000002 0.000001 0.000002 0.000000 0.000000 0.000000 0.000002 0.000012 0.000002 -0.000002 0.000002 0.000001 -0.000002 0.000002 0.000012
9.500000 -0.000008 0.000003 0.000012 0.000051 0.000103 0.000023 -0.000011 0.000005 0.000010 0.000085 0.000518 0.000061 -0.000059 0.000026 0.000115 -0.000096 0.000065 0.000536
9.700000 -0.004605 0.004473 0.006114 0.068632 0.068901 0.035532 -0.003972 0.003870 0.008095 0.041975 0.175193 0.034729 -0.073236 0.040004 0.073930 -0.045948 0.037748 0.177332
9.900000 -0.031668 0.004739 0.003148 0.210711 0.024982 0.030972 -0.003689 0.013092 0.014885 0.023818 0.138281 0.073886 -0.242379 0.036003 0.028664 -0.027507 0.090390 0.161453
10.100000 -0.033896 0.005485 0.003778 0.169420 0.022742 0.030523 -0.000220 0.010584 0.010823 0.002290 0.125485 0.066290 -0.203316 0.035585 0.027320 -0.002510 0.078522 0.132674
10.300000 -0.037226 0.007445 0.004220 0.148632 0.019927 0.030451 -0.000590 0.009758 0.009934 0.005811 0.106775 0.069285 -0.185858 0.036714 0.024306 -0.006400 0.079540 0.117693
10.500000 -0.040269 0.008569 0.004251 0.142397 0.017600 0.031565 -0.001296 0.009634 0.009809 0.011054 0.097832 0.065604 -0.182667 0.040219 0.021705 -0.012350 0.072932 0.106796
10.700000 -0.048710 0.009770 0.003508 0.163141 0.017801 0.033216 -0.002975 0.009962 0.011047 0.022113 0.102209 0.065127 -0.211851 0.041806 0.022000 -0.025088 0.074191 0.110634
10.900000 -0.062076 0.011853 0.003607 0.183775 0.019581 0.038034 -0.004666 0.010526 0.013101 0.028045 0.089011 0.063178 -0.245851 0.049373 0.023426 -0.032711 0.073513 0.102198
11.100000 -0.063001 0.012205 0.003794 0.166397 0.022769 0.034084 -0.001502 0.012962 0.014562 0.007595 0.080578 0.057890 -0.229398 0.047600 0.027023 -0.009097 0.069064 0.096178
11.300000 -0.056314 0.011652 0.004189 0.155984 0.019498 0.035211 0.004025 0.013688 0.017808 -0.016196 0.075320 0.054211 -0.212298 0.046431 0.023268 0.020221 0.068428 0.092717
11.500000 -0.048154 0.008988 0.004656 0.135905 0.019361 0.026250 0.011662 0.012565 0.021414 -0.035625 0.068447 0.035867 -0.184060 0.035616 0.023494 0.047287 0.049445 0.089861
11.700000 -0.040827 0.007477 0.001611 0.110098 0.012709 0.017703 0.016548 0.010190 0.021665 -0.038602 0.052346 0.020509 -0.150925 0.025151 0.015220 0.055150 0.031019 0.074363
11.900000 -0.029414 0.004191 0.001746 0.082427 0.008564 0.009621 0.022367 0.005100 0.022778 -0.042806 0.044097 0.008209 -0.111841 0.014102 0.009963 0.065174 0.012343 0.066793
12.100000 -0.017679 0.001755 0.002661 0.052426 0.008107 0.005407 0.029256 0.005870 0.027315 -0.039547 0.036035 0.006812 -0.070105 0.006514 0.009987 0.068803 0.013425 0.063351
12.300000 -0.005323 0.001616 0.003184 0.017077 0.009896 0.005767 0.027836 0.012007 0.026233 -0.031173 0.029278 0.008332 -0.022400 0.007259 0.013096 0.059009 0.018001 0.055509
12.500000 0.004249 0.001240 0.004886 -0.010479 0.012401 0.008160 0.027145 0.011373 0.032196 -0.020664 0.024450 0.007624 0.014728 0.009350 0.017358 0.047809 0.018223 0.056774
12.700000 0.007958 0.001791 0.003850 -0.024652 0.008362 0.010684 0.023963 0.021195 0.027356 -0.011727 0.014004 0.009959 0.032610 0.012185 0.012050 0.035690 0.030311 0.041506
12.900000 0.011586 0.001690 0.003856 -0.049543 0.017054 0.005208 0.007975 0.024746 0.025668 -0.003685 0.013211 0.008342 0.061129 0.006893 0.020453 0.011660 0.033142 0.040087
13.100000 0.010317 0.003165 0.001080 -0.053948 0.010958 0.004494 -0.019932 0.028142 0.015643 0.006352 0.007858 0.009217 0.064265 0.006457 0.011398 -0.026284 0.037400 0.023137
13.300000 0.009203 0.001342 0.002934 -0.038358 0.010449 0.007596 -0.022804 0.021177 0.026455 0.005243 0.009324 0.004944 0.047560 0.008912 0.013049 -0.028047 0.025823 0.035260
13.500000 0.016865 0.001002 0.005518 -0.080143 0.013571 0.012793 -0.051682 0.043195 0.020611 0.008440 0.007178 0.005921 0.097008 0.011731 0.017133 -0.060123 0.048367 0.024268
13.700000 0.017289 0.002419 0.005456 -0.098091 0.027755 0.017384 -0.043944 0.044441 0.029031 0.003719 0.008314 0.003918 0.115380 0.016737 0.035001 -0.047663 0.046346 0.037864
13.900000 0.016789 0.003071 0.006880 -0.103271 0.032918 0.009926 -0.108379 0.106496 -0.016824 0.010159 0.002787 0.008978 0.120060 0.011502 0.037540 -0.118538 0.113260 -0.014990
14.100000 0.004999 0.009335 0.000087 -0.117333 0.072105 -0.006823 0.036741 0.003235 0.078816 0.002374 0.002408 0.004707 0.122332 -0.005122 0.069864 0.034366 0.008124 0.081617
14.300000 0.004272 0.006971 0.002598 -0.144984 0.121545 0.050241 0.000000 0.000000 0.154655 0.002620 0.007627 0.004420 0.149256 0.050304 0.120835 0.000000 0.000000 0.161824
14.500000 0.001652 0.002513 0.006405 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003348 0.017526 0.001879 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001011 0.022490 -0.000055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
