#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.494922 0.000307 0.000053 -4.494923 0.000304 0.000052 -4.494923 0.000297 0.000053 -4.494889 4.494889 0.000068 -4.494848 0.000577 0.000104 -4.494922 0.000299 0.000053 -4.494891 4.494891 0.000066 -4.494831 0.000469 0.000103 -4.494833 0.000465 0.000102 -4.494833 0.000465 0.000101 -4.494908 4.494908 -0.000007 -4.494677 0.000904 0.000205 -4.494831 0.000469 0.000102 -4.494909 4.494909 -0.000019
9.300000 -4.494656 0.000842 0.000198 -4.494662 0.000828 0.000195 -4.494662 0.000828 0.000196 -4.494529 0.379529 0.000293 -4.494202 0.001899 0.000428 -4.494656 0.000842 0.000199 -4.494538 0.379538 0.000282 -4.494225 0.001452 0.000408 -4.494239 0.001433 0.000401 -4.494240 0.001434 0.000401 -4.493850 0.528850 0.000700 -4.493136 0.047445 0.000939 -4.494225 0.001452 0.000407 -4.493811 0.543811 0.000736
9.500000 -4.493197 0.038273 0.000850 -4.493287 0.033938 0.000813 -4.493288 0.035989 0.000831 -4.491525 0.374165 0.002215 -4.450144 0.216939 0.042230 -4.493198 0.042341 0.000868 -4.485194 0.386831 0.008471 -4.461628 0.143860 0.030910 -4.465649 0.136523 0.027014 -4.465687 0.137052 0.026975 -4.387524 0.477020 0.105117 -4.261680 0.229834 0.118751 -4.461672 0.143857 0.030867 -4.377313 0.486955 0.115179
9.700000 -4.296490 0.261481 0.110952 -4.312960 0.261034 0.104159 -4.313221 0.261279 0.105154 -4.131255 0.472170 0.253495 -4.056518 0.242586 0.153396 -4.296865 0.261833 0.113265 -4.104733 0.445274 0.254199 -4.025331 0.209500 0.134462 -4.044266 0.210697 0.134853 -4.044586 0.209485 0.136457 -3.867079 0.410604 0.259756 -3.785449 0.197714 0.128762 -4.025700 0.208690 0.135415 -3.843501 0.410940 0.251643
9.900000 -3.848062 0.214039 0.141030 -3.863496 0.214440 0.139630 -3.863461 0.213472 0.140891 -3.885297 0.421876 0.179523 -3.719429 0.224845 0.132021 -3.848114 0.214943 0.137547 -3.828655 0.412448 0.203683 -3.582475 0.171412 0.118211 -3.597917 0.174485 0.119691 -3.597820 0.173655 0.116644 -3.640326 0.372469 0.135939 -3.451740 0.168036 0.111499 -3.582446 0.169320 0.117060 -3.591201 0.373242 0.147947
10.100000 -3.608319 0.196049 0.122794 -3.626242 0.193715 0.124029 -3.625940 0.193045 0.123739 -3.778374 0.402213 0.131698 -3.487679 0.184501 0.118839 -3.608309 0.192499 0.122151 -3.610748 0.336746 0.219274 -3.345794 0.148979 0.102109 -3.362646 0.152754 0.104923 -3.362295 0.154125 0.102245 -3.546101 0.380409 0.091710 -3.226511 0.139439 0.100511 -3.345696 0.151709 0.101034 -3.377549 0.327175 0.165071
10.300000 -3.424206 0.166479 0.110589 -3.458032 0.170538 0.111931 -3.457507 0.169067 0.107168 -3.681880 0.384449 0.121469 -3.264932 0.149134 0.103444 -3.424093 0.166745 0.102844 -3.437416 0.289283 0.180918 -3.162296 0.130222 0.092846 -3.194114 0.133706 0.091644 -3.193557 0.136120 0.090057 -3.439432 0.358961 0.078696 -3.001999 0.117998 0.105814 -3.162075 0.129263 0.092580 -3.192860 0.263179 0.164188
10.500000 -3.261083 0.136277 0.094154 -3.293053 0.139873 0.096673 -3.292289 0.140864 0.094178 -3.538266 0.378457 0.087922 -3.129402 0.126178 0.088286 -3.260444 0.136081 0.091102 -3.321770 0.251701 0.152407 -2.999272 0.120108 0.090305 -3.029074 0.123312 0.092344 -3.028310 0.122843 0.084234 -3.283913 0.331959 0.062855 -2.865705 0.125630 0.095446 -2.998575 0.121832 0.084801 -3.073142 0.236802 0.130390
10.700000 -3.093457 0.114365 0.077893 -3.121835 0.116494 0.080937 -3.120519 0.120170 0.075927 -3.353534 0.289930 0.089715 -2.953731 0.103708 0.081662 -3.092470 0.117018 0.077097 -3.159452 0.231899 0.143173 -2.830601 0.107601 0.084650 -2.856781 0.109822 0.083999 -2.855409 0.112357 0.080743 -3.109525 0.290446 0.075846 -2.691734 0.114997 0.096238 -2.829476 0.110888 0.078703 -2.913682 0.214556 0.129236
10.900000 -2.919364 0.083864 0.066424 -2.944344 0.086455 0.065313 -2.942094 0.091473 0.065831 -3.162260 0.256397 0.075844 -2.782888 0.081047 0.071423 -2.917387 0.085114 0.063093 -3.005999 0.219214 0.107453 -2.656529 0.113088 0.095461 -2.679363 0.112970 0.095298 -2.677006 0.116267 0.092044 -2.920218 0.284302 0.075376 -2.518730 0.105211 0.096333 -2.654308 0.114749 0.093478 -2.769456 0.204245 0.112117
