#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000001 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000001 0.000000 0.000003 0.000000 0.000000 0.000000
9.300000 -0.000000 0.000000 0.000002 0.000008 0.000036 0.000005 0.000000 0.000000 0.000000 0.000000 0.000001 0.000001 -0.000009 0.000005 0.000038 0.000000 0.000001 0.000001
9.500000 -0.000032 0.000016 0.000048 0.000405 0.000739 0.000215 -0.000000 0.000000 0.000010 0.000000 0.005333 0.000000 -0.000437 0.000231 0.000787 0.000000 0.000000 0.005331
9.700000 -0.006258 0.006044 0.013330 0.097633 0.096588 0.070460 0.000000 0.000000 0.000951 0.000000 1.435511 0.000000 -0.103891 0.076509 0.112232 0.000000 0.000000 1.435511
9.900000 -0.029284 0.006033 0.004027 0.182928 0.037522 0.030969 -0.000003 0.000003 0.000994 0.000000 1.293005 0.001354 -0.212212 0.035410 0.039871 0.000000 0.001333 1.293040
10.100000 -0.025092 0.004264 0.005782 0.127379 0.034121 0.022148 -0.000001 0.003723 0.000086 0.000000 0.496922 0.092756 -0.152471 0.026412 0.039530 0.000000 0.096476 0.496937
10.300000 -0.030293 0.005333 0.004093 0.125259 0.023511 0.023394 -0.000001 0.004662 0.000153 0.377209 -0.031296 0.479171 -0.155551 0.028344 0.028406 -0.377210 0.484329 -0.031113
10.500000 -0.047489 0.009368 0.003525 0.153411 0.021584 0.029027 -0.000007 0.004354 0.000261 0.231694 0.078126 0.328079 -0.200899 0.037775 0.023951 -0.231701 0.335581 0.078158
10.700000 -0.053487 0.009145 0.003805 0.147258 0.019816 0.022539 -0.000018 0.005142 0.000256 0.113462 0.258021 0.225197 -0.200745 0.032240 0.024995 -0.113480 0.232723 0.258156
10.900000 -0.052512 0.009109 0.002810 0.152952 0.019482 0.021199 -0.000047 0.004951 0.000609 0.110709 0.160569 0.230337 -0.205464 0.030193 0.023468 -0.110757 0.236620 0.161369
11.100000 -0.048010 0.007366 0.003943 0.155655 0.019310 0.020155 -0.000111 0.005415 0.000843 0.070818 0.137021 0.208683 -0.203665 0.027008 0.023335 -0.070929 0.213873 0.138401
11.300000 -0.042065 0.006824 0.003234 0.149051 0.019065 0.018343 -0.000177 0.006759 0.001124 0.038439 0.116133 0.186628 -0.191116 0.024403 0.022396 -0.038616 0.192528 0.116909
11.500000 -0.034085 0.005639 0.003637 0.139537 0.019500 0.018152 0.000756 0.008302 0.001926 -0.044914 0.125815 0.123228 -0.173622 0.023383 0.024300 0.045670 0.130531 0.128881
11.700000 -0.025826 0.004564 0.004640 0.119839 0.023947 0.018733 0.004375 0.008772 0.004060 -0.123766 0.114349 0.071496 -0.145664 0.023443 0.028370 0.128141 0.079760 0.117815
11.900000 -0.016078 0.004064 0.005186 0.087816 0.029083 0.022604 0.015547 0.010969 0.009667 -0.186480 0.116675 0.043861 -0.103894 0.026550 0.034825 0.202027 0.049070 0.123415
12.100000 -0.008011 0.003598 0.004626 0.045619 0.029646 0.019135 0.033108 0.011307 0.016239 -0.196268 0.099186 0.039839 -0.053630 0.023256 0.033457 0.229376 0.042515 0.107638
12.300000 -0.003612 0.002654 0.002689 0.021630 0.018324 0.016505 0.067219 0.013305 0.029991 -0.212007 0.098729 0.027739 -0.025243 0.019496 0.020822 0.279226 0.033955 0.126785
12.500000 -0.002842 0.002625 0.000715 0.021918 0.003527 0.017913 0.104791 0.027479 0.049825 -0.172294 0.079264 0.012843 -0.024760 0.020485 0.003749 0.277084 0.034308 0.133556
12.700000 0.000450 0.000767 0.003153 -0.004942 0.025406 0.002891 0.162521 0.021454 0.085280 -0.114905 0.047545 0.006923 0.005392 0.002929 0.028092 0.277427 0.023185 0.130531
12.900000 -0.003389 0.003625 -0.000005 0.046668 0.005506 0.035953 0.134541 0.028922 0.063295 -0.068155 0.028749 0.009426 -0.050057 0.039091 0.005575 0.202696 0.035812 0.088246
13.100000 0.004192 0.002873 0.002182 -0.049211 0.036389 0.018430 0.147171 0.016482 0.092487 -0.033834 0.016883 0.019882 0.053404 0.019746 0.037903 0.181006 0.029593 0.107610
13.300000 0.001387 0.001446 0.003640 0.000000 0.000000 0.000000 0.087954 0.030891 0.072155 -0.014870 0.010541 0.014205 0.000000 0.000000 0.000000 0.102824 0.042325 0.077458
13.500000 -0.007987 0.019067 -0.007404 0.000000 0.000000 0.000000 0.205352 0.028781 0.146806 -0.022187 0.024289 0.007161 0.000000 0.000000 0.000000 0.227539 0.026565 0.163657
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.041559 0.033779 0.001563 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
