#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000
9.300000 0.000000 0.000000 0.000001 0.000006 0.000009 0.000004 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 -0.000006 0.000004 0.000010 0.000000 0.000000 0.000001
9.500000 -0.000019 0.000011 0.000039 0.000180 0.000401 0.000109 0.000000 -0.000000 0.000007 0.000000 0.899985 0.000000 -0.000199 0.000120 0.000440 0.000000 0.000000 0.899985
9.700000 -0.000303 0.000131 0.015162 0.064133 0.098564 0.055832 0.000000 0.000000 0.000421 1.560166 -0.035733 1.559773 -0.064435 0.055963 0.111979 -1.560166 1.559741 -0.035733
9.900000 -0.030750 0.008821 0.002934 0.184499 0.035585 0.037140 -0.000015 0.001040 0.000501 1.359996 -0.003139 1.384621 -0.215248 0.044151 0.037108 -1.360011 1.386520 -0.003140
10.100000 -0.025009 0.004506 0.006556 0.124455 0.041395 0.023222 -0.000002 0.004965 0.000025 1.197653 -0.134979 1.307207 -0.149464 0.027405 0.047951 -1.197655 1.312655 -0.134912
10.300000 -0.028187 0.004654 0.005604 0.113806 0.029870 0.020028 0.000000 0.004671 0.000030 0.000000 0.432193 0.118923 -0.141993 0.024306 0.035873 0.000000 0.122304 0.432195
10.500000 -0.041595 0.007437 0.003562 0.141983 0.022718 0.027429 -0.000000 0.004102 0.000088 0.000000 0.346113 0.100500 -0.183578 0.034316 0.026647 0.000000 0.106704 0.346126
10.700000 -0.057077 0.009870 0.004738 0.152747 0.025532 0.024217 -0.000004 0.004443 0.000184 0.000000 0.404388 0.112252 -0.209824 0.035470 0.027666 0.000000 0.119839 0.404395
10.900000 -0.055999 0.008741 0.005112 0.148584 0.023917 0.021434 -0.000009 0.004889 0.000413 0.613790 -0.111398 0.739380 -0.204583 0.030287 0.028744 -0.613799 0.748987 -0.111302
11.100000 -0.053926 0.008595 0.003942 0.153237 0.023655 0.018944 -0.000076 0.005429 0.000741 0.292788 0.042496 0.436128 -0.207162 0.026766 0.027836 -0.292865 0.443101 0.042759
11.300000 -0.047980 0.007264 0.004066 0.148334 0.023256 0.017823 -0.000264 0.007656 0.001089 0.183200 0.083631 0.353467 -0.196314 0.024831 0.027901 -0.183464 0.362951 0.083702
11.500000 -0.043002 0.007624 0.003533 0.145727 0.023937 0.019268 -0.000429 0.008661 0.001395 0.059216 0.091643 0.239121 -0.188729 0.027112 0.025901 -0.059645 0.249245 0.092002
