#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000001 0.000016 0.000001 0.000000 0.000000 0.000000 0.000000 0.000015 0.000000 -0.000001 0.000001 0.000016 0.000000 0.000000 0.000015
9.300000 -0.000001 0.000000 0.000003 0.000032 0.000113 0.000021 0.000000 0.000000 0.000000 0.000000 0.000149 0.000006 -0.000033 0.000022 0.000116 0.000000 0.000006 0.000150
9.500000 -0.000049 0.000023 0.000072 0.000826 0.035411 0.000426 -0.000000 0.000000 0.000009 0.000000 0.037703 0.000000 -0.000875 0.000450 0.035482 0.000000 0.000000 0.037705
9.700000 -0.012330 0.012044 0.009436 0.144968 0.073998 0.074157 -0.000002 0.000002 0.001641 0.307754 0.342729 0.307754 -0.157297 0.084036 0.082126 -0.307756 0.307756 0.342770
9.900000 -0.026185 0.004481 0.004310 0.172447 0.033467 0.027492 -0.000010 0.000010 0.001551 0.278626 0.244046 0.278626 -0.198632 0.031434 0.037668 -0.278636 0.278636 0.244320
10.100000 -0.023656 0.004403 0.004476 0.120594 0.030321 0.022043 -0.000010 0.003510 0.000323 0.110920 0.235337 0.192747 -0.144250 0.026267 0.034450 -0.110930 0.197981 0.235330
10.300000 -0.032643 0.006813 0.002315 0.138140 0.018661 0.029629 -0.000029 0.004475 0.000491 0.121585 0.178836 0.219728 -0.170783 0.036277 0.021009 -0.121614 0.226584 0.178842
10.500000 -0.047662 0.010504 0.003049 0.150288 0.020724 0.028839 -0.000021 0.005291 0.000445 0.040202 0.187790 0.146610 -0.197950 0.037342 0.023696 -0.040223 0.152959 0.187979
10.700000 -0.047154 0.008852 0.003155 0.145232 0.018436 0.022675 -0.000050 0.005834 0.000525 0.038182 0.178451 0.154543 -0.192387 0.030454 0.021364 -0.038232 0.162172 0.178565
10.900000 -0.044690 0.007712 0.002753 0.152793 0.016767 0.022869 -0.000017 0.006408 0.000823 0.007499 0.150829 0.134001 -0.197483 0.030966 0.017498 -0.007516 0.141167 0.150978
11.100000 -0.041342 0.006407 0.003412 0.155880 0.016834 0.022324 0.000173 0.007108 0.001185 -0.020302 0.158194 0.121270 -0.197222 0.028169 0.019468 0.020474 0.123488 0.158648
11.300000 -0.033659 0.006335 0.003344 0.143958 0.019017 0.020266 0.000937 0.008168 0.001861 -0.060572 0.152489 0.087386 -0.177617 0.025389 0.021167 0.061509 0.090570 0.154032
11.500000 -0.026523 0.004947 0.003026 0.132905 0.018967 0.020485 0.002636 0.009326 0.003311 -0.096053 0.133251 0.077219 -0.159428 0.024809 0.022134 0.098690 0.083737 0.138056
11.700000 -0.020044 0.004740 0.002227 0.105051 0.023641 0.016972 0.008127 0.009497 0.007660 -0.138268 0.123084 0.061142 -0.125095 0.021580 0.026746 0.146395 0.070640 0.130387
11.900000 -0.014710 0.004003 0.001833 0.096955 0.020110 0.022103 0.016963 0.012844 0.011804 -0.185052 0.117129 0.063893 -0.111665 0.025465 0.022058 0.202015 0.069386 0.128738
12.100000 -0.009681 0.002523 0.003228 0.084025 0.016676 0.023567 0.031893 0.014209 0.019308 -0.193239 0.107237 0.060336 -0.093707 0.025709 0.020312 0.225132 0.066010 0.121136
12.300000 -0.003054 0.001018 0.002770 0.032730 0.012296 0.015444 0.059446 0.021790 0.027545 -0.221578 0.105324 0.041676 -0.035784 0.016626 0.016070 0.281024 0.057930 0.131647
12.500000 -0.005307 0.001848 0.000480 0.063110 0.006073 0.018884 0.076039 0.033877 0.031807 -0.212692 0.101984 0.034521 -0.068417 0.020842 0.005657 0.288731 0.058428 0.133241
12.700000 0.001057 0.001448 0.001283 -0.023126 0.034360 -0.000418 0.101602 0.049013 0.041368 -0.181389 0.077821 0.008391 0.024183 0.000427 0.034939 0.282992 0.037603 0.112986
12.900000 -0.003434 0.005541 -0.001295 0.028498 0.031402 0.045399 0.129835 0.048819 0.045323 -0.125954 0.053505 -0.001112 -0.031932 0.050237 0.030123 0.255789 0.037654 0.085199
13.100000 -0.011087 0.016424 -0.007778 0.072659 0.024527 0.056369 0.108908 0.051556 0.042488 -0.064830 0.032771 0.011329 -0.083747 0.067445 0.013687 0.173738 0.053687 0.070148
13.300000 -0.014403 0.013680 0.000042 0.000000 0.000000 0.000000 0.155935 0.047164 0.090086 -0.019353 0.014199 0.029993 0.000000 0.000000 0.000000 0.175288 0.067441 0.101251
13.500000 0.000839 0.016541 0.000987 0.000000 0.000000 0.000000 0.000000 0.123763 0.000000 -0.017500 0.040586 0.034513 0.000000 0.000000 0.000000 0.000000 0.180418 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
