#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000011 0.000006 0.000296 0.002860 0.066735 0.002378 -0.000000 0.000149 0.000027 -0.000051 0.083105 0.005549 -0.002871 0.002385 0.067023 0.000051 0.005936 0.083158
9.300000 -0.000019 0.000010 0.001664 0.089299 0.100053 0.088255 0.000008 0.001402 0.000023 -0.001127 0.091130 0.033071 -0.089318 0.088265 0.101666 0.001135 0.038100 0.092127
9.500000 -0.004009 0.001745 0.000084 0.224727 0.014008 0.051208 0.001065 0.016369 0.001192 -0.183149 0.355055 0.095231 -0.228736 0.052495 0.014182 0.184214 0.114964 0.356126
9.700000 -0.003650 0.000915 0.000480 0.130987 0.016356 0.036371 0.001418 0.024594 0.001556 -0.146022 0.291315 0.296027 -0.134637 0.037118 0.016818 0.147439 0.324291 0.293612
9.900000 -0.004335 0.002102 0.000789 0.093264 0.021595 0.048460 0.000994 0.014112 0.002388 -0.075147 0.191745 0.232827 -0.097599 0.050691 0.022221 0.076141 0.248998 0.195229
10.100000 -0.007390 0.003450 0.000947 0.098973 0.029048 0.044830 0.001905 0.016152 0.002886 -0.097800 0.175004 0.181699 -0.106363 0.048016 0.029943 0.099705 0.214357 0.176956
10.300000 -0.005064 0.002225 0.001698 0.066543 0.021619 0.032927 0.002744 0.020792 0.003222 -0.127942 0.165691 0.163132 -0.071607 0.035237 0.023657 0.130686 0.193253 0.171267
10.500000 -0.002600 0.001555 0.000963 0.037091 0.013766 0.023531 0.003800 0.024670 0.003901 -0.147935 0.170534 0.168062 -0.039691 0.025040 0.014995 0.151735 0.193811 0.174927
10.700000 0.000141 0.001174 0.000524 -0.003090 0.009840 0.018927 0.003994 0.027674 0.004041 -0.126573 0.137168 0.177149 0.003231 0.019978 0.010313 0.130567 0.213507 0.142631
10.900000 0.002246 0.001061 0.001455 -0.040614 0.021174 0.020098 0.011940 0.029029 0.011534 -0.208950 0.187811 0.178669 0.042860 0.021272 0.021924 0.220890 0.204584 0.199402
11.100000 -0.002017 0.001929 0.000192 0.051006 -0.006161 0.043061 0.008672 0.025701 0.009097 -0.137230 0.163909 0.165178 -0.053023 0.045342 -0.006531 0.145902 0.183623 0.173451
11.300000 0.000909 0.002283 0.001163 -0.053557 0.060953 -0.004459 0.008677 0.030819 0.008688 -0.168821 0.168821 0.127547 0.054466 -0.003429 0.060962 0.177498 0.156234 0.177498
11.500000 -0.010096 0.016171 -0.006535 0.004788 0.065349 0.070282 0.009931 0.045391 0.009931 -0.495212 0.495212 0.000237 -0.014884 0.084440 0.054465 0.505143 0.029398 0.505143
11.700000 -0.013829 0.010656 0.007046 0.000000 0.000000 0.000000 -0.002801 0.047763 -0.002801 0.000000 0.000000 0.863129 0.000000 0.000000 0.000000 0.000000 0.895565 0.000000
11.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.005000 0.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
