#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.494051 0.001517 0.000529 -4.494056 0.001512 0.000526 -4.494057 0.001495 0.000526 -4.494020 0.142668 0.000580 -4.493506 0.002104 0.000800 -4.494051 0.001501 0.000530 -4.494053 0.141750 0.000542 -4.493085 0.027849 0.001003 -4.493096 0.027184 0.000998 -4.493096 0.028042 0.000999 -4.493261 0.372549 0.001005 -4.491992 0.102431 0.001563 -4.493084 0.028560 0.001004 -4.493298 0.371873 0.000966
9.300000 -4.492712 0.048574 0.001101 -4.492727 0.047402 0.001096 -4.492724 0.047075 0.001085 -4.493128 0.329631 0.001047 -4.482324 0.166816 0.010786 -4.492710 0.048188 0.001092 -4.493130 0.333947 0.001040 -4.451559 0.193017 0.040711 -4.452675 0.192618 0.039614 -4.452342 0.201471 0.039947 -4.491565 0.561038 0.001951 -4.337069 0.228817 0.121443 -4.451223 0.201808 0.041046 -4.491547 0.562197 0.001958
9.500000 -4.372086 0.255141 0.096824 -4.376026 0.254236 0.094171 -4.375805 0.252056 0.092055 -4.402644 0.528217 0.089927 -4.163923 0.269457 0.190868 -4.371877 0.252943 0.094728 -4.397345 0.525597 0.095189 -4.100794 0.207599 0.176641 -4.105477 0.207591 0.176606 -4.105086 0.214894 0.176915 -4.175413 0.522598 0.294174 -3.878563 0.211531 0.194766 -4.100408 0.214689 0.176943 -4.167794 0.512701 0.297310
9.700000 -3.886004 0.215981 0.173002 -3.892554 0.216038 0.171584 -3.892458 0.214574 0.169536 -3.905694 0.481225 0.336353 -3.722635 0.211493 0.180511 -3.885994 0.213736 0.171546 -3.888416 0.464855 0.345748 -3.608910 0.180634 0.174267 -3.615014 0.180881 0.174587 -3.614856 0.183086 0.166394 -3.633914 0.410092 0.332377 -3.443374 0.182160 0.185869 -3.608813 0.182740 0.166366 -3.618948 0.405869 0.336327
9.900000 -3.515942 0.185801 0.161026 -3.523034 0.186364 0.161812 -3.522436 0.195530 0.158081 -3.589016 0.403205 0.258703 -3.399255 0.182185 0.152889 -3.515601 0.196330 0.161265 -3.550232 0.389751 0.285703 -3.238706 0.168802 0.165922 -3.245446 0.170010 0.166245 -3.244676 0.167211 0.156294 -3.329402 0.375165 0.249214 -3.119886 0.163960 0.170574 -3.238189 0.165564 0.156839 -3.283657 0.354952 0.257206
10.100000 -3.287853 0.165643 0.151587 -3.300300 0.165867 0.152153 -3.298930 0.166742 0.150857 -3.441675 0.368888 0.220633 -3.155979 0.161031 0.148245 -3.286818 0.167980 0.150710 -3.360804 0.342006 0.208719 -3.011122 0.156667 0.155514 -3.022712 0.158962 0.152771 -3.021201 0.158998 0.146220 -3.178802 0.357101 0.241340 -2.877257 0.153456 0.153406 -3.009818 0.160219 0.147676 -3.095649 0.321193 0.227789
10.300000 -3.105463 0.136037 0.132478 -3.117321 0.140024 0.135128 -3.115379 0.151460 0.130522 -3.286096 0.344371 0.198994 -3.002924 0.134409 0.138960 -3.103575 0.148284 0.131755 -3.195287 0.288568 0.207163 -2.828857 0.148780 0.141064 -2.839796 0.148829 0.143174 -2.837531 0.158458 0.140248 -3.022950 0.358237 0.220522 -2.729123 0.144235 0.168264 -2.826603 0.157327 0.141732 -2.938759 0.305111 0.222666
10.500000 -2.926498 0.113855 0.111200 -2.934254 0.115616 0.112214 -2.930720 0.119685 0.113900 -3.122311 0.316846 0.153275 -2.852354 0.108054 0.114780 -2.923147 0.120085 0.112090 -3.047030 0.272849 0.170861 -2.651254 0.149370 0.145089 -2.658768 0.151622 0.140743 -2.654876 0.163040 0.135943 -2.865312 0.325021 0.191468 -2.578117 0.148332 0.163717 -2.647380 0.161470 0.137156 -2.788841 0.283477 0.203896
10.700000 -2.738502 0.092813 0.097062 -2.742307 0.093203 0.096771 -2.737624 0.100283 0.090384 -2.918604 0.254933 0.170949 -2.701664 0.096873 0.096239 -2.734120 0.096065 0.089048 -2.865334 0.236320 0.185127 -2.464704 0.147029 0.153656 -2.468684 0.147168 0.152317 -2.463899 0.146869 0.135067 -2.689708 0.292358 0.190405 -2.417361 0.138468 0.159020 -2.460374 0.142847 0.135998 -2.619190 0.269322 0.200975
10.900000 -2.548961 0.089029 0.086778 -2.550699 0.088629 0.087765 -2.543797 0.093233 0.086732 -2.770580 0.256560 0.174479 -2.527634 0.090585 0.089936 -2.542329 0.091252 0.086006 -2.728800 0.233800 0.176830 -2.274751 0.143965 0.145993 -2.277854 0.144980 0.144185 -2.270385 0.146276 0.136280 -2.507605 0.306266 0.192935 -2.238298 0.133729 0.165616 -2.267341 0.145497 0.139158 -2.455305 0.249159 0.213583
11.100000 -2.370342 0.076864 0.097654 -2.372507 0.076050 0.097902 -2.365771 0.085205 0.089870 -2.566224 0.243938 0.204954 -2.337609 0.068242 0.095426 -2.364150 0.083232 0.089897 -2.510897 0.215518 0.214125 -2.092246 0.148053 0.164794 -2.094181 0.148639 0.164892 -2.087553 0.158583 0.147635 -2.300900 0.293559 0.193513 -2.066685 0.141436 0.160766 -2.086144 0.158251 0.148835 -2.237015 0.233080 0.219655
11.300000 -2.193599 0.070350 0.097756 -2.193070 0.070821 0.097409 -2.183886 0.082576 0.085562 -2.361328 0.287250 0.182888 -2.203544 0.078549 0.116082 -2.184505 0.081681 0.086933 -2.332403 0.237376 0.193604 -1.909894 0.133540 0.163559 -1.910880 0.133865 0.163691 -1.901779 0.152462 0.159748 -2.075970 0.263638 0.218561 -1.910297 0.145206 0.158892 -1.900485 0.151911 0.161969 -2.070669 0.250123 0.217449
11.500000 -2.004027 0.071770 0.119653 -2.004540 0.069664 0.119481 -1.978575 0.077935 0.116675 -2.243918 0.293421 0.183608 -1.998392 0.065697 0.133458 -1.979543 0.076684 0.114579 -2.222247 0.250513 0.166633 -1.732477 0.133263 0.183953 -1.732280 0.134031 0.183031 -1.715171 0.144825 0.165195 -1.988881 0.307384 0.202345 -1.768761 0.138579 0.184610 -1.716461 0.145540 0.163860 -1.980375 0.274247 0.199900
11.700000 -1.825147 0.079912 0.172230 -1.827738 0.079495 0.170476 -1.814190 0.088862 0.149033 -1.906942 0.266942 0.336238 -1.886905 0.062710 0.187297 -1.807968 0.084484 0.153642 -1.909240 0.259240 0.340403 -1.551628 0.133385 0.201484 -1.549644 0.134896 0.199030 -1.525377 0.137303 0.206255 -1.750330 0.477587 0.271664 -1.710646 0.131961 0.215854 -1.535158 0.144399 0.196831 -1.773969 0.345220 0.262876
11.900000 -1.651050 0.087410 0.235666 -1.667827 0.090842 0.228948 -1.616379 0.082172 0.240208 -1.560000 1.560000 0.503699 0.000000 0.000000 0.000000 -1.607555 0.085524 0.225225 -1.560000 1.560000 0.504911 -1.388031 0.122784 0.252979 -1.388457 0.122453 0.258718 -1.346521 0.133078 0.261951 -1.670000 1.670000 0.311170 0.000000 0.000000 0.000000 -1.347039 0.121976 0.262588 -1.330000 1.330000 0.604820
12.100000 -1.565321 0.113075 0.312047 -1.582947 0.109504 0.321108 -1.477925 0.054082 0.323508 0.000000 0.000000 1.630000 0.000000 0.000000 0.000000 -1.466428 0.067739 0.319308 0.000000 0.000000 1.630000 -1.251373 0.160128 0.347836 -1.249112 0.145322 0.354103 -1.239414 0.167110 0.295611 0.000000 0.000000 1.395000 0.000000 0.000000 0.000000 -1.242868 0.166739 0.297584 0.000000 0.000000 1.395000
12.300000 -1.605000 0.210000 0.340000 -1.610000 0.210000 0.340000 0.000000 0.000000 1.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.520000 1.520000 0.175000 0.000000 0.000000 0.000000 -1.325000 0.220000 0.350000 -1.330000 0.220000 0.350000 0.000000 0.000000 1.280000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.330000 1.330000 0.145000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
