#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.279131 0.086883 0.116214 0.279415 0.086407 0.116122 0.279376 0.085348 0.116081 0.280114 0.106934 0.198199 0.298237 0.100887 0.125776 0.279089 0.085623 0.116170 0.280500 0.106884 0.198957 0.302352 0.056239 0.112886 0.302088 0.056059 0.112628 0.301931 0.055767 0.112745 0.329252 0.060390 0.233265 0.337729 0.070124 0.124134 0.302201 0.055811 0.112901 0.329593 0.060403 0.233392
9.300000 0.319013 0.088271 0.115231 0.318410 0.088429 0.115172 0.318462 0.088338 0.113537 0.301542 0.127699 0.164800 0.365643 0.084366 0.117438 0.319071 0.088172 0.113595 0.301398 0.130807 0.163874 0.352671 0.077464 0.116430 0.352069 0.077551 0.116235 0.352016 0.077351 0.115612 0.347471 0.084671 0.165949 0.393447 0.074132 0.114151 0.352619 0.077261 0.115629 0.348184 0.086705 0.165670
9.500000 0.417394 0.047923 0.081396 0.416056 0.047762 0.081565 0.415947 0.046578 0.080954 0.419005 0.068238 0.181819 0.470085 0.044975 0.076542 0.417267 0.046068 0.081296 0.424558 0.066805 0.184959 0.413605 0.036322 0.063804 0.412425 0.036037 0.064106 0.411879 0.032904 0.063651 0.459099 0.046770 0.181435 0.445512 0.038057 0.059611 0.413040 0.032902 0.063347 0.463310 0.045156 0.181930
9.700000 0.498677 0.025904 0.044949 0.497316 0.025592 0.044167 0.496040 0.017088 0.043043 0.560105 0.055815 0.101942 0.539240 0.034360 0.056209 0.497363 0.016920 0.043753 0.563471 0.050985 0.099939 0.435854 0.056404 0.041006 0.434362 0.055473 0.040556 0.431484 0.024607 0.039041 0.572808 0.076076 0.121763 0.477918 0.065946 0.056074 0.432917 0.024639 0.039065 0.575784 0.071324 0.123984
9.900000 0.508122 0.039149 0.044063 0.505650 0.038757 0.044069 0.503612 0.018458 0.042528 0.605843 0.068410 0.119996 0.552762 0.047686 0.058944 0.505890 0.018061 0.043850 0.611571 0.065473 0.113992 0.422963 0.067022 0.040656 0.420226 0.067200 0.039207 0.416055 0.030541 0.043952 0.594443 0.108768 0.161036 0.470644 0.082717 0.064871 0.418510 0.029329 0.045020 0.596991 0.109795 0.154003
10.100000 0.489832 0.046780 0.045383 0.487546 0.046062 0.045759 0.485170 0.022788 0.045473 0.580520 0.075752 0.120777 0.517642 0.063159 0.053065 0.486974 0.022475 0.045375 0.587977 0.073415 0.109656 0.394044 0.080661 0.044049 0.391243 0.080997 0.041870 0.386796 0.038197 0.042593 0.544464 0.120938 0.151648 0.426874 0.106830 0.063446 0.388911 0.037482 0.044950 0.546413 0.122767 0.136455
10.300000 0.478692 0.057637 0.050875 0.477017 0.056183 0.049809 0.473661 0.025982 0.050005 0.588589 0.084599 0.112856 0.497652 0.080069 0.055687 0.474909 0.025886 0.050152 0.586438 0.091426 0.130469 0.377712 0.097953 0.047596 0.375795 0.097266 0.045785 0.369502 0.037093 0.045173 0.559497 0.126539 0.166616 0.398321 0.122223 0.066857 0.370829 0.040367 0.044604 0.548169 0.132698 0.164888
10.500000 0.463487 0.070644 0.052737 0.462295 0.069908 0.054071 0.457603 0.029305 0.052894 0.586247 0.095776 0.165344 0.482095 0.085621 0.049050 0.458150 0.029282 0.051442 0.584981 0.102198 0.142235 0.359972 0.115826 0.053751 0.357951 0.115907 0.052586 0.349845 0.038843 0.045768 0.546651 0.148107 0.224522 0.391681 0.118395 0.064726 0.350962 0.038822 0.046658 0.538205 0.154367 0.205108
10.700000 0.458883 0.081065 0.053681 0.455646 0.081168 0.053456 0.447895 0.029853 0.052687 0.593190 0.113095 0.156046 0.518091 0.081829 0.062340 0.449464 0.029969 0.052344 0.616990 0.096535 0.149040 0.351833 0.120478 0.054491 0.347415 0.117667 0.054476 0.333372 0.039121 0.041867 0.572735 0.144267 0.140622 0.431654 0.115848 0.077484 0.335355 0.039717 0.042303 0.595856 0.121806 0.140878
10.900000 0.458936 0.086665 0.054172 0.454904 0.088048 0.055211 0.448290 0.031975 0.052446 0.539885 0.181779 0.153792 0.509156 0.080629 0.063606 0.450237 0.032571 0.052165 0.570643 0.160458 0.198693 0.355859 0.124549 0.059838 0.350813 0.125763 0.058118 0.335816 0.040432 0.044934 0.501263 0.209862 0.237157 0.415057 0.105105 0.069334 0.337389 0.041466 0.044192 0.547019 0.178785 0.252991
11.100000 0.453396 0.101987 0.052196 0.451132 0.101539 0.052770 0.446199 0.024866 0.054056 0.440075 0.261751 0.440075 0.460664 0.053741 0.076909 0.445639 0.024644 0.054729 0.497481 0.208027 0.239737 0.339670 0.134841 0.052055 0.332900 0.134079 0.048321 0.324854 0.031434 0.045449 0.359889 0.307076 0.359889 0.394555 0.085153 0.096094 0.326134 0.032294 0.046868 0.445878 0.234337 0.300359
11.300000 0.452070 0.135720 0.048129 0.447418 0.138355 0.047767 0.440648 0.032066 0.042309 0.399293 0.339128 0.399293 0.498291 0.337009 0.039243 0.444120 0.030366 0.042955 0.416974 0.315950 0.416974 0.340942 0.183717 0.049384 0.337064 0.183613 0.049796 0.335647 0.048539 0.052153 0.248216 0.467437 0.248216 0.477363 0.388500 0.074878 0.335726 0.048406 0.049389 0.303178 0.412411 0.303178
11.500000 0.481872 0.151448 0.075675 0.478923 0.124038 0.072054 0.420867 0.023172 0.038415 0.000000 0.804419 0.000000 0.000000 0.000000 0.000000 0.422917 0.023136 0.041707 0.000000 0.825488 0.000000 0.376558 0.204695 0.078682 0.368908 0.173717 0.076369 0.309389 0.032761 0.046408 0.000000 0.778754 0.000000 0.000000 0.000000 0.000000 0.317014 0.030745 0.049050 0.000000 0.845129 0.000000
11.700000 0.375544 0.131904 0.071604 0.375544 0.131904 0.071604 0.374249 0.076053 0.068893 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.374249 0.076053 0.068893 0.000000 0.000000 0.000000 0.317839 0.185927 0.080757 0.317839 0.185927 0.080757 0.294363 0.061860 0.064532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.294363 0.061860 0.064532 0.000000 0.000000 0.000000
11.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
